PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
19109579,Pediatric anxiety--underrecognized and undertreated,Emslie GJ.,N Engl J Med. 2008 Dec 25;359(26):2835-6. doi: 10.1056/NEJMe0809401.,Emslie GJ,N Engl J Med,2008,12/26/2008,,,10.1056/NEJMe0809401
19109578,Case records of the Massachusetts General Hospital. Case 40-2008. A 26-year-old man with blurred vision,"Cestari DM, Metson RB, Cunnane ME, Faquin WC.",N Engl J Med. 2008 Dec 25;359(26):2825-33. doi: 10.1056/NEJMcpc0805311.,Cestari DM,N Engl J Med,2008,12/26/2008,,,10.1056/NEJMcpc0805311
19109577,Images in clinical medicine. Hypogonadism due to pituicytoma in an identical twin,"Newnham HH, Rivera-Woll LM.",N Engl J Med. 2008 Dec 25;359(26):2824. doi: 10.1056/NEJMicm067848.,Newnham HH,N Engl J Med,2008,12/26/2008,,,10.1056/NEJMicm067848
19109576,Molecular basis of metastasis,"Chiang AC, Massagué J.",N Engl J Med. 2008 Dec 25;359(26):2814-23. doi: 10.1056/NEJMra0805239.,Chiang AC,N Engl J Med,2008,12/26/2008,PMC4189180,NIHMS587023,10.1056/NEJMra0805239
19109575,Clinical practice. Acute pulmonary embolism,Konstantinides S.,N Engl J Med. 2008 Dec 25;359(26):2804-13. doi: 10.1056/NEJMcp0804570.,Konstantinides S,N Engl J Med,2008,12/26/2008,,,10.1056/NEJMcp0804570
19109574,Azathioprine or methotrexate maintenance for ANCA-associated vasculitis,"Pagnoux C, Mahr A, Hamidou MA, Boffa JJ, Ruivard M, Ducroix JP, Kyndt X, Lifermann F, Papo T, Lambert M, Le Noach J, Khellaf M, Merrien D, Puéchal X, Vinzio S, Cohen P, Mouthon L, Cordier JF, Guillevin L; French Vasculitis Study Group.",N Engl J Med. 2008 Dec 25;359(26):2790-803. doi: 10.1056/NEJMoa0802311.,Pagnoux C,N Engl J Med,2008,12/26/2008,,,10.1056/NEJMoa0802311
19109573,Inhibition of the Bcl-xL deamidation pathway in myeloproliferative disorders,"Zhao R, Follows GA, Beer PA, Scott LM, Huntly BJ, Green AR, Alexander DR.",N Engl J Med. 2008 Dec 25;359(26):2778-89. doi: 10.1056/NEJMoa0804953.,Zhao R,N Engl J Med,2008,12/26/2008,,,10.1056/NEJMoa0804953
19109572,"Culture shock--patient as icon, icon as patient",Verghese A.,N Engl J Med. 2008 Dec 25;359(26):2748-51. doi: 10.1056/NEJMp0807461.,Verghese A,N Engl J Med,2008,12/26/2008,,,10.1056/NEJMp0807461
19109571,Melamine and the global implications of food contamination,Ingelfinger JR.,N Engl J Med. 2008 Dec 25;359(26):2745-8. doi: 10.1056/NEJMp0808410.,Ingelfinger JR,N Engl J Med,2008,12/26/2008,,,10.1056/NEJMp0808410
19109570,Images in clinical medicine. Occult hip fracture,Vinson EN.,N Engl J Med. 2008 Dec 25;359(26):e33. doi: 10.1056/NEJMicm0707701.,Vinson EN,N Engl J Med,2008,12/26/2008,,,10.1056/NEJMicm0707701
19109569,Videos in clinical medicine. Basic splinting techniques,"Fitch MT, Nicks BA, Pariyadath M, McGinnis HD, Manthey DE.",N Engl J Med. 2008 Dec 25;359(26):e32. doi: 10.1056/NEJMvcm0801942.,Fitch MT,N Engl J Med,2008,12/26/2008,,,10.1056/NEJMvcm0801942
19106084,Cytochrome p-450 polymorphisms and response to clopidogrel,"Mega JL, Close SL, Wiviott SD, Shen L, Hockett RD, Brandt JT, Walker JR, Antman EM, Macias W, Braunwald E, Sabatine MS.",N Engl J Med. 2009 Jan 22;360(4):354-62. doi: 10.1056/NEJMoa0809171. Epub 2008 Dec 22.,Mega JL,N Engl J Med,2009,12/25/2008,,,10.1056/NEJMoa0809171
19106083,Genetic determinants of response to clopidogrel and cardiovascular events,"Simon T, Verstuyft C, Mary-Krause M, Quteineh L, Drouet E, Méneveau N, Steg PG, Ferrières J, Danchin N, Becquemont L; French Registry of Acute ST-Elevation and Non-ST-Elevation Myocardial Infarction (FAST-MI) Investigators.",N Engl J Med. 2009 Jan 22;360(4):363-75. doi: 10.1056/NEJMoa0808227. Epub 2008 Dec 22.,Simon T,N Engl J Med,2009,12/25/2008,,,10.1056/NEJMoa0808227
19102012,Military medical ethics,Heyman JM.,N Engl J Med. 2008 Dec 18;359(25):2728-9.,Heyman JM,N Engl J Med,2008,12/23/2008,,,
19102011,Cetuximab in head and neck cancer,Tanvetyanon T.,N Engl J Med. 2008 Dec 18;359(25):2725-6; author reply 2726.,Tanvetyanon T,N Engl J Med,2008,12/23/2008,,,
19092164,Small-cell lung cancer and necrolytic migratory erythema,"Mignogna MD, Fortuna G, Satriano AR.",N Engl J Med. 2008 Dec 18;359(25):2731-2. doi: 10.1056/NEJMc0805992.,Mignogna MD,N Engl J Med,2008,12/19/2008,,,10.1056/NEJMc0805992
19092163,Amyloid and transplanted islets,"Rickels MR, Collins HW, Naji A.",N Engl J Med. 2008 Dec 18;359(25):2729; author reply 2729-31. doi: 10.1056/NEJMc082011.,Rickels MR,N Engl J Med,2008,12/19/2008,PMC4568550,NIHMS720054,10.1056/NEJMc082011
19092162,Military medical ethics,Stotland NL.,N Engl J Med. 2008 Dec 18;359(25):2728. doi: 10.1056/NEJMc082086.,Stotland NL,N Engl J Med,2008,12/19/2008,,,10.1056/NEJMc082086
19092161,Motesanib diphosphate in progressive differentiated thyroid cancer,Diaz-Cano SJ.,N Engl J Med. 2008 Dec 18;359(25):2727; author reply 2727. doi: 10.1056/NEJMc081635.,Diaz-Cano SJ,N Engl J Med,2008,12/19/2008,,,10.1056/NEJMc081635
19092160,Platelets and the vascular wall,"Mirakaj V, Köhler D, Rosenberger P.",N Engl J Med. 2008 Dec 18;359(25):2727-8; author reply 2728. doi: 10.1056/NEJMc082157.,Mirakaj V,N Engl J Med,2008,12/19/2008,,,10.1056/NEJMc082157
19092159,Cetuximab in head and neck cancer,Guntinas-Lichius O.,N Engl J Med. 2008 Dec 18;359(25):2725; author reply 2726. doi: 10.1056/NEJMc082096.,Guntinas-Lichius O,N Engl J Med,2008,12/19/2008,,,10.1056/NEJMc082096
19092158,Boosting beta-cell numbers,Heimberg H.,N Engl J Med. 2008 Dec 18;359(25):2723-4. doi: 10.1056/NEJMcibr0807675.,Heimberg H,N Engl J Med,2008,12/19/2008,,,10.1056/NEJMcibr0807675
19092157,MicroRNA in cancer prognosis,"Slack FJ, Weidhaas JB.",N Engl J Med. 2008 Dec 18;359(25):2720-2. doi: 10.1056/NEJMe0808667.,Slack FJ,N Engl J Med,2008,12/19/2008,,,10.1056/NEJMe0808667
19092156,Case records of the Massachusetts General Hospital. Case 39-2008. A 51-year-old woman with splenomegaly and anemia,"Abramson JS, Chatterji M, Rahemtullah A.",N Engl J Med. 2008 Dec 18;359(25):2707-18. doi: 10.1056/NEJMcpc0806981.,Abramson JS,N Engl J Med,2008,12/19/2008,,,10.1056/NEJMcpc0806981
19092155,Images in clinical medicine. Postpartum venous thromboembolism,"Zalts R, Hayek T.",N Engl J Med. 2008 Dec 18;359(25):2706. doi: 10.1056/NEJMicm065130.,Zalts R,N Engl J Med,2008,12/19/2008,,,10.1056/NEJMicm065130
19092154,Temporomandibular disorders,"Scrivani SJ, Keith DA, Kaban LB.",N Engl J Med. 2008 Dec 18;359(25):2693-705. doi: 10.1056/NEJMra0802472.,Scrivani SJ,N Engl J Med,2008,12/19/2008,,,10.1056/NEJMra0802472
19092153,PHD2 mutation and congenital erythrocytosis with paraganglioma,"Ladroue C, Carcenac R, Leporrier M, Gad S, Le Hello C, Galateau-Salle F, Feunteun J, Pouysségur J, Richard S, Gardie B.",N Engl J Med. 2008 Dec 18;359(25):2685-92. doi: 10.1056/NEJMoa0806277.,Ladroue C,N Engl J Med,2008,12/19/2008,,,10.1056/NEJMoa0806277
19092152,Alfuzosin and symptoms of chronic prostatitis-chronic pelvic pain syndrome,"Nickel JC, Krieger JN, McNaughton-Collins M, Anderson RU, Pontari M, Shoskes DA, Litwin MS, Alexander RB, White PC, Berger R, Nadler R, O'Leary M, Liong ML, Zeitlin S, Chuai S, Landis JR, Kusek JW, Nyberg LM, Schaeffer AJ; Chronic Prostatitis Collaborative Research Network.",N Engl J Med. 2008 Dec 18;359(25):2663-73. doi: 10.1056/NEJMoa0803240.,Nickel JC,N Engl J Med,2008,12/19/2008,PMC2815340,NIHMS166825,10.1056/NEJMoa0803240
19092151,Thrombolysis during resuscitation for out-of-hospital cardiac arrest,"Böttiger BW, Arntz HR, Chamberlain DA, Bluhmki E, Belmans A, Danays T, Carli PA, Adgey JA, Bode C, Wenzel V; TROICA Trial Investigators; European Resuscitation Council Study Group.",N Engl J Med. 2008 Dec 18;359(25):2651-62. doi: 10.1056/NEJMoa070570.,Böttiger BW,N Engl J Med,2008,12/19/2008,,,10.1056/NEJMoa070570
19092150,"Dicer, Drosha, and outcomes in patients with ovarian cancer","Merritt WM, Lin YG, Han LY, Kamat AA, Spannuth WA, Schmandt R, Urbauer D, Pennacchio LA, Cheng JF, Nick AM, Deavers MT, Mourad-Zeidan A, Wang H, Mueller P, Lenburg ME, Gray JW, Mok S, Birrer MJ, Lopez-Berestein G, Coleman RL, Bar-Eli M, Sood AK.",N Engl J Med. 2008 Dec 18;359(25):2641-50. doi: 10.1056/NEJMoa0803785.,Merritt WM,N Engl J Med,2008,12/19/2008,PMC2710981,NIHMS120530,10.1056/NEJMoa0803785
19092149,The future of primary care--the community responds,"Scheffler R, Bodenheimer T, Lombardo P, Starfield B, Morris W, Treadway K, Woodson G, Goroll AH, Hartstein A, Lee TH.",N Engl J Med. 2008 Dec 18;359(25):2636-9. doi: 10.1056/NEJMp0809792.,Scheffler R,N Engl J Med,2008,12/19/2008,,,10.1056/NEJMp0809792
19092148,Medical student debt--is there a limit?,Steinbrook R.,N Engl J Med. 2008 Dec 18;359(25):2629-32. doi: 10.1056/NEJMp0808520.,Steinbrook R,N Engl J Med,2008,12/19/2008,,,10.1056/NEJMp0808520
19092147,Images in clinical medicine. Subungual exostosis,"Campanelli A, Borradori L.",N Engl J Med. 2008 Dec 18;359(25):e31. doi: 10.1056/NEJMicm074461.,Campanelli A,N Engl J Med,2008,12/19/2008,,,10.1056/NEJMicm074461
19092146,Modulation of blood pressure by central melanocortinergic pathways,"Greenfield JR, Miller JW, Keogh JM, Henning E, Satterwhite JH, Cameron GS, Astruc B, Mayer JP, Brage S, See TC, Lomas DJ, O'Rahilly S, Farooqi IS.",N Engl J Med. 2009 Jan 1;360(1):44-52. doi: 10.1056/NEJMoa0803085. Epub 2008 Dec 17.,Greenfield JR,N Engl J Med,2009,12/19/2008,,,10.1056/NEJMoa0803085
19092145,Glucose control and vascular complications in veterans with type 2 diabetes,"Duckworth W, Abraira C, Moritz T, Reda D, Emanuele N, Reaven PD, Zieve FJ, Marks J, Davis SN, Hayward R, Warren SR, Goldman S, McCarren M, Vitek ME, Henderson WG, Huang GD; VADT Investigators.",N Engl J Med. 2009 Jan 8;360(2):129-39. doi: 10.1056/NEJMoa0808431. Epub 2008 Dec 17.,Duckworth W,N Engl J Med,2009,12/19/2008,,,10.1056/NEJMoa0808431
19090034,NHERF1 mutations and responsiveness of renal parathyroid hormone,"Rendina D, De Filippo G, Strazzullo P.",N Engl J Med. 2008 Dec 11;359(24):2616; author reply 2616-7.,Rendina D,N Engl J Med,2008,12/18/2008,,,
19090032,Bortezomib plus melphalan and prednisone for multiple myeloma,Avvisati G.,N Engl J Med. 2008 Dec 11;359(24):2613; author reply 2613-4.,Avvisati G,N Engl J Med,2008,12/18/2008,,,
19090031,Bortezomib plus melphalan and prednisone for multiple myeloma,"Tsubokura M, Kami M, Komatsu T.",N Engl J Med. 2008 Dec 11;359(24):2613; author reply 2613-4.,Tsubokura M,N Engl J Med,2008,12/18/2008,,,
19090030,Five-year risk of colorectal neoplasia after negative colonoscopy,"Maisonneuve P, Botteri E, Lowenfels AB.",N Engl J Med. 2008 Dec 11;359(24):2611-2; author reply 2612.,Maisonneuve P,N Engl J Med,2008,12/18/2008,,,
19090029,Five-year risk of colorectal neoplasia after negative colonoscopy,"Brenner H, Haug U, Hoffmeister M.",N Engl J Med. 2008 Dec 11;359(24):2611; author reply 2612.,Brenner H,N Engl J Med,2008,12/18/2008,,,
19073987,Successful pregnancy after microsurgical transplantation of an intact ovary,"Silber SJ, Grudzinskas G, Gosden RG.",N Engl J Med. 2008 Dec 11;359(24):2617-8. doi: 10.1056/NEJMc0804321.,Silber SJ,N Engl J Med,2008,12/17/2008,,,10.1056/NEJMc0804321
19073986,Hyponatremia and mortality among patients waiting for liver transplantation,Abramowicz M.,N Engl J Med. 2008 Dec 11;359(24):2615; author reply 2615. doi: 10.1056/NEJMc082062.,Abramowicz M,N Engl J Med,2008,12/17/2008,,,10.1056/NEJMc082062
19073985,NHERF1 mutations and responsiveness of renal parathyroid hormone,"Bergwitz C, Bastepe M.",N Engl J Med. 2008 Dec 11;359(24):2615-6; author reply 2616-7. doi: 10.1056/NEJMc086284.,Bergwitz C,N Engl J Med,2008,12/17/2008,,,10.1056/NEJMc086284
19073984,Bortezomib plus melphalan and prednisone for multiple myeloma,"Islam A, Ambrus JL.",N Engl J Med. 2008 Dec 11;359(24):2613; author reply 2613-4. doi: 10.1056/NEJMc086420.,Islam A,N Engl J Med,2008,12/17/2008,,,10.1056/NEJMc086420
19073983,Five-year risk of colorectal neoplasia after negative colonoscopy,"Schoen RE, Pinsky PF.",N Engl J Med. 2008 Dec 11;359(24):2611; author reply 2612. doi: 10.1056/NEJMc082144.,Schoen RE,N Engl J Med,2008,12/17/2008,,,10.1056/NEJMc082144
19073982,Testing new ICD technology,"Shein MJ, Schultz DG.",N Engl J Med. 2008 Dec 11;359(24):2610. doi: 10.1056/NEJMc086467.,Shein MJ,N Engl J Med,2008,12/17/2008,,,10.1056/NEJMc086467
19073981,Clinical decisions. Management of prostate cancer,"Schröder FH, Roach M 3rd, Scardino P.",N Engl J Med. 2008 Dec 11;359(24):2605-9. doi: 10.1056/NEJMclde0805491.,Schröder FH,N Engl J Med,2008,12/17/2008,,,10.1056/NEJMclde0805491
19073980,"Energy in, energy out, and the effects of obesity-related genes",Leibel RL.,N Engl J Med. 2008 Dec 11;359(24):2603-4. doi: 10.1056/NEJMe0808660.,Leibel RL,N Engl J Med,2008,12/17/2008,,,10.1056/NEJMe0808660
19073979,"Case records of the Massachusetts General Hospital. Case 38-2008. A 58-year-old man with hemophilia, hepatocellular carcinoma, and intractable bleeding","Dzik WH, Laposata M, Hertl M, Sandberg WS, Chatterji M, Misdraji J.",N Engl J Med. 2008 Dec 11;359(24):2587-97. doi: 10.1056/NEJMcpc0807506.,Dzik WH,N Engl J Med,2008,12/17/2008,,,10.1056/NEJMcpc0807506
19073978,Images in clinical medicine. Bone destruction and regeneration in a patient with breast cancer,"Malani A, Abou-Jawde RM.",N Engl J Med. 2008 Dec 11;359(24):2586. doi: 10.1056/NEJMicm065383.,Malani A,N Engl J Med,2008,12/17/2008,,,10.1056/NEJMicm065383
19073977,Clinical practice. Prevention and treatment of seasonal influenza,Glezen WP.,N Engl J Med. 2008 Dec 11;359(24):2579-85. doi: 10.1056/NEJMcp0807498.,Glezen WP,N Engl J Med,2008,12/17/2008,,,10.1056/NEJMcp0807498
19073976,Effect of aspirin or resistant starch on colorectal neoplasia in the Lynch syndrome,"Burn J, Bishop DT, Mecklin JP, Macrae F, Möslein G, Olschwang S, Bisgaard ML, Ramesar R, Eccles D, Maher ER, Bertario L, Jarvinen HJ, Lindblom A, Evans DG, Lubinski J, Morrison PJ, Ho JW, Vasen HF, Side L, Thomas HJ, Scott RJ, Dunlop M, Barker G, Elliott F, Jass JR, Fodde R, Lynch HT, Mathers JC; CAPP2 Investigators.",N Engl J Med. 2008 Dec 11;359(24):2567-78. doi: 10.1056/NEJMoa0801297.,Burn J,N Engl J Med,2008,12/17/2008,,,10.1056/NEJMoa0801297
19073975,An obesity-associated FTO gene variant and increased energy intake in children,"Cecil JE, Tavendale R, Watt P, Hetherington MM, Palmer CN.",N Engl J Med. 2008 Dec 11;359(24):2558-66. doi: 10.1056/NEJMoa0803839.,Cecil JE,N Engl J Med,2008,12/17/2008,,,10.1056/NEJMoa0803839
19073974,Learning from our mistakes? Testing new ICD technology,"Hauser RG, Almquist AK.",N Engl J Med. 2008 Dec 11;359(24):2517-9. doi: 10.1056/NEJMp0805359.,Hauser RG,N Engl J Med,2008,12/17/2008,,,10.1056/NEJMp0805359
19073973,Screening for prostate cancer among men 75 years of age or older,Barry MJ.,N Engl J Med. 2008 Dec 11;359(24):2515-6. doi: 10.1056/NEJMp0807209.,Barry MJ,N Engl J Med,2008,12/17/2008,,,10.1056/NEJMp0807209
19073972,Physician-assisted death--from Oregon to Washington State,Steinbrook R.,N Engl J Med. 2008 Dec 11;359(24):2513-5. doi: 10.1056/NEJMp0809394.,Steinbrook R,N Engl J Med,2008,12/17/2008,,,10.1056/NEJMp0809394
19073971,Images in clinical medicine. Periungual tungiasis,Muehlstaedt M.,N Engl J Med. 2008 Dec 11;359(24):e30. doi: 10.1056/NEJMicm074290.,Muehlstaedt M,N Engl J Med,2008,12/17/2008,,,10.1056/NEJMicm074290
19073967,Shared and distinct genetic variants in type 1 diabetes and celiac disease,"Smyth DJ, Plagnol V, Walker NM, Cooper JD, Downes K, Yang JH, Howson JM, Stevens H, McManus R, Wijmenga C, Heap GA, Dubois PC, Clayton DG, Hunt KA, van Heel DA, Todd JA.",N Engl J Med. 2008 Dec 25;359(26):2767-77. doi: 10.1056/NEJMoa0807917. Epub 2008 Dec 10.,Smyth DJ,N Engl J Med,2008,12/17/2008,PMC2840835,UKMS2865,10.1056/NEJMoa0807917
19073966,Shared genetic risk factors for type 1 diabetes and celiac disease,Plenge RM.,N Engl J Med. 2008 Dec 25;359(26):2837-8. doi: 10.1056/NEJMe0809719. Epub 2008 Dec 10.,Plenge RM,N Engl J Med,2008,12/17/2008,,,10.1056/NEJMe0809719
19064627,"Efficacy of RTS,S/AS01E vaccine against malaria in children 5 to 17 months of age","Bejon P, Lusingu J, Olotu A, Leach A, Lievens M, Vekemans J, Mshamu S, Lang T, Gould J, Dubois MC, Demoitié MA, Stallaert JF, Vansadia P, Carter T, Njuguna P, Awuondo KO, Malabeja A, Abdul O, Gesase S, Mturi N, Drakeley CJ, Savarese B, Villafana T, Ballou WR, Cohen J, Riley EM, Lemnge MM, Marsh K, von Seidlein L.",N Engl J Med. 2008 Dec 11;359(24):2521-32. doi: 10.1056/NEJMoa0807381. Epub 2008 Dec 8.,Bejon P,N Engl J Med,2008,12/10/2008,PMC2655100,UKMS4170,10.1056/NEJMoa0807381
19064626,A hopeful beginning for malaria vaccines,"Collins WE, Barnwell JW.",N Engl J Med. 2008 Dec 11;359(24):2599-601. doi: 10.1056/NEJMe0808983. Epub 2008 Dec 8.,Collins WE,N Engl J Med,2008,12/10/2008,,,10.1056/NEJMe0808983
19064625,Evidence of artemisinin-resistant malaria in western Cambodia,"Noedl H, Se Y, Schaecher K, Smith BL, Socheat D, Fukuda MM; Artemisinin Resistance in Cambodia 1 (ARC1) Study Consortium.",N Engl J Med. 2008 Dec 11;359(24):2619-20. doi: 10.1056/NEJMc0805011. Epub 2008 Dec 8.,Noedl H,N Engl J Med,2008,12/10/2008,,,10.1056/NEJMc0805011
19064624,A trial of combination antimalarial therapies in children from Papua New Guinea,"Karunajeewa HA, Mueller I, Senn M, Lin E, Law I, Gomorrai PS, Oa O, Griffin S, Kotab K, Suano P, Tarongka N, Ura A, Lautu D, Page-Sharp M, Wong R, Salman S, Siba P, Ilett KF, Davis TM.",N Engl J Med. 2008 Dec 11;359(24):2545-57. doi: 10.1056/NEJMoa0804915. Epub 2008 Dec 8.,Karunajeewa HA,N Engl J Med,2008,12/10/2008,,,10.1056/NEJMoa0804915
19064623,"Safety and immunogenicity of RTS,S/AS02D malaria vaccine in infants","Abdulla S, Oberholzer R, Juma O, Kubhoja S, Machera F, Membi C, Omari S, Urassa A, Mshinda H, Jumanne A, Salim N, Shomari M, Aebi T, Schellenberg DM, Carter T, Villafana T, Demoitié MA, Dubois MC, Leach A, Lievens M, Vekemans J, Cohen J, Ballou WR, Tanner M.",N Engl J Med. 2008 Dec 11;359(24):2533-44. doi: 10.1056/NEJMoa0807773. Epub 2008 Dec 8.,Abdulla S,N Engl J Med,2008,12/10/2008,,,10.1056/NEJMoa0807773
19064622,Real-world therapies and the problem of vivax malaria,Baird JK.,N Engl J Med. 2008 Dec 11;359(24):2601-3. doi: 10.1056/NEJMe0808729. Epub 2008 Dec 8.,Baird JK,N Engl J Med,2008,12/10/2008,,,10.1056/NEJMe0808729
19065751,Initial management of epilepsy,"Ammar H, Malani A, Mughal S.",N Engl J Med. 2008 Dec 4;359(23):2500; author reply 2500.,Ammar H,N Engl J Med,2008,12/10/2008,,,
19065750,Sorafenib in advanced hepatocellular carcinoma,Palmer DH.,N Engl J Med. 2008 Dec 4;359(23):2498; author reply 2498-9.,Palmer DH,N Engl J Med,2008,12/10/2008,,,
19065749,Adalimumab in juvenile rheumatoid arthritis,"Taddio A, Marchetti F.",N Engl J Med. 2008 Dec 4;359(23):2495-6; author reply 2496-7.,Taddio A,N Engl J Med,2008,12/10/2008,,,
19065701,Sorafenib in advanced hepatocellular carcinoma,Copur MS.,N Engl J Med. 2008 Dec 4;359(23):2498; author reply 2498-9.,Copur MS,N Engl J Med,2008,12/10/2008,,,
19065700,Adalimumab in juvenile rheumatoid arthritis,"de Vries MK, van der Horst-Bruinsma IE, Wolbink GJ.",N Engl J Med. 2008 Dec 4;359(23):2496; author reply 2496-7.,de Vries MK,N Engl J Med,2008,12/10/2008,,,
19052138,Osteosarcoma derived from donor stem cells carrying the Norrie's disease gene,"Berger M, Muraro M, Fagioli F, Ferrari S.",N Engl J Med. 2008 Dec 4;359(23):2502-4. doi: 10.1056/NEJMc0807172.,Berger M,N Engl J Med,2008,12/5/2008,,,10.1056/NEJMc0807172
19052137,"Case 27-2008: A man with abdominal pain, nausea, and an elevated creatinine level","Martínez-Marcos FJ, Franco-Huerta M, Díaz-Acevedo S.",N Engl J Med. 2008 Dec 4;359(23):2501; author reply 2501. doi: 10.1056/NEJMc082016.,Martínez-Marcos FJ,N Engl J Med,2008,12/5/2008,,,10.1056/NEJMc082016
19052136,More on anti-glomerular basement membrane disease after alemtuzumab,"Shin JI, Lee JS.",N Engl J Med. 2008 Dec 4;359(23):2501-2; author reply 2502. doi: 10.1056/NEJMc081947.,Shin JI,N Engl J Med,2008,12/5/2008,,,10.1056/NEJMc081947
19052135,Initial management of epilepsy,"Davis A, Pack A.",N Engl J Med. 2008 Dec 4;359(23):2499-500; author reply 2500. doi: 10.1056/NEJMc086346.,Davis A,N Engl J Med,2008,12/5/2008,,,10.1056/NEJMc086346
19052134,Sorafenib in advanced hepatocellular carcinoma,"Spinzi G, Paggi S.",N Engl J Med. 2008 Dec 4;359(23):2497-8; author reply 2498-9. doi: 10.1056/NEJMc081780.,Spinzi G,N Engl J Med,2008,12/5/2008,,,10.1056/NEJMc081780
19052133,Adalimumab in juvenile rheumatoid arthritis,"Sfriso P, Ravaioli F.",N Engl J Med. 2008 Dec 4;359(23):2495; author reply 2496-7. doi: 10.1056/NEJMc081987.,Sfriso P,N Engl J Med,2008,12/5/2008,,,10.1056/NEJMc081987
19052132,Proteinuria and immunity--an overstated relationship?,Mathieson PW.,N Engl J Med. 2008 Dec 4;359(23):2492-4. doi: 10.1056/NEJMcibr0806881.,Mathieson PW,N Engl J Med,2008,12/5/2008,,,10.1056/NEJMcibr0806881
19052131,"Chronic hepatitis B--new goals, new treatment","Lai CL, Yuen MF.",N Engl J Med. 2008 Dec 4;359(23):2488-91. doi: 10.1056/NEJMe0808185.,Lai CL,N Engl J Med,2008,12/5/2008,,,10.1056/NEJMe0808185
19052130,Does it matter how hypertension is controlled?,Chobanian AV.,N Engl J Med. 2008 Dec 4;359(23):2485-8. doi: 10.1056/NEJMe0808690.,Chobanian AV,N Engl J Med,2008,12/5/2008,,,10.1056/NEJMe0808690
19052129,Clinical problem-solving. Taken out of context,"Thomas MP, Wang A.",N Engl J Med. 2008 Dec 4;359(23):2478-82. doi: 10.1056/NEJMcps0801308.,Thomas MP,N Engl J Med,2008,12/5/2008,,,10.1056/NEJMcps0801308
