PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
32905675,Eflornithine plus Sulindac for Prevention of Progression in Familial Adenomatous Polyposis,"Burke CA, Dekker E, Lynch P, Samadder NJ, Balaguer F, Hüneburg R, Burn J, Castells A, Gallinger S, Lim R, Stoffel EM, Gupta S, Henderson A, Kallenberg FG, Kanth P, Roos VH, Ginsberg GG, Sinicrope FA, Strassburg CP, Van Cutsem E, Church J, Lalloo F, Willingham FF, Wise PE, Grady WM, Ford M, Weiss JM, Gryfe R, Rustgi AK, Syngal S, Cohen A.",N Engl J Med. 2020 Sep 10;383(11):1028-1039. doi: 10.1056/NEJMoa1916063.,Burke CA,N Engl J Med,2020,2020-09-09,,,10.1056/NEJMoa1916063
32905674,BIVV001 Fusion Protein as Factor VIII Replacement Therapy for Hemophilia A,"Konkle BA, Shapiro AD, Quon DV, Staber JM, Kulkarni R, Ragni MV, Chhabra ES, Poloskey S, Rice K, Katragadda S, Fruebis J, Benson CC.",N Engl J Med. 2020 Sep 10;383(11):1018-1027. doi: 10.1056/NEJMoa2002699.,Konkle BA,N Engl J Med,2020,2020-09-09,,,10.1056/NEJMoa2002699
32905673,High-Flow Oxygen with Capping or Suctioning for Tracheostomy Decannulation,"Hernández Martínez G, Rodriguez ML, Vaquero MC, Ortiz R, Masclans JR, Roca O, Colinas L, de Pablo R, Espinosa MD, Garcia-de-Acilu M, Climent C, Cuena-Boy R.",N Engl J Med. 2020 Sep 10;383(11):1009-1017. doi: 10.1056/NEJMoa2010834.,Hernández Martínez G,N Engl J Med,2020,2020-09-09,,,10.1056/NEJMoa2010834
32905672,The Ideal Intern,Bock MA.,N Engl J Med. 2020 Sep 10;383(11):1006-1007. doi: 10.1056/NEJMp2001602.,Bock MA,N Engl J Med,2020,2020-09-09,,,10.1056/NEJMp2001602
32905671,Cancer Risk Associated with Lorcaserin - The FDA's Review of the CAMELLIA-TIMI 61 Trial,"Sharretts J, Galescu O, Gomatam S, Andraca-Carrera E, Hampp C, Yanoff L.",N Engl J Med. 2020 Sep 10;383(11):1000-1002. doi: 10.1056/NEJMp2003873.,Sharretts J,N Engl J Med,2020,2020-09-09,,,10.1056/NEJMp2003873
32905670,Health Equity - Are We Finally on the Edge of a New Frontier?,Evans MK.,N Engl J Med. 2020 Sep 10;383(11):997-999. doi: 10.1056/NEJMp2005944.,Evans MK,N Engl J Med,2020,2020-09-09,,,10.1056/NEJMp2005944
32905669,"New Order, New Hope",Tambyraja AL.,N Engl J Med. 2020 Sep 9. doi: 10.1056/NEJMp2016142. Online ahead of print.,Tambyraja AL,N Engl J Med,2020,2020-09-09,,,10.1056/NEJMp2016142
32905668,Targeted FGFR Blockade for the Treatment of Tumor-Induced Osteomalacia,"Hartley IR, Miller CB, Papadakis GZ, Bergwitz C, Del Rivero J, Blau JE, Florenzano P, Berglund JA, Tassone J, Roszko KL, Moran S, Gafni RI, Isaacs R, Collins MT.",N Engl J Med. 2020 Sep 9. doi: 10.1056/NEJMc2020399. Online ahead of print.,Hartley IR,N Engl J Med,2020,2020-09-09,,,10.1056/NEJMc2020399
32905667,Covid-19 Molecular Diagnostic Testing - Lessons Learned,"Shuren J, Stenzel T.",N Engl J Med. 2020 Sep 9. doi: 10.1056/NEJMp2023830. Online ahead of print.,Shuren J,N Engl J Med,2020,2020-09-09,,,10.1056/NEJMp2023830
32897661,"Facial Masking for Covid-19 - Potential for ""Variolation"" as We Await a Vaccine","Gandhi M, Rutherford GW.",N Engl J Med. 2020 Sep 8. doi: 10.1056/NEJMp2026913. Online ahead of print.,Gandhi M,N Engl J Med,2020,2020-09-08,,,10.1056/NEJMp2026913
32897660,"""When Will We Have a Vaccine?"" - Understanding Questions and Answers about Covid-19 Vaccination","Bloom BR, Nowak GJ, Orenstein W.",N Engl J Med. 2020 Sep 8. doi: 10.1056/NEJMp2025331. Online ahead of print.,Bloom BR,N Engl J Med,2020,2020-09-08,,,10.1056/NEJMp2025331
32897035,Inhaled Molgramostim Therapy in Autoimmune Pulmonary Alveolar Proteinosis,"Trapnell BC, Inoue Y, Bonella F, Morgan C, Jouneau S, Bendstrup E, Campo I, Papiris SA, Yamaguchi E, Cetinkaya E, Ilkovich MM, Kramer MR, Veltkamp M, Kreuter M, Baba T, Ganslandt C, Tarnow I, Waterer G, Jouhikainen T; IMPALA Trial Investigators.",N Engl J Med. 2020 Sep 7. doi: 10.1056/NEJMoa1913590. Online ahead of print.,Trapnell BC,N Engl J Med,2020,2020-09-08,,,10.1056/NEJMoa1913590
32897034,Phase 2 Trial of the DPP-1 Inhibitor Brensocatib in Bronchiectasis,"Chalmers JD, Haworth CS, Metersky ML, Loebinger MR, Blasi F, Sibila O, O'Donnell AE, Sullivan EJ, Mange KC, Fernandez C, Zou J, Daley CL; WILLOW Investigators.",N Engl J Med. 2020 Sep 7. doi: 10.1056/NEJMoa2021713. Online ahead of print.,Chalmers JD,N Engl J Med,2020,2020-09-08,,,10.1056/NEJMoa2021713
32877599,Five-Year Analysis of Adjuvant Dabrafenib plus Trametinib in Stage III Melanoma,"Dummer R, Hauschild A, Santinami M, Atkinson V, Mandalà M, Kirkwood JM, Chiarion Sileni V, Larkin J, Nyakas M, Dutriaux C, Haydon A, Robert C, Mortier L, Schachter J, Lesimple T, Plummer R, Dasgupta K, Gasal E, Tan M, Long GV, Schadendorf D.",N Engl J Med. 2020 Sep 2. doi: 10.1056/NEJMoa2005493. Online ahead of print.,Dummer R,N Engl J Med,2020,2020-09-03,,,10.1056/NEJMoa2005493
32877598,Audio Interview: Understanding Antibody Testing in Covid-19,"Rubin EJ, Baden LR, Morrissey S.",N Engl J Med. 2020 Sep 3;383(10):e85. doi: 10.1056/NEJMe2028992.,Rubin EJ,N Engl J Med,2020,2020-09-03,,,10.1056/NEJMe2028992
32877597,Invasive or Conservative Strategy for Stable Coronary Disease. Reply,"Antman EM, Braunwald E.",N Engl J Med. 2020 Sep 3;383(10):e66. doi: 10.1056/NEJMc2024008.,Antman EM,N Engl J Med,2020,2020-09-03,,,10.1056/NEJMc2024008
32877596,Invasive or Conservative Strategy for Stable Coronary Disease. Reply,"Maron DJ, Hochman JS.",N Engl J Med. 2020 Sep 3;383(10):e66. doi: 10.1056/NEJMc2024008.,Maron DJ,N Engl J Med,2020,2020-09-03,,,10.1056/NEJMc2024008
32877595,Invasive or Conservative Strategy for Stable Coronary Disease,"Karimi Galougahi K, Patel S, Adams M.",N Engl J Med. 2020 Sep 3;383(10):e66. doi: 10.1056/NEJMc2024008.,Karimi Galougahi K,N Engl J Med,2020,2020-09-03,,,10.1056/NEJMc2024008
32877594,Invasive or Conservative Strategy for Stable Coronary Disease,"van 't Hof A, Crea F.",N Engl J Med. 2020 Sep 3;383(10):e66. doi: 10.1056/NEJMc2024008.,van 't Hof A,N Engl J Med,2020,2020-09-03,,,10.1056/NEJMc2024008
32877593,Invasive or Conservative Strategy for Stable Coronary Disease,"Van Mieghem NM, Daemen J, Zijlstra F.",N Engl J Med. 2020 Sep 3;383(10):e66. doi: 10.1056/NEJMc2024008.,Van Mieghem NM,N Engl J Med,2020,2020-09-03,,,10.1056/NEJMc2024008
32877592,Invasive or Conservative Strategy for Stable Coronary Disease,Tomoda H.,N Engl J Med. 2020 Sep 3;383(10):e66. doi: 10.1056/NEJMc2024008.,Tomoda H,N Engl J Med,2020,2020-09-03,,,10.1056/NEJMc2024008
32877591,Invasive or Conservative Strategy for Stable Coronary Disease,"Dangas G, Roumeliotis A, Giustino G.",N Engl J Med. 2020 Sep 3;383(10):e66. doi: 10.1056/NEJMc2024008.,Dangas G,N Engl J Med,2020,2020-09-03,,,10.1056/NEJMc2024008
32877590,Janus Kinase Inhibition in the Aicardi-Goutières Syndrome,"Vanderver A, Adang L, Gavazzi F, McDonald K, Helman G, Frank DB, Jaffe N, Yum SW, Collins A, Keller SR, Lebon P, Meritet JF, Rhee J, Takanohashi A, Armangue T, Ulrick N, Sherbini O, Koh J, Peer K, Besnier C, Scher C, Boyle K, Dubbs H, Kramer-Golinkoff J, Pizzino A, Woidill S, Shults J.",N Engl J Med. 2020 Sep 3;383(10):986-989. doi: 10.1056/NEJMc2001362.,Vanderver A,N Engl J Med,2020,2020-09-03,,,10.1056/NEJMc2001362
32877589,Incremental Gains in the Battle against ALS,"Benatar M, McDermott MP.",N Engl J Med. 2020 Sep 3;383(10):979-980. doi: 10.1056/NEJMe2021144.,Benatar M,N Engl J Med,2020,2020-09-03,,,10.1056/NEJMe2021144
32877588,Addressing Disparities in the Management of Obesity in Primary Care Settings,"Wadden TA, Tsai AG.",N Engl J Med. 2020 Sep 3;383(10):977-978. doi: 10.1056/NEJMe2025728.,Wadden TA,N Engl J Med,2020,2020-09-03,,,10.1056/NEJMe2025728
32877587,A Curve Ball,"Mukaigawara M, Manesh R, Kinjo M, Sugita S, Olson APJ.",N Engl J Med. 2020 Sep 3;383(10):970-975. doi: 10.1056/NEJMcps1910306.,Mukaigawara M,N Engl J Med,2020,2020-09-03,,,10.1056/NEJMcps1910306
32877586,Conjunctival Squamous-Cell Carcinoma,"Vicini G, Mazzini C.",N Engl J Med. 2020 Sep 3;383(10):e65. doi: 10.1056/NEJMicm2002512.,Vicini G,N Engl J Med,2020,2020-09-03,,,10.1056/NEJMicm2002512
32877585,SARS-CoV-2 Infection of Airway Cells,Ehre C.,N Engl J Med. 2020 Sep 3;383(10):969. doi: 10.1056/NEJMicm2023328.,Ehre C,N Engl J Med,2020,2020-09-03,,,10.1056/NEJMicm2023328
32877584,Spectrum of Fibrotic Lung Diseases,"Wijsenbeek M, Cottin V.",N Engl J Med. 2020 Sep 3;383(10):958-968. doi: 10.1056/NEJMra2005230.,Wijsenbeek M,N Engl J Med,2020,2020-09-03,,,10.1056/NEJMra2005230
32877583,Capmatinib in MET Exon 14-Mutated or MET-Amplified Non-Small-Cell Lung Cancer,"Wolf J, Seto T, Han JY, Reguart N, Garon EB, Groen HJM, Tan DSW, Hida T, de Jonge M, Orlov SV, Smit EF, Souquet PJ, Vansteenkiste J, Hochmair M, Felip E, Nishio M, Thomas M, Ohashi K, Toyozawa R, Overbeck TR, de Marinis F, Kim TM, Laack E, Robeva A, Le Mouhaer S, Waldron-Lynch M, Sankaran B, Balbin OA, Cui X, Giovannini M, Akimov M, Heist RS; GEOMETRY mono-1 Investigators.",N Engl J Med. 2020 Sep 3;383(10):944-957. doi: 10.1056/NEJMoa2002787.,Wolf J,N Engl J Med,2020,2020-09-03,,,10.1056/NEJMoa2002787
32877582,Trial of Sodium Phenylbutyrate-Taurursodiol for Amyotrophic Lateral Sclerosis,"Paganoni S, Macklin EA, Hendrix S, Berry JD, Elliott MA, Maiser S, Karam C, Caress JB, Owegi MA, Quick A, Wymer J, Goutman SA, Heitzman D, Heiman-Patterson T, Jackson CE, Quinn C, Rothstein JD, Kasarskis EJ, Katz J, Jenkins L, Ladha S, Miller TM, Scelsa SN, Vu TH, Fournier CN, Glass JD, Johnson KM, Swenson A, Goyal NA, Pattee GL, Andres PL, Babu S, Chase M, Dagostino D, Dickson SP, Ellison N, Hall M, Hendrix K, Kittle G, McGovern M, Ostrow J, Pothier L, Randall R, Shefner JM, Sherman AV, Tustison E, Vigneswaran P, Walker J, Yu H, Chan J, Wittes J, Cohen J, Klee J, Leslie K, Tanzi RE, Gilbert W, Yeramian PD, Schoenfeld D, Cudkowicz ME.",N Engl J Med. 2020 Sep 3;383(10):919-930. doi: 10.1056/NEJMoa1916945.,Paganoni S,N Engl J Med,2020,2020-09-03,,,10.1056/NEJMoa1916945
32877581,Weight Loss in Underserved Patients - A Cluster-Randomized Trial,"Katzmarzyk PT, Martin CK, Newton RL Jr, Apolzan JW, Arnold CL, Davis TC, Price-Haywood EG, Denstel KD, Mire EF, Thethi TK, Brantley PJ, Johnson WD, Fonseca V, Gugel J, Kennedy KB, Lavie CJ, Sarpong DF, Springgate B.",N Engl J Med. 2020 Sep 3;383(10):909-918. doi: 10.1056/NEJMoa2007448.,Katzmarzyk PT,N Engl J Med,2020,2020-09-03,,,10.1056/NEJMoa2007448
32877580,The Tragedy of Measles,Klass P.,N Engl J Med. 2020 Sep 3;383(10):905-907. doi: 10.1056/NEJMp2020077.,Klass P,N Engl J Med,2020,2020-09-03,,,10.1056/NEJMp2020077
32877579,"Progress in Cancer Research, Prevention, and Care","Schilsky RL, Nass S, Le Beau MM, Benz EJ Jr.",N Engl J Med. 2020 Sep 3;383(10):897-900. doi: 10.1056/NEJMp2007839.,Schilsky RL,N Engl J Med,2020,2020-09-03,,,10.1056/NEJMp2007839
32877578,Antisense Inhibition of Prekallikrein to Control Hereditary Angioedema,"Cohn DM, Viney NJ, Fijen LM, Schneider E, Alexander VJ, Xia S, Kaeser GE, Nanavati C, Baker BF, Geary RS, Levi M, Meijers JCM, Stroes ESG.",N Engl J Med. 2020 Sep 2. doi: 10.1056/NEJMoa1915035. Online ahead of print.,Cohn DM,N Engl J Med,2020,2020-09-03,,,10.1056/NEJMoa1915035
32877577,"""A Menace to the Public Health"" - Contact Tracing and the Limits of Persuasion",Mooney G.,N Engl J Med. 2020 Sep 2. doi: 10.1056/NEJMp2021887. Online ahead of print.,Mooney G,N Engl J Med,2020,2020-09-03,,,10.1056/NEJMp2021887
32877576,Phase 1-2 Trial of a SARS-CoV-2 Recombinant Spike Protein Nanoparticle Vaccine,"Keech C, Albert G, Cho I, Robertson A, Reed P, Neal S, Plested JS, Zhu M, Cloney-Clark S, Zhou H, Smith G, Patel N, Frieman MB, Haupt RE, Logue J, McGrath M, Weston S, Piedra PA, Desai C, Callahan K, Lewis M, Price-Abbott P, Formica N, Shinde V, Fries L, Lickliter JD, Griffin P, Wilkinson B, Glenn GM.",N Engl J Med. 2020 Sep 2. doi: 10.1056/NEJMoa2026920. Online ahead of print.,Keech C,N Engl J Med,2020,2020-09-03,,,10.1056/NEJMoa2026920
32871064,Am I Racist?,Korones DN.,N Engl J Med. 2020 Sep 1. doi: 10.1056/NEJMpv2024766. Online ahead of print.,Korones DN,N Engl J Med,2020,2020-09-02,,,10.1056/NEJMpv2024766
32871063,Humoral Immune Response to SARS-CoV-2 in Iceland,"Gudbjartsson DF, Norddahl GL, Melsted P, Gunnarsdottir K, Holm H, Eythorsson E, Arnthorsson AO, Helgason D, Bjarnadottir K, Ingvarsson RF, Thorsteinsdottir B, Kristjansdottir S, Birgisdottir K, Kristinsdottir AM, Sigurdsson MI, Arnadottir GA, Ivarsdottir EV, Andresdottir M, Jonsson F, Agustsdottir AB, Berglund J, Eiriksdottir B, Fridriksdottir R, Gardarsdottir EE, Gottfredsson M, Gretarsdottir OS, Gudmundsdottir S, Gudmundsson KR, Gunnarsdottir TR, Gylfason A, Helgason A, Jensson BO, Jonasdottir A, Jonsson H, Kristjansson T, Kristinsson KG, Magnusdottir DN, Magnusson OT, Olafsdottir LB, Rognvaldsson S, le Roux L, Sigmundsdottir G, Sigurdsson A, Sveinbjornsson G, Sveinsdottir KE, Sveinsdottir M, Thorarensen EA, Thorbjornsson B, Thordardottir M, Saemundsdottir J, Kristjansson SH, Josefsdottir KS, Masson G, Georgsson G, Kristjansson M, Moller A, Palsson R, Gudnason T, Thorsteinsdottir U, Jonsdottir I, Sulem P, Stefansson K.",N Engl J Med. 2020 Sep 1. doi: 10.1056/NEJMoa2026116. Online ahead of print.,Gudbjartsson DF,N Engl J Med,2020,2020-09-02,,,10.1056/NEJMoa2026116
32871062,When Actions Speak Louder Than Words - Racism and Sickle Cell Disease,"Power-Hays A, McGann PT.",N Engl J Med. 2020 Sep 1. doi: 10.1056/NEJMp2022125. Online ahead of print.,Power-Hays A,N Engl J Med,2020,2020-09-02,,,10.1056/NEJMp2022125
32871061,The Power of Antibody-Based Surveillance,"Alter G, Seder R.",N Engl J Med. 2020 Sep 1. doi: 10.1056/NEJMe2028079. Online ahead of print.,Alter G,N Engl J Med,2020,2020-09-02,,,10.1056/NEJMe2028079
32865380,Colchicine in Patients with Chronic Coronary Disease,"Nidorf SM, Fiolet ATL, Mosterd A, Eikelboom JW, Schut A, Opstal TSJ, The SHK, Xu XF, Ireland MA, Lenderink T, Latchem D, Hoogslag P, Jerzewski A, Nierop P, Whelan A, Hendriks R, Swart H, Schaap J, Kuijper AFM, van Hessen MWJ, Saklani P, Tan I, Thompson AG, Morton A, Judkins C, Bax WA, Dirksen M, Alings MMW, Hankey GJ, Budgeon CA, Tijssen JGP, Cornel JH, Thompson PL; LoDoCo2 Trial Investigators.",N Engl J Med. 2020 Aug 31. doi: 10.1056/NEJMoa2021372. Online ahead of print.,Nidorf SM,N Engl J Med,2020,2020-09-01,,,10.1056/NEJMoa2021372
32865379,Revisiting Rate versus Rhythm Control in Atrial Fibrillation - Timing Matters,"Bunch TJ, Steinberg BA.",N Engl J Med. 2020 Aug 29. doi: 10.1056/NEJMe2027180. Online ahead of print.,Bunch TJ,N Engl J Med,2020,2020-09-01,,,10.1056/NEJMe2027180
32865378,More Evidence for SGLT2 Inhibitors in Heart Failure,Jarcho JA.,N Engl J Med. 2020 Aug 29. doi: 10.1056/NEJMe2027915. Online ahead of print.,Jarcho JA,N Engl J Med,2020,2020-09-01,,,10.1056/NEJMe2027915
32865377,Cardiovascular and Renal Outcomes with Empagliflozin in Heart Failure,"Packer M, Anker SD, Butler J, Filippatos G, Pocock SJ, Carson P, Januzzi J, Verma S, Tsutsui H, Brueckmann M, Jamal W, Kimura K, Schnee J, Zeller C, Cotton D, Bocchi E, Böhm M, Choi DJ, Chopra V, Chuquiure E, Giannetti N, Janssens S, Zhang J, Gonzalez Juanatey JR, Kaul S, Brunner-La Rocca HP, Merkely B, Nicholls SJ, Perrone S, Pina I, Ponikowski P, Sattar N, Senni M, Seronde MF, Spinar J, Squire I, Taddei S, Wanner C, Zannad F; EMPEROR-Reduced Trial Investigators.",N Engl J Med. 2020 Aug 29. doi: 10.1056/NEJMoa2022190. Online ahead of print.,Packer M,N Engl J Med,2020,2020-09-01,,,10.1056/NEJMoa2022190
32865376,Aspirin with or without Clopidogrel after Transcatheter Aortic-Valve Implantation,"Brouwer J, Nijenhuis VJ, Delewi R, Hermanides RS, Holvoet W, Dubois CLF, Frambach P, De Bruyne B, van Houwelingen GK, Van Der Heyden JAS, Toušek P, van der Kley F, Buysschaert I, Schotborgh CE, Ferdinande B, van der Harst P, Roosen J, Peper J, Thielen FWF, Veenstra L, Chan Pin Yin DRPP, Swaans MJ, Rensing BJWM, van 't Hof AWJ, Timmers L, Kelder JC, Stella PR, Baan J, Ten Berg JM.",N Engl J Med. 2020 Aug 30. doi: 10.1056/NEJMoa2017815. Online ahead of print.,Brouwer J,N Engl J Med,2020,2020-09-01,,,10.1056/NEJMoa2017815
32865375,Early Rhythm-Control Therapy in Patients with Atrial Fibrillation,"Kirchhof P, Camm AJ, Goette A, Brandes A, Eckardt L, Elvan A, Fetsch T, van Gelder IC, Haase D, Haegeli LM, Hamann F, Heidbüchel H, Hindricks G, Kautzner J, Kuck KH, Mont L, Ng GA, Rekosz J, Schoen N, Schotten U, Suling A, Taggeselle J, Themistoclakis S, Vettorazzi E, Vardas P, Wegscheider K, Willems S, Crijns HJGM, Breithardt G; EAST-AFNET 4 Trial Investigators.",N Engl J Med. 2020 Aug 29. doi: 10.1056/NEJMoa2019422. Online ahead of print.,Kirchhof P,N Engl J Med,2020,2020-09-01,,,10.1056/NEJMoa2019422
32865374,Low-Dose Edoxaban in Very Elderly Patients with Atrial Fibrillation,"Okumura K, Akao M, Yoshida T, Kawata M, Okazaki O, Akashi S, Eshima K, Tanizawa K, Fukuzawa M, Hayashi T, Akishita M, Lip GYH, Yamashita T; ELDERCARE-AF Committees and Investigators.",N Engl J Med. 2020 Aug 30. doi: 10.1056/NEJMoa2012883. Online ahead of print.,Okumura K,N Engl J Med,2020,2020-09-01,,,10.1056/NEJMoa2012883
32865373,Evolocumab in Pediatric Heterozygous Familial Hypercholesterolemia,"Santos RD, Ruzza A, Hovingh GK, Wiegman A, Mach F, Kurtz CE, Hamer A, Bridges I, Bartuli A, Bergeron J, Szamosi T, Santra S, Stefanutti C, Descamps OS, Greber-Platzer S, Luirink I, Kastelein JJP, Gaudet D; HAUSER-RCT Investigators.",N Engl J Med. 2020 Aug 29. doi: 10.1056/NEJMoa2019910. Online ahead of print.,Santos RD,N Engl J Med,2020,2020-09-01,,,10.1056/NEJMoa2019910
32857487,Saliva or Nasopharyngeal Swab Specimens for Detection of SARS-CoV-2,"Wyllie AL, Fournier J, Casanovas-Massana A, Campbell M, Tokuyama M, Vijayakumar P, Warren JL, Geng B, Muenker MC, Moore AJ, Vogels CBF, Petrone ME, Ott IM, Lu P, Venkataraman A, Lu-Culligan A, Klein J, Earnest R, Simonov M, Datta R, Handoko R, Naushad N, Sewanan LR, Valdez J, White EB, Lapidus S, Kalinich CC, Jiang X, Kim DJ, Kudo E, Linehan M, Mao T, Moriyama M, Oh JE, Park A, Silva J, Song E, Takahashi T, Taura M, Weizman OE, Wong P, Yang Y, Bermejo S, Odio CD, Omer SB, Dela Cruz CS, Farhadian S, Martinello RA, Iwasaki A, Grubaugh ND, Ko AI.",N Engl J Med. 2020 Aug 28. doi: 10.1056/NEJMc2016359. Online ahead of print.,Wyllie AL,N Engl J Med,2020,2020-08-29,,,10.1056/NEJMc2016359
32853499,Hidden in Plain Sight - Reconsidering the Use of Race Correction in Clinical Algorithms,"Vyas DA, Eisenstein LG, Jones DS.",N Engl J Med. 2020 Aug 27;383(9):874-882. doi: 10.1056/NEJMms2004740. Epub 2020 Jun 17.,Vyas DA,N Engl J Med,2020,2020-08-28,,,10.1056/NEJMms2004740
