PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"32482685","Covid-19: Leading statistician welcomes UK government's move to improve testing data","Rimmer A.","BMJ. 2020 Jun 1;369:m2175. doi: 10.1136/bmj.m2175.","Rimmer A","BMJ","2020","2020/06/03","","","10.1136/bmj.m2175"
"32482684","Managing individual and population risk from covid-19","Bradley SH, Kirby E, Wheatstone P.","BMJ. 2020 Jun 1;369:m2098. doi: 10.1136/bmj.m2098.","Bradley SH","BMJ","2020","2020/06/03","","","10.1136/bmj.m2098"
"32482682","Covid-19: Doctors need proper mental health support, says BMA","Torjesen I.","BMJ. 2020 Jun 1;369:m2192. doi: 10.1136/bmj.m2192.","Torjesen I","BMJ","2020","2020/06/03","","","10.1136/bmj.m2192"
"32482681","Covid-19 hot spots appear across Latin America","Dyer O.","BMJ. 2020 Jun 1;369:m2182. doi: 10.1136/bmj.m2182.","Dyer O","BMJ","2020","2020/06/03","","","10.1136/bmj.m2182"
"32482667","Duty to treat: where do the limits lie?","Sheather J, Chisholm J.","BMJ. 2020 Jun 1;369:m2150. doi: 10.1136/bmj.m2150.","Sheather J","BMJ","2020","2020/06/03","","","10.1136/bmj.m2150"
"32482666","Let's not forget our female front line","Abraham-Thomas N, Vizcaychipi MP.","BMJ. 2020 Jun 1;369:m2167. doi: 10.1136/bmj.m2167.","Abraham-Thomas N","BMJ","2020","2020/06/03","","","10.1136/bmj.m2167"
"32482625","How a US-UK trade agreement could affect NHS drug prices","Gotham D, Barber MJ, Hill AM.","BMJ. 2020 Jun 1;369:m1332. doi: 10.1136/bmj.m1332.","Gotham D","BMJ","2020","2020/06/03","","","10.1136/bmj.m1332"
"32482624","Ethnicity and covid-19: analysis must be inclusive and transparent","Papineni P, Harrison T, Mutuyimana J.","BMJ. 2020 Jun 1;369:m2166. doi: 10.1136/bmj.m2166.","Papineni P","BMJ","2020","2020/06/03","","","10.1136/bmj.m2166"
"32482622","Covid-19 and refugees, asylum seekers, and migrants in Greece","Kondilis E, Puchner K, Veizis A, Papatheodorou C, Benos A.","BMJ. 2020 Jun 1;369:m2168. doi: 10.1136/bmj.m2168.","Kondilis E","BMJ","2020","2020/06/03","","","10.1136/bmj.m2168"
"32482621","Covid-19: Women's health campaigners sue FDA over access to medical abortion pills","Tanne JH.","BMJ. 2020 Jun 1;369:m2187. doi: 10.1136/bmj.m2187.","Tanne JH","BMJ","2020","2020/06/03","","","10.1136/bmj.m2187"
"32482620","Sixty seconds on . . . the clap","Rimmer A.","BMJ. 2020 Jun 1;369:m2183. doi: 10.1136/bmj.m2183.","Rimmer A","BMJ","2020","2020/06/03","","","10.1136/bmj.m2183"
"32482618","NHS launches Race and Health Observatory after BMJ's call to end inequalities","Kmietowicz Z.","BMJ. 2020 Jun 1;369:m2191. doi: 10.1136/bmj.m2191.","Kmietowicz Z","BMJ","2020","2020/06/03","","","10.1136/bmj.m2191"
"32471919","Expanding the definition of covid-19 deaths will show the true effect of the pandemic","Labib PL, Aroori S.","BMJ. 2020 May 29;369:m2153. doi: 10.1136/bmj.m2153.","Labib PL","BMJ","2020","2020/05/31","","","10.1136/bmj.m2153"
"32471893","Covid-19: the ethics of clinical research in quarantine","Evans NG.","BMJ. 2020 May 29;369:m2060. doi: 10.1136/bmj.m2060.","Evans NG","BMJ","2020","2020/05/31","","","10.1136/bmj.m2060"
"32471884","Characterization and clinical course of 1000 patients with coronavirus disease 2019 in New York: retrospective case series","Argenziano MG, Bruce SL, Slater CL, Tiao JR, Baldwin MR, Barr RG, Chang BP, Chau KH, Choi JJ, Gavin N, Goyal P, Mills AM, Patel AA, Romney MS, Safford MM, Schluger NW, Sengupta S, Sobieszczyk ME, Zucker JE, Asadourian PA, Bell FM, Boyd R, Cohen MF, Colquhoun MI, Colville LA, de Jonge JH, Dershowitz LB, Dey SA, Eiseman KA, Girvin ZP, Goni DT, Harb AA, Herzik N, Householder S, Karaaslan LE, Lee H, Lieberman E, Ling A, Lu R, Shou AY, Sisti AC, Snow ZE, Sperring CP, Xiong Y, Zhou HW, Natarajan K, Hripcsak G, Chen R.","BMJ. 2020 May 29;369:m1996. doi: 10.1136/bmj.m1996.","Argenziano MG","BMJ","2020","2020/05/31","","","10.1136/bmj.m1996"
"32471855","Rapid mobilisation of research in response to covid-19: a paradigm for the future","James M, Ford GA, Robinson T, Al-Shahi Salman R.","BMJ. 2020 May 29;369:m2155. doi: 10.1136/bmj.m2155.","James M","BMJ","2020","2020/05/31","","","10.1136/bmj.m2155"
"32471832","Covid-19: Doctors criticise Indian research agency for recommending hydroxychloroquine prophylaxis","Bmj India Correspondent.","BMJ. 2020 May 29;369:m2170. doi: 10.1136/bmj.m2170.","Bmj India Correspondent","BMJ","2020","2020/05/31","","","10.1136/bmj.m2170"
"32471825","Covid-19: ensuring equality of access to testing for ethnic minorities","Dodds C, Fakoya I.","BMJ. 2020 May 29;369:m2122. doi: 10.1136/bmj.m2122.","Dodds C","BMJ","2020","2020/05/31","","","10.1136/bmj.m2122"
"32471824","Protecting ""covid protected"" cancer hubs","Swanton C, Scowcroft H.","BMJ. 2020 May 28;369:m2062. doi: 10.1136/bmj.m2062.","Swanton C","BMJ","2020","2020/05/31","","","10.1136/bmj.m2062"
"32471823","Covid-19: Charities call for clear advice after ""utter mess"" of shielding texts","Torjesen I.","BMJ. 2020 May 29;369:m2173. doi: 10.1136/bmj.m2173.","Torjesen I","BMJ","2020","2020/05/31","","","10.1136/bmj.m2173"
"32471822","Covid-19: How does the NHS test and trace service work?","Mahase E.","BMJ. 2020 May 29;369:m2174. doi: 10.1136/bmj.m2174.","Mahase E","BMJ","2020","2020/05/31","","","10.1136/bmj.m2174"
"32471817","Covid-19: Millions of women and children at risk as visits to essential services plummet","Thornton J.","BMJ. 2020 May 29;369:m2171. doi: 10.1136/bmj.m2171.","Thornton J","BMJ","2020","2020/05/31","","","10.1136/bmj.m2171"
"32471811","Covid-19: Two thirds of people contacted through tracing did not fully cooperate, pilot scheme finds","Mahase E.","BMJ. 2020 May 29;369:m2169. doi: 10.1136/bmj.m2169.","Mahase E","BMJ","2020","2020/05/31","","","10.1136/bmj.m2169"
"32467287","Shielding from covid-19 should be stratified by risk","Smith GD, Spiegelhalter D.","BMJ. 2020 May 28;369:m2063. doi: 10.1136/bmj.m2063.","Smith GD","BMJ","2020","2020/05/30","","","10.1136/bmj.m2063"
"32467147","Covid-19: Test and trace programmes are important but no silver bullet, say scientists","Griffin S.","BMJ. 2020 May 28;369:m2151. doi: 10.1136/bmj.m2151.","Griffin S","BMJ","2020","2020/05/30","","","10.1136/bmj.m2151"
"32467146","Care home reforms should prioritise quality of life","Stevens EG, Clarke S, Harrington J.","BMJ. 2020 May 28;369:m2121. doi: 10.1136/bmj.m2121.","Stevens EG","BMJ","2020","2020/05/30","","","10.1136/bmj.m2121"
"32467134","Maternity unit under investigation for baby deaths was often operating without senior doctor","Dyer C.","BMJ. 2020 May 28;369:m2156. doi: 10.1136/bmj.m2156.","Dyer C","BMJ","2020","2020/05/30","","","10.1136/bmj.m2156"
"32467112","Can the UK emulate the South Korean approach to covid-19?","Majeed A, Seo Y, Heo K, Lee D.","BMJ. 2020 May 28;369:m2084. doi: 10.1136/bmj.m2084.","Majeed A","BMJ","2020","2020/05/30","","","10.1136/bmj.m2084"
"32467111","Care homes after covid-19: we need a wide ranging inquiry and reform","Bowman CE.","BMJ. 2020 May 28;369:m2105. doi: 10.1136/bmj.m2105.","Bowman CE","BMJ","2020","2020/05/30","","","10.1136/bmj.m2105"
"32467100","Research on covid-19 is suffering ""imperfect incentives at every stage""","Armstrong S.","BMJ. 2020 May 28;369:m2045. doi: 10.1136/bmj.m2045.","Armstrong S","BMJ","2020","2020/05/30","","","10.1136/bmj.m2045"
"32467098","National, regional, and worldwide epidemiology of psoriasis: systematic analysis and modelling study","Parisi R, Iskandar IYK, Kontopantelis E, Augustin M, Griffiths CEM, Ashcroft DM; Global Psoriasis Atlas.","BMJ. 2020 May 28;369:m1590. doi: 10.1136/bmj.m1590.","Parisi R","BMJ","2020","2020/05/30","","","10.1136/bmj.m1590"
"32467097","Seven days in medicine: 20-26 May 2020","","BMJ. 2020 May 27;369:m2074. doi: 10.1136/bmj.m2074.","","BMJ","2020","2020/05/30","","","10.1136/bmj.m2074"
"32467095","Covid-19: WHO halts hydroxychloroquine trial to review links with increased mortality risk","Mahase E.","BMJ. 2020 May 28;369:m2126. doi: 10.1136/bmj.m2126.","Mahase E","BMJ","2020","2020/05/30","","","10.1136/bmj.m2126"
"32467094","Covid-19: Push to reopen schools risks new wave of infections, says Independent SAGE","Wise J.","BMJ. 2020 May 28;369:m2161. doi: 10.1136/bmj.m2161.","Wise J","BMJ","2020","2020/05/30","","","10.1136/bmj.m2161"
"32467091","Covid-19: Johnson is on back foot over next steps to control pandemic","O'Dowd A.","BMJ. 2020 May 28;369:m2152. doi: 10.1136/bmj.m2152.","O'Dowd A","BMJ","2020","2020/05/30","","","10.1136/bmj.m2152"
"32467088","Why I . . . run","Jones H.","BMJ. 2020 May 28;369:m1394. doi: 10.1136/bmj.m1394.","Jones H","BMJ","2020","2020/05/30","","","10.1136/bmj.m1394"
"32467087","Covid-19: The doctors turned YouTubers","Stokel-Walker C.","BMJ. 2020 May 28;369:m1563. doi: 10.1136/bmj.m1563.","Stokel-Walker C","BMJ","2020","2020/05/30","","","10.1136/bmj.m1563"
"32461327","Fractures of the scaphoid","Berber O, Ahmad I, Gidwani S.","BMJ. 2020 May 27;369:m1908. doi: 10.1136/bmj.m1908.","Berber O","BMJ","2020","2020/05/29","","","10.1136/bmj.m1908"
"32461323","UK's alternative scientific advisers put public health first","Middleton J.","BMJ. 2020 May 27;369:m2056. doi: 10.1136/bmj.m2056.","Middleton J","BMJ","2020","2020/05/29","","","10.1136/bmj.m2056"
"32461249","Covid-19 in care homes: the many determinants of this perfect storm","O'Neill D.","BMJ. 2020 May 27;369:m2096. doi: 10.1136/bmj.m2096.","O'Neill D","BMJ","2020","2020/05/29","","","10.1136/bmj.m2096"
"32461248","David Oliver: Doughnut deliveries, hospital staff, and the pandemic","Oliver D.","BMJ. 2020 May 27;369:m2042. doi: 10.1136/bmj.m2042.","Oliver D","BMJ","2020","2020/05/29","","","10.1136/bmj.m2042"
"32461247","Financial relations between leaders of US medical societies and industry","Checketts J, Vassar M.","BMJ. 2020 May 27;369:m1811. doi: 10.1136/bmj.m1811.","Checketts J","BMJ","2020","2020/05/29","","","10.1136/bmj.m1811"
"32461246","Care homes after covid-19: the government needs a plan","Martin FC.","BMJ. 2020 May 27;369:m2101. doi: 10.1136/bmj.m2101.","Martin FC","BMJ","2020","2020/05/29","","","10.1136/bmj.m2101"
"32461233","Helen Salisbury: Battening down the hatches for a second wave","Salisbury H.","BMJ. 2020 May 27;369:m2076. doi: 10.1136/bmj.m2076.","Salisbury H","BMJ","2020","2020/05/29","","","10.1136/bmj.m2076"
"32461232","Covid-19: ""Huge rise"" in deaths at home is not fully explained by virus, say experts","Griffin S.","BMJ. 2020 May 27;369:m2115. doi: 10.1136/bmj.m2115.","Griffin S","BMJ","2020","2020/05/29","","","10.1136/bmj.m2115"
"32461219","Covid-19: UK government's defence of senior aide has damaged public and NHS confidence, say experts","Mahase E.","BMJ. 2020 May 27;369:m2109. doi: 10.1136/bmj.m2109.","Mahase E","BMJ","2020","2020/05/29","","","10.1136/bmj.m2109"
"32461218","Invasive breast cancer and breast cancer mortality after ductal carcinoma in situ in women attending for breast screening in England, 1988-2014: population based observational cohort study","Mannu GS, Wang Z, Broggio J, Charman J, Cheung S, Kearins O, Dodwell D, Darby SC.","BMJ. 2020 May 27;369:m1570. doi: 10.1136/bmj.m1570.","Mannu GS","BMJ","2020","2020/05/29","","","10.1136/bmj.m1570"
"32461214","Covid-19 related hospital admissions in the United States: needs and outcomes","Anesi GL, Halpern SD, Delgado MK.","BMJ. 2020 May 27;369:m2082. doi: 10.1136/bmj.m2082.","Anesi GL","BMJ","2020","2020/05/29","","","10.1136/bmj.m2082"
"32461203","Children are being sidelined by covid-19","Sinha I, Bennett D, Taylor-Robinson DC.","BMJ. 2020 May 27;369:m2061. doi: 10.1136/bmj.m2061.","Sinha I","BMJ","2020","2020/05/29","","","10.1136/bmj.m2061"
"32461201","Financial ties between leaders of influential US professional medical associations and industry: cross sectional study","Moynihan R, Albarqouni L, Nangla C, Dunn AG, Lexchin J, Bero L.","BMJ. 2020 May 27;369:m1505. doi: 10.1136/bmj.m1505.","Moynihan R","BMJ","2020","2020/05/29","","","10.1136/bmj.m1505"
"32461199","Covid-19: Papers justifying government's plans to reopen schools are ""inconclusive,"" say union bosses","O'Dowd A.","BMJ. 2020 May 27;369:m2108. doi: 10.1136/bmj.m2108.","O'Dowd A","BMJ","2020","2020/05/29","","","10.1136/bmj.m2108"
"32457205","Clare Gerada: Some good must come out of covid-19","Gerada C.","BMJ. 2020 May 26;369:m2043. doi: 10.1136/bmj.m2043.","Gerada C","BMJ","2020","2020/05/28","","","10.1136/bmj.m2043"
"32457165","Covid-19: Deadline for roll out of UK's tracing app will be missed","Armstrong S.","BMJ. 2020 May 26;369:m2085. doi: 10.1136/bmj.m2085.","Armstrong S","BMJ","2020","2020/05/28","","","10.1136/bmj.m2085"
"32457097","Physician Moms Group: the support network that's needed more than ever during the covid-19 pandemic","Stokel-Walker C.","BMJ. 2020 May 26;369:m1499. doi: 10.1136/bmj.m1499.","Stokel-Walker C","BMJ","2020","2020/05/28","","","10.1136/bmj.m1499"
"32457085","Anosmia: Five minutes with ENT consultant Claire Hopkins","Rimmer A.","BMJ. 2020 May 26;369:m2095. doi: 10.1136/bmj.m2095.","Rimmer A","BMJ","2020","2020/05/28","","","10.1136/bmj.m2095"
"32457068","Covid-19 and acute kidney injury in hospital: summary of NICE guidelines","Selby NM, Forni LG, Laing CM, Horne KL, Evans RD, Lucas BJ, Fluck RJ.","BMJ. 2020 May 26;369:m1963. doi: 10.1136/bmj.m1963.","Selby NM","BMJ","2020","2020/05/28","","","10.1136/bmj.m1963"
"32457055","Covid-19: Japan ends state of emergency but warns of ""new normal""","Looi MK.","BMJ. 2020 May 26;369:m2100. doi: 10.1136/bmj.m2100.","Looi MK","BMJ","2020","2020/05/28","","","10.1136/bmj.m2100"
"32457043","Urgency and uncertainty: covid-19, face masks, and evidence informed policy","Martin GP, Hanna E, Dingwall R.","BMJ. 2020 May 26;369:m2017. doi: 10.1136/bmj.m2017.","Martin GP","BMJ","2020","2020/05/28","","","10.1136/bmj.m2017"
"32457042","Lyme borreliosis: diagnosis and management","Kullberg BJ, Vrijmoeth HD, van de Schoor F, Hovius JW.","BMJ. 2020 May 26;369:m1041. doi: 10.1136/bmj.m1041.","Kullberg BJ","BMJ","2020","2020/05/28","","","10.1136/bmj.m1041"
"32457033","Children in care can be vaccinated against parents' wishes without court action","Dyer C.","BMJ. 2020 May 26;369:m2083. doi: 10.1136/bmj.m2083.","Dyer C","BMJ","2020","2020/05/28","","","10.1136/bmj.m2083"
"32457029","Covid-19: Selected NHS patients will be treated with remdesivir","Kmietowicz Z.","BMJ. 2020 May 26;369:m2097. doi: 10.1136/bmj.m2097.","Kmietowicz Z","BMJ","2020","2020/05/28","","","10.1136/bmj.m2097"
"32457028","Face masks in the covid-19 crisis: caveats, limits, and priorities","Middleton JD, Lopes H.","BMJ. 2020 May 26;369:m2030. doi: 10.1136/bmj.m2030.","Middleton JD","BMJ","2020","2020/05/28","","","10.1136/bmj.m2030"
"32457027","Scope, quality, and inclusivity of clinical guidelines produced early in the covid-19 pandemic: rapid review","Dagens A, Sigfrid L, Cai E, Lipworth S, Cheung V, Harris E, Bannister P, Rigby I, Horby P.","BMJ. 2020 May 26;369:m1936. doi: 10.1136/bmj.m1936.","Dagens A","BMJ","2020","2020/05/28","PMC7249097","","10.1136/bmj.m1936"
"32451324","Covid-19: Public health must be ""at the core"" of global recovery plans, say doctors","Iacobucci G.","BMJ. 2020 May 25;369:m2077. doi: 10.1136/bmj.m2077.","Iacobucci G","BMJ","2020","2020/05/27","","","10.1136/bmj.m2077"
"32444460","Features of 20 133 UK patients in hospital with covid-19 using the ISARIC WHO Clinical Characterisation Protocol: prospective observational cohort study","Docherty AB, Harrison EM, Green CA, Hardwick HE, Pius R, Norman L, Holden KA, Read JM, Dondelinger F, Carson G, Merson L, Lee J, Plotkin D, Sigfrid L, Halpin S, Jackson C, Gamble C, Horby PW, Nguyen-Van-Tam JS, Ho A, Russell CD, Dunning J, Openshaw PJ, Baillie JK, Semple MG; ISARIC4C investigators.","BMJ. 2020 May 22;369:m1985. doi: 10.1136/bmj.m1985.","Docherty AB","BMJ","2020","2020/05/24","PMC7243036","","10.1136/bmj.m1985"
"32444422","Efficacy of face masks depends on spatial relation between host and recipient and who is being protected","Grover C.","BMJ. 2020 May 22;369:m2016. doi: 10.1136/bmj.m2016.","Grover C","BMJ","2020","2020/05/24","","","10.1136/bmj.m2016"
"32444387","Covid-19: Delaying school reopening by two weeks would halve risks to children, says iSAGE","Wise J.","BMJ. 2020 May 22;369:m2079. doi: 10.1136/bmj.m2079.","Wise J","BMJ","2020","2020/05/24","","","10.1136/bmj.m2079"
"32444366","Factors associated with hospital admission and critical illness among 5279 people with coronavirus disease 2019 in New York City: prospective cohort study","Petrilli CM, Jones SA, Yang J, Rajagopalan H, O'Donnell L, Chernyak Y, Tobin KA, Cerfolio RJ, Francois F, Horwitz LI.","BMJ. 2020 May 22;369:m1966. doi: 10.1136/bmj.m1966.","Petrilli CM","BMJ","2020","2020/05/24","PMC7243801","","10.1136/bmj.m1966"
"32444365","Covid-19: Roll out of 10m antibody tests to begin next week, government announces","Mahase E.","BMJ. 2020 May 22;369:m2072. doi: 10.1136/bmj.m2072.","Mahase E","BMJ","2020","2020/05/24","","","10.1136/bmj.m2072"
"32444358","Incidence, clinical outcomes, and transmission dynamics of severe coronavirus disease 2019 in California and Washington: prospective cohort study","Lewnard JA, Liu VX, Jackson ML, Schmidt MA, Jewell BL, Flores JP, Jentz C, Northrup GR, Mahmud A, Reingold AL, Petersen M, Jewell NP, Young S, Bellows J.","BMJ. 2020 May 22;369:m1923. doi: 10.1136/bmj.m1923.","Lewnard JA","BMJ","2020","2020/05/24","PMC7243800","","10.1136/bmj.m1923"
