PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"28039109","Vitamin D supplements: don't forget depression and cognitive impairment","Degner D.","BMJ. 2016 Dec 30;355:i6711. doi: 10.1136/bmj.i6711.","Degner D","BMJ","2016","2017/01/01","","","10.1136/bmj.i6711"
"28039108","Supporting human rights, one patient at a time","McKenzie K.","BMJ. 2016 Dec 30;355:i6798. doi: 10.1136/bmj.i6798.","McKenzie K","BMJ","2016","2017/01/01","","","10.1136/bmj.i6798"
"28039107","Sixty seconds on . . . New Year resolutions","Hawkes N.","BMJ. 2016 Dec 30;355:i6845. doi: 10.1136/bmj.i6845.","Hawkes N","BMJ","2016","2017/01/01","","","10.1136/bmj.i6845"
"28039106","Government's response to inquiry on public health raises fears of more cuts","Limb M.","BMJ. 2016 Dec 29;355:i6853. doi: 10.1136/bmj.i6853.","Limb M","BMJ","2016","2017/01/01","","","10.1136/bmj.i6853"
"28034879","Dirty diesel","Russell-Jones R.","BMJ. 2016 Dec 29;355:i6726. doi: 10.1136/bmj.i6726.","Russell-Jones R","BMJ","2016","2016/12/31","","","10.1136/bmj.i6726"
"28034877","Neil Blair Pride","Limb M.","BMJ. 2016 Dec 29;355:i6851. doi: 10.1136/bmj.i6851.","Limb M","BMJ","2016","2016/12/31","","","10.1136/bmj.i6851"
"28034860","Reform UK abortion law, say health organisations","Wise J.","BMJ. 2016 Dec 28;355:i6841. doi: 10.1136/bmj.i6841.","Wise J","BMJ","2016","2016/12/31","","","10.1136/bmj.i6841"
"28034844","Solanezumab and the amyloid hypothesis for Alzheimer's disease","Le Couteur DG, Hunter S, Brayne C.","BMJ. 2016 Dec 29;355:i6771. doi: 10.1136/bmj.i6771.","Le Couteur DG","BMJ","2016","2016/12/31","","","10.1136/bmj.i6771"
"28031163","GP surgeries will get 1500 more pharmacists after successful pilot","Kmietowicz Z.","BMJ. 2016 Dec 27;355:i6836. doi: 10.1136/bmj.i6836.","Kmietowicz Z","BMJ","2016","2016/12/30","","","10.1136/bmj.i6836"
"28031161","Leucotriene receptor antagonists for asthma can save millions, says NICE","Wise J.","BMJ. 2016 Dec 27;355:i6835. doi: 10.1136/bmj.i6835.","Wise J","BMJ","2016","2016/12/30","","","10.1136/bmj.i6835"
"28011879","Ebola vaccine is highly protective, show latest study results","Kmietowicz Z.","BMJ. 2016 Dec 23;355:i6842. doi: 10.1136/bmj.i6842.","Kmietowicz Z","BMJ","2016","2016/12/25","","","10.1136/bmj.i6842"
"28011859","Robert Desmond Abernethy","Hawkins M.","BMJ. 2016 Dec 23;355:i6707. doi: 10.1136/bmj.i6707.","Hawkins M","BMJ","2016","2016/12/25","","","10.1136/bmj.i6707"
"28011760","We need clear health messages about exercise","","BMJ. 2016 Dec 23;355:i6570. doi: 10.1136/bmj.i6570.","","BMJ","2016","2016/12/25","","","10.1136/bmj.i6570"
"28011647","Elizabeth Clare Abernethy","Hawkins M.","BMJ. 2016 Dec 23;355:i6708. doi: 10.1136/bmj.i6708.","Hawkins M","BMJ","2016","2016/12/25","","","10.1136/bmj.i6708"
"28011579","10-Minute Consultation: A painful tingling hand","","BMJ. 2016 Dec 23;355:i6843. doi: 10.1136/bmj.i6843.","","BMJ","2016","2016/12/25","","","10.1136/bmj.i6843"
"28011466","Tony R Bull","Mackay I, Sawyer E.","BMJ. 2016 Dec 23;355:i6706. doi: 10.1136/bmj.i6706.","Mackay I","BMJ","2016","2016/12/25","","","10.1136/bmj.i6706"
"28011465","Donald Emslie-Smith","Maclean D.","BMJ. 2016 Dec 23;355:i6709. doi: 10.1136/bmj.i6709.","Maclean D","BMJ","2016","2016/12/25","","","10.1136/bmj.i6709"
"28011462","Making patient relevant clinical research a reality","Crowe S, Giles C.","BMJ. 2016 Dec 23;355:i6627. doi: 10.1136/bmj.i6627.","Crowe S","BMJ","2016","2016/12/25","","","10.1136/bmj.i6627"
"28011447","Young children risk choking on whole grapes, doctors warn","Wise J.","BMJ. 2016 Dec 22;355:i6831. doi: 10.1136/bmj.i6831.","Wise J","BMJ","2016","2016/12/25","","","10.1136/bmj.i6831"
"28007705","Umberto Veronesi","Fricker J.","BMJ. 2016 Dec 22;355:i6765. doi: 10.1136/bmj.i6765.","Fricker J","BMJ","2016","2016/12/24","","","10.1136/bmj.i6765"
"28007704","Police officer in minimally conscious state should be allowed to die, says judge","Dyer C.","BMJ. 2016 Dec 22;355:i6829. doi: 10.1136/bmj.i6829.","Dyer C","BMJ","2016","2016/12/24","","","10.1136/bmj.i6829"
"28007701","Ischaemic colitis","Trotter JM, Hunt L, Peter MB.","BMJ. 2016 Dec 22;355:i6600. doi: 10.1136/bmj.i6600.","Trotter JM","BMJ","2016","2016/12/24","","","10.1136/bmj.i6600"
"28007700","Junior doctors raise concerns about pay difference under new contract","Rimmer A.","BMJ. 2016 Dec 22;355:i6832. doi: 10.1136/bmj.i6832.","Rimmer A","BMJ","2016","2016/12/24","","","10.1136/bmj.i6832"
"28007699","Pay inequity spells a winter of discontent for junior doctors","Patel K.","BMJ. 2016 Dec 22;355:i6809. doi: 10.1136/bmj.i6809.","Patel K","BMJ","2016","2016/12/24","","","10.1136/bmj.i6809"
"28007698","Gynaecologist is struck off for dishonesty and intention to cause distress","Dyer C.","BMJ. 2016 Dec 22;355:i6828. doi: 10.1136/bmj.i6828.","Dyer C","BMJ","2016","2016/12/24","","","10.1136/bmj.i6828"
"28003267","Public health budgets ""must be protected"" to guarantee NHS's long term future","O'Dowd A.","BMJ. 2016 Dec 21;355:i6818. doi: 10.1136/bmj.i6818.","O'Dowd A","BMJ","2016","2016/12/23","","","10.1136/bmj.i6818"
"27998987","Health camps and surveys: marketing an unproved, unapproved drug in India","Joelving F.","BMJ. 2016 Dec 20;355:i6573. doi: 10.1136/bmj.i6573.","Joelving F","BMJ","2016","2016/12/22","","","10.1136/bmj.i6573"
"27998888","Give heavy drinkers scans to detect liver disease early, says NICE","Mayor S.","BMJ. 2016 Dec 20;355:i6769. doi: 10.1136/bmj.i6769.","Mayor S","BMJ","2016","2016/12/22","","","10.1136/bmj.i6769"
"31055349","How to prepare for the Prescribing Safety Assessment (PSA)","Billingsley M.","BMJ. 2016 Dec 21;355:i6595. doi: 10.1136/sbmj.i6595.","Billingsley M","BMJ","2016","2019/05/06","","","10.1136/sbmj.i6595"
"31055348","Breaking bad news in a multiple mini interview: advice from an admissions dean","Kubacki A.","BMJ. 2016 Dec 21;355:i6359. doi: 10.1136/sbmj.i6359.","Kubacki A","BMJ","2016","2019/05/06","","","10.1136/sbmj.i6359"
"31055347","Think GP","Billingsley M.","BMJ. 2016 Dec 21;355:i6124. doi: 10.1136/sbmj.i6124.","Billingsley M","BMJ","2016","2019/05/06","","","10.1136/sbmj.i6124"
"31055346","Studying medicine with a health condition","Munn F.","BMJ. 2016 Dec 21;355:i5967. doi: 10.1136/sbmj.i5967.","Munn F","BMJ","2016","2019/05/06","","","10.1136/sbmj.i5967"
"31055344","An admissions tutor's perspective on the multiple mini interview","Adds P.","BMJ. 2016 Dec 21;355:i5502. doi: 10.1136/sbmj.i5502.","Adds P","BMJ","2016","2019/05/06","","","10.1136/sbmj.i5502"
"27993837","Suicide strategy has failed, and GPs need better training in assessing risk, say MPs","O'Dowd A.","BMJ. 2016 Dec 19;355:i6761. doi: 10.1136/bmj.i6761.","O'Dowd A","BMJ","2016","2016/12/21","","","10.1136/bmj.i6761"
"27993835","Supervised injection centers could save millions of dollars in health costs, US study finds","McCarthy M.","BMJ. 2016 Dec 19;355:i6762. doi: 10.1136/bmj.i6762.","McCarthy M","BMJ","2016","2016/12/21","","","10.1136/bmj.i6762"
"27993771","States sue generic drug makers for alleged price fixing","McCarthy M.","BMJ. 2016 Dec 19;355:i6764. doi: 10.1136/bmj.i6764.","McCarthy M","BMJ","2016","2016/12/21","","","10.1136/bmj.i6764"
"27993768","Psychiatrists urge Obama to request neuropsychiatric review of Trump","Lenzer J.","BMJ. 2016 Dec 19;355:i6775. doi: 10.1136/bmj.i6775.","Lenzer J","BMJ","2016","2016/12/21","","","10.1136/bmj.i6775"
"27993767","Peer reviewer stole article and published it as his own","Dyer O.","BMJ. 2016 Dec 19;355:i6768. doi: 10.1136/bmj.i6768.","Dyer O","BMJ","2016","2016/12/21","","","10.1136/bmj.i6768"
"27993766","Hospitals are advised to halt elective surgery to free beds for winter","O'Dowd A.","BMJ. 2016 Dec 19;355:i6766. doi: 10.1136/bmj.i6766.","O'Dowd A","BMJ","2016","2016/12/21","","","10.1136/bmj.i6766"
"27993765","GP performance tracker shows where costs could be saved","Hawkes N.","BMJ. 2016 Dec 18;355:i6728. doi: 10.1136/bmj.i6728.","Hawkes N","BMJ","2016","2016/12/21","","","10.1136/bmj.i6728"
"31055345","Down's syndrome: more of an identity than a disease?","Gillett G.","BMJ. 2016 Dec 20;355:i5965. doi: 10.1136/sbmj.i5965.","Gillett G","BMJ","2016","2019/05/06","","","10.1136/sbmj.i5965"
"27986758","Research authors' reply to Barlow and Barr and Taylor-Robinson","Stavropoulou C, Parmar D, Ioannidis JP.","BMJ. 2016 Dec 16;355:i6639. doi: 10.1136/bmj.i6639.","Stavropoulou C","BMJ","2016","2016/12/18","","","10.1136/bmj.i6639"
"27986716","Routinely collected data may usefully supplement randomised controlled data on treatment effects for mortality","Pérol D, Robain M, Delaloge S, Cailliot C.","BMJ. 2016 Dec 16;355:i6745. doi: 10.1136/bmj.i6745.","Pérol D","BMJ","2016","2016/12/18","","","10.1136/bmj.i6745"
"27986706","Bias in medical literature on health outcomes: bias in commentary?","Barlow D.","BMJ. 2016 Dec 16;355:i6634. doi: 10.1136/bmj.i6634.","Barlow D","BMJ","2016","2016/12/18","","","10.1136/bmj.i6634"
"27986692","Train all maternity staff to treat postpartum haemorrhage, say guidelines","Wise J.","BMJ. 2016 Dec 15;355:i6736. doi: 10.1136/bmj.i6736.","Wise J","BMJ","2016","2016/12/18","","","10.1136/bmj.i6736"
"27986663","Syria violence is condemned as evacuation begins","Gulland A.","BMJ. 2016 Dec 16;355:i6750. doi: 10.1136/bmj.i6750.","Gulland A","BMJ","2016","2016/12/18","","","10.1136/bmj.i6750"
"27986652","Authors' reply to Pérol and colleagues","Hemkens LG, Contopoulos-Ioannidis DG, Ioannidis JP.","BMJ. 2016 Dec 16;355:i6747. doi: 10.1136/bmj.i6747.","Hemkens LG","BMJ","2016","2016/12/18","","","10.1136/bmj.i6747"
"27986650","Editorial authors' reply to Barlow","Barr B, Taylor-Robinson D.","BMJ. 2016 Dec 16;355:i6638. doi: 10.1136/bmj.i6638.","Barr B","BMJ","2016","2016/12/18","","","10.1136/bmj.i6638"
"27986649","CQC demands improvement at London hospital where mothers ""could leave with wrong baby""","Dyer C.","BMJ. 2016 Dec 16;355:i6756. doi: 10.1136/bmj.i6756.","Dyer C","BMJ","2016","2016/12/18","","","10.1136/bmj.i6756"
"27979853","Questions and answers","Ladher N.","BMJ. 2016 Dec 15;355:i6701. doi: 10.1136/bmj.i6701.","Ladher N","BMJ","2016","2016/12/17","","","10.1136/bmj.i6701"
"27979852","The BMJ Christmas appeal 2016-17: changing children's lives through cataract surgery","Feinmann J.","BMJ. 2016 Dec 15;355:i6650. doi: 10.1136/bmj.i6650.","Feinmann J","BMJ","2016","2016/12/17","","","10.1136/bmj.i6650"
"27979822","Open toe sandals syndrome","Borman AM, Johnson EM.","BMJ. 2016 Dec 15;355:i6496. doi: 10.1136/bmj.i6496.","Borman AM","BMJ","2016","2016/12/17","","","10.1136/bmj.i6496"
"27979817","Swap pension pledges for guaranteed care in older age, says NHS boss","Limb M.","BMJ. 2016 Dec 15;355:i6743. doi: 10.1136/bmj.i6743.","Limb M","BMJ","2016","2016/12/17","","","10.1136/bmj.i6743"
"27979816","Christmas crackers: highlights from past years of The BMJ's seasonal issue","Ladher N.","BMJ. 2016 Dec 15;355:i6679. doi: 10.1136/bmj.i6679.","Ladher N","BMJ","2016","2016/12/17","","","10.1136/bmj.i6679"
"27979815","Raising council tax to pay for social care is not acceptable, say critics","Limb M.","BMJ. 2016 Dec 15;355:i6746. doi: 10.1136/bmj.i6746.","Limb M","BMJ","2016","2016/12/17","","","10.1136/bmj.i6746"
"27979812","Opioid manufacturer bribed doctors to prescribe fentanyl inappropriately, US says","Dyer O.","BMJ. 2016 Dec 15;355:i6742. doi: 10.1136/bmj.i6742.","Dyer O","BMJ","2016","2016/12/17","","","10.1136/bmj.i6742"
"27974424","Arclight: a pocket ophthalmoscope for the 21st century","Blaikie A, Sandford-Smith J, Tuteja SY, Williams CD, O'Callaghan C.","BMJ. 2016 Dec 14;355:i6637. doi: 10.1136/bmj.i6637.","Blaikie A","BMJ","2016","2016/12/16","","","10.1136/bmj.i6637"
"27974364","A Christmas renaissance","Dholakia S, Friend PJ, Maguire L.","BMJ. 2016 Dec 14;355:i6603. doi: 10.1136/bmj.i6603.","Dholakia S","BMJ","2016","2016/12/16","","","10.1136/bmj.i6603"
"27974354","We read spam a lot: prospective cohort study of unsolicited and unwanted academic invitations","Grey A, Bolland MJ, Dalbeth N, Gamble G, Sadler L.","BMJ. 2016 Dec 14;355:i5383. doi: 10.1136/bmj.i5383.","Grey A","BMJ","2016","2016/12/16","PMC5156609","","10.1136/bmj.i5383"
"27974348","Thomas Dover: doctor, privateer, and rescuer of Robinson Crusoe","Banatvala J.","BMJ. 2016 Dec 14;355:i6516. doi: 10.1136/bmj.i6516.","Banatvala J","BMJ","2016","2016/12/16","","","10.1136/bmj.i6516"
"27974346","Nominal ISOMERs (Incorrect Spellings Of Medicines Eluding Researchers)-variants in the spellings of drug names in PubMed: a database review","Ferner RE, Aronson JK.","BMJ. 2016 Dec 14;355:i4854. doi: 10.1136/bmj.i4854.","Ferner RE","BMJ","2016","2016/12/16","PMC5156610","","10.1136/bmj.i4854"
"27974339","After ""the end of local government as we know it,"" what next for social care?","Glasby J.","BMJ. 2016 Dec 14;355:i6696. doi: 10.1136/bmj.i6696.","Glasby J","BMJ","2016","2016/12/16","","","10.1136/bmj.i6696"
"27974338","Dispelling the nice or naughty myth: retrospective observational study of Santa Claus","Park JJ, Coumbe BG, Park EH, Tse G, Subramanian SV, Chen JT.","BMJ. 2016 Dec 14;355:i6355. doi: 10.1136/bmj.i6355.","Park JJ","BMJ","2016","2016/12/16","PMC5156612","","10.1136/bmj.i6355"
"27974337","Competition watchdog finds new target: overpriced generics","Hawkes N.","BMJ. 2016 Dec 14;355:i6712. doi: 10.1136/bmj.i6712.","Hawkes N","BMJ","2016","2016/12/16","","","10.1136/bmj.i6712"
"27974336","Medicine under fire","Sheather J, Hawkins V.","BMJ. 2016 Dec 14;355:i6464. doi: 10.1136/bmj.i6464.","Sheather J","BMJ","2016","2016/12/16","","","10.1136/bmj.i6464"
"27974335","Advances in the medical management of skin and soft tissue infections","McClain SL, Bohan JG, Stevens DL.","BMJ. 2016 Dec 14;355:i6004. doi: 10.1136/bmj.i6004.","McClain SL","BMJ","2016","2016/12/16","","","10.1136/bmj.i6004"
"27974323","Do celebrity endorsements matter? Observational study of BRCA gene testing and mastectomy rates after Angelina Jolie's New York Times editorial","Desai S, Jena AB.","BMJ. 2016 Dec 14;355:i6357. doi: 10.1136/bmj.i6357.","Desai S","BMJ","2016","2016/12/16","PMC5156611","","10.1136/bmj.i6357"
"27974313","Dear John Hunter","Messiou C, Vanel D, Pollock R, Cooke M, Moskovic E, Savidge C, King L, Patel A, Jones RL.","BMJ. 2016 Dec 14;355:i6515. doi: 10.1136/bmj.i6515.","Messiou C","BMJ","2016","2016/12/16","","","10.1136/bmj.i6515"
"27974297","Hunt says health spending must rise as part of GDP over coming decades","O'Dowd A.","BMJ. 2016 Dec 14;355:i6717. doi: 10.1136/bmj.i6717.","O'Dowd A","BMJ","2016","2016/12/16","","","10.1136/bmj.i6717"
"27974296","Colombia sees fourfold increase in microcephaly cases in a year","Collucci C.","BMJ. 2016 Dec 14;355:i6716. doi: 10.1136/bmj.i6716.","Collucci C","BMJ","2016","2016/12/16","","","10.1136/bmj.i6716"
"27965245","Colette Denise Gina Le Doux","Williams L.","BMJ. 2016 Dec 13;355:i6669. doi: 10.1136/bmj.i6669.","Williams L","BMJ","2016","2016/12/15","","","10.1136/bmj.i6669"
"27965244","NHS approach to investigating patient deaths is poor, says regulator","O'Dowd A.","BMJ. 2016 Dec 13;355:i6687. doi: 10.1136/bmj.i6687.","O'Dowd A","BMJ","2016","2016/12/15","","","10.1136/bmj.i6687"
"27965216","Gillian Mary Hunt","Whitaker R.","BMJ. 2016 Dec 13;355:i6610. doi: 10.1136/bmj.i6610.","Whitaker R","BMJ","2016","2016/12/15","","","10.1136/bmj.i6610"
"27965215","The Gatekeeper and the Wizard: the Gatekeeper goes digital","Hodgkin P.","BMJ. 2016 Dec 13;355:i6541. doi: 10.1136/bmj.i6541.","Hodgkin P","BMJ","2016","2016/12/15","","","10.1136/bmj.i6541"
"27965214","John David Elliott Edwards","Cripps C.","BMJ. 2016 Dec 13;355:i6667. doi: 10.1136/bmj.i6667.","Cripps C","BMJ","2016","2016/12/15","","","10.1136/bmj.i6667"
"27965211","Gotta catch'em all! Pokémon GO and physical activity among young adults: difference in differences study","Howe KB, Suharlim C, Ueda P, Howe D, Kawachi I, Rimm EB.","BMJ. 2016 Dec 13;355:i6270. doi: 10.1136/bmj.i6270.","Howe KB","BMJ","2016","2016/12/15","PMC5154977","","10.1136/bmj.i6270"
"27965210","War games and diagnostic errors","Vaughn VM, Chopra V, Howell JD.","BMJ. 2016 Dec 13;355:i6342. doi: 10.1136/bmj.i6342.","Vaughn VM","BMJ","2016","2016/12/15","","","10.1136/bmj.i6342"
"27965208","Eric William Taylor","Williams J, Bull P.","BMJ. 2016 Dec 13;355:i6611. doi: 10.1136/bmj.i6611.","Williams J","BMJ","2016","2016/12/15","","","10.1136/bmj.i6611"
"27965202","Denis Dewhurst Hilton","Hilton D.","BMJ. 2016 Dec 13;355:i6665. doi: 10.1136/bmj.i6665.","Hilton D","BMJ","2016","2016/12/15","","","10.1136/bmj.i6665"
"27965201","Paediatrician is denied permission to appeal against manslaughter conviction","Dyer C.","BMJ. 2016 Dec 13;355:i6690. doi: 10.1136/bmj.i6690.","Dyer C","BMJ","2016","2016/12/15","","","10.1136/bmj.i6690"
"27965198","Sniffing out significant ""Pee values"": genome wide association study of asparagus anosmia","Markt SC, Nuttall E, Turman C, Sinnott J, Rimm EB, Ecsedy E, Unger RH, Fall K, Finn S, Jensen MK, Rider JR, Kraft P, Mucci LA.","BMJ. 2016 Dec 13;355:i6071. doi: 10.1136/bmj.i6071.","Markt SC","BMJ","2016","2016/12/15","PMC5154975","","10.1136/bmj.i6071"
"27965195","Fake penicillin, The Third Man, and Operation Claptrap","Newton PN, Timmermann B.","BMJ. 2016 Dec 13;355:i6494. doi: 10.1136/bmj.i6494.","Newton PN","BMJ","2016","2016/12/15","","","10.1136/bmj.i6494"
"27965194","Sustained enjoyment of life and mortality at older ages: analysis of the English Longitudinal Study of Ageing","Zaninotto P, Wardle J, Steptoe A.","BMJ. 2016 Dec 13;355:i6267. doi: 10.1136/bmj.i6267.","Zaninotto P","BMJ","2016","2016/12/15","PMC5154976","","10.1136/bmj.i6267"
"27965193","William Perry Kirkwood Calwell","Calwell M.","BMJ. 2016 Dec 13;355:i6670. doi: 10.1136/bmj.i6670.","Calwell M","BMJ","2016","2016/12/15","","","10.1136/bmj.i6670"
"27965192","Humanising healthcare","Youngson R, Blennerhassett M.","BMJ. 2016 Dec 13;355:i6262. doi: 10.1136/bmj.i6262.","Youngson R","BMJ","2016","2016/12/15","","","10.1136/bmj.i6262"
"27956438","No 10 Stationary Hospital and the chapel ward at Saint-Omer, France, 1914-18","Wever PC.","BMJ. 2016 Dec 12;355:i6509. doi: 10.1136/bmj.i6509.","Wever PC","BMJ","2016","2016/12/14","","","10.1136/bmj.i6509"
"27956433","A universal basic income: the answer to poverty, insecurity, and health inequality?","Painter A.","BMJ. 2016 Dec 12;355:i6473. doi: 10.1136/bmj.i6473.","Painter A","BMJ","2016","2016/12/14","","","10.1136/bmj.i6473"
"27956432","Doctors on film","Holme C.","BMJ. 2016 Dec 12;355:i6172. doi: 10.1136/bmj.i6172.","Holme C","BMJ","2016","2016/12/14","","","10.1136/bmj.i6172"
"27956399","Two urologists conducted research without consent or ethics approval","Dyer C.","BMJ. 2016 Dec 12;355:i6677. doi: 10.1136/bmj.i6677.","Dyer C","BMJ","2016","2016/12/14","","","10.1136/bmj.i6677"
"27956379","Targets to reduce malaria unlikely to be met, says WHO","Cousins S.","BMJ. 2016 Dec 12;355:i6668. doi: 10.1136/bmj.i6668.","Cousins S","BMJ","2016","2016/12/14","","","10.1136/bmj.i6668"
"27941005","68 years--a record breaking thoracoplasty?","Spiegelhalter E.","BMJ. 2016 Dec 9;355:i6513. doi: 10.1136/bmj.i6513.","Spiegelhalter E","BMJ","2016","2016/12/13","","","10.1136/bmj.i6513"
"27940987","Ten doctors are charged in Texas hospital referral bribery scheme","Dyer O.","BMJ. 2016 Dec 9;355:i6660. doi: 10.1136/bmj.i6660.","Dyer O","BMJ","2016","2016/12/13","","","10.1136/bmj.i6660"
"27940969","David Kells O'Donel Calderwood","Calderwood S, Calderwood R.","BMJ. 2016 Dec 9;355:i6579. doi: 10.1136/bmj.i6579.","Calderwood S","BMJ","2016","2016/12/13","","","10.1136/bmj.i6579"
"27940886","Alfred Wilson McKenzie","McKenzie C.","BMJ. 2016 Dec 9;355:i6566. doi: 10.1136/bmj.i6566.","McKenzie C","BMJ","2016","2016/12/13","","","10.1136/bmj.i6566"
"27940661","South Africa's Supreme Court overturns ruling allowing physician assisted suicide","Sidley P.","BMJ. 2016 Dec 9;355:i6658. doi: 10.1136/bmj.i6658.","Sidley P","BMJ","2016","2016/12/13","","","10.1136/bmj.i6658"
"27940640","Evidence, expertise, and facts in a ""post-truth"" society","Brown T.","BMJ. 2016 Dec 9;355:i6467. doi: 10.1136/bmj.i6467.","Brown T","BMJ","2016","2016/12/13","","","10.1136/bmj.i6467"
"27940574","Robin Priscott","Priscott P.","BMJ. 2016 Dec 9;355:i6574. doi: 10.1136/bmj.i6574.","Priscott P","BMJ","2016","2016/12/13","","","10.1136/bmj.i6574"
"27940548","Robert Lockhart Johnston","Ferris J.","BMJ. 2016 Dec 9;355:i6567. doi: 10.1136/bmj.i6567.","Ferris J","BMJ","2016","2016/12/13","","","10.1136/bmj.i6567"
"27940502","Ulrich Erich Otto Schirrmacher","Spires R.","BMJ. 2016 Dec 9;355:i6569. doi: 10.1136/bmj.i6569.","Spires R","BMJ","2016","2016/12/13","","","10.1136/bmj.i6569"
"27940436","Doctors' leader calls for government to rethink plans to replace Human Rights Act","O'Dowd A.","BMJ. 2016 Dec 9;355:i6631. doi: 10.1136/bmj.i6631.","O'Dowd A","BMJ","2016","2016/12/13","","","10.1136/bmj.i6631"
"27940435","E-cigarettes are major threat to young people's health, says US surgeon general","McCarthy M.","BMJ. 2016 Dec 9;355:i6652. doi: 10.1136/bmj.i6652.","McCarthy M","BMJ","2016","2016/12/13","","","10.1136/bmj.i6652"
"27940434","Is caviar a risk factor for being a millionaire?","Huitfeldt A.","BMJ. 2016 Dec 9;355:i6536. doi: 10.1136/bmj.i6536.","Huitfeldt A","BMJ","2016","2016/12/13","","","10.1136/bmj.i6536"
"27940433","Morality and non-medical drug use","Grayling AC.","BMJ. 2016 Dec 9;355:i5850. doi: 10.1136/bmj.i5850.","Grayling AC","BMJ","2016","2016/12/13","","","10.1136/bmj.i5850"
"27940432","Marian Hughes","Hughes B.","BMJ. 2016 Dec 9;355:i6577. doi: 10.1136/bmj.i6577.","Hughes B","BMJ","2016","2016/12/13","","","10.1136/bmj.i6577"
"27932537","In search of a good nanny","Cook S.","BMJ. 2016 Dec 8;355:i6565. doi: 10.1136/bmj.i6565.","Cook S","BMJ","2016","2016/12/10","","","10.1136/bmj.i6565"
"27932404","Margaret McCartney: Vocation, vocation, vocation","McCartney M.","BMJ. 2016 Dec 8;355:i6526. doi: 10.1136/bmj.i6526.","McCartney M","BMJ","2016","2016/12/10","","","10.1136/bmj.i6526"
"27932402","Australian medical college fights accusations of misconduct in presidential election","Smith P.","BMJ. 2016 Dec 8;355:i6626. doi: 10.1136/bmj.i6626.","Smith P","BMJ","2016","2016/12/10","","","10.1136/bmj.i6626"
