PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"8541754","The mark 2 human genome: a word of advice from us down here","Gillies JD, Le Souef PN.","BMJ. 1995 Dec 23-30;311(7021):1669-76. doi: 10.1136/bmj.311.7021.1669.","Gillies JD","BMJ","1995","1995/12/23","PMC2539102","","10.1136/bmj.311.7021.1669"
"8541753","Why do old men have big ears?","Heathcote JA.","BMJ. 1995 Dec 23-30;311(7021):1668. doi: 10.1136/bmj.311.7021.1668.","Heathcote JA","BMJ","1995","1995/12/23","PMC2539087","","10.1136/bmj.311.7021.1668"
"8541752","Polythenia gravis: the downside of evidence based medicine. Down End Research Group","","BMJ. 1995 Dec 23-30;311(7021):1666-8.","","BMJ","1995","1995/12/23","PMC2539073","",""
"8541751","HLA-DR4 and career prospects in rheumatology: is there a link?","Gough A, Faint J, Salmon M, Bacon P, Emery P.","BMJ. 1995 Dec 23-30;311(7021):1665-6. doi: 10.1136/bmj.311.7021.1665.","Gough A","BMJ","1995","1995/12/23","PMC2539086","","10.1136/bmj.311.7021.1665"
"8541750","Resting energy expenditure, substrate use, and video tapes","Cooper BG, Matthews JN, Alberti KG.","BMJ. 1995 Dec 23-30;311(7021):1664-5. doi: 10.1136/bmj.311.7021.1664.","Cooper BG","BMJ","1995","1995/12/23","PMC2539094","","10.1136/bmj.311.7021.1664"
"8541749","Frostbite of the face and ears: epidemiological study of risk factors in Finnish conscripts","Lehmuskallio E, Lindholm H, Koskenvuo K, Sarna S, Friberg O, Viljanen A.","BMJ. 1995 Dec 23-30;311(7021):1661-3. doi: 10.1136/bmj.311.7021.1661.","Lehmuskallio E","BMJ","1995","1995/12/23","PMC2539101","","10.1136/bmj.311.7021.1661"
"8541748","Cardiac chest pain: does body language help the diagnosis?","Edmondstone WM.","BMJ. 1995 Dec 23-30;311(7021):1660-1. doi: 10.1136/bmj.311.7021.1660.","Edmondstone WM","BMJ","1995","1995/12/23","PMC2539106","","10.1136/bmj.311.7021.1660"
"8541747","Wine as a digestive aid: comparative antimicrobial effects of bismuth salicylate and red and white wine","Weisse ME, Eberly B, Person DA.","BMJ. 1995 Dec 23-30;311(7021):1657-60. doi: 10.1136/bmj.311.7021.1657.","Weisse ME","BMJ","1995","1995/12/23","PMC2539099","","10.1136/bmj.311.7021.1657"
"8541746","The war on drugs","Smith R.","BMJ. 1995 Dec 23-30;311(7021):1655-6. doi: 10.1136/bmj.311.7021.1655.","Smith R","BMJ","1995","1995/12/23","PMC2539095","","10.1136/bmj.311.7021.1655"
"8541745","Doctors and commitment","Vaughan C, Higgs R.","BMJ. 1995 Dec 23-30;311(7021):1654-5. doi: 10.1136/bmj.311.7021.1654.","Vaughan C","BMJ","1995","1995/12/23","PMC2539104","","10.1136/bmj.311.7021.1654"
"8541744","Penalties of shifting weight","Garrow JS.","BMJ. 1995 Dec 23-30;311(7021):1653-4. doi: 10.1136/bmj.311.7021.1653.","Garrow JS","BMJ","1995","1995/12/23","PMC2539097","","10.1136/bmj.311.7021.1653"
"8541743","Death undefeated","Illich I.","BMJ. 1995 Dec 23-30;311(7021):1652-3. doi: 10.1136/bmj.311.7021.1652.","Illich I","BMJ","1995","1995/12/23","PMC2539077","","10.1136/bmj.311.7021.1652"
"8541742","Contemplating a one child world","McMichael AJ.","BMJ. 1995 Dec 23-30;311(7021):1651-2. doi: 10.1136/bmj.311.7021.1651.","McMichael AJ","BMJ","1995","1995/12/23","PMC2539098","","10.1136/bmj.311.7021.1651"
"11644743","Was it wrong to want a baby?","Cobb A.","BMJ. 1995 Dec 16;311(7020):1647-8. doi: 10.1136/bmj.311.7020.1647a.","Cobb A","BMJ","1995","1995/12/16","PMC2551549","","10.1136/bmj.311.7020.1647a"
"11644742","Silent suffering","Emery J.","BMJ. 1995 Dec 16;311(7020):1647. doi: 10.1136/bmj.311.7020.1647.","Emery J","BMJ","1995","1995/12/16","PMC2551548","","10.1136/bmj.311.7020.1647"
"8555841","Review of prescribed treatment for children with asthma. More recent data suggest guidelines are being adhered to","Martin R, Hilton S, Kerry S.","BMJ. 1995 Dec 16;311(7020):1645. doi: 10.1136/bmj.311.7020.1645.","Martin R","BMJ","1995","1995/12/16","PMC2551544","","10.1136/bmj.311.7020.1645"
"8555840","Review of prescribed treatment for children with asthma. Weaknesses in methods and analysis limit conclusions","Ross AM, Fleming DM.","BMJ. 1995 Dec 16;311(7020):1644-5; author reply 1645. doi: 10.1136/bmj.311.7020.1644c.","Ross AM","BMJ","1995","1995/12/16","PMC2551543","","10.1136/bmj.311.7020.1644c"
"8555839","Scientific and letter fraud in the Victorian era","Edouard L.","BMJ. 1995 Dec 16;311(7020):1644. doi: 10.1136/bmj.311.7020.1644.","Edouard L","BMJ","1995","1995/12/16","PMC2551540","","10.1136/bmj.311.7020.1644"
"8555838","Accident and emergency doctors lack proper training in trauma","Price AJ, Hughes G.","BMJ. 1995 Dec 16;311(7020):1644. doi: 10.1136/bmj.311.7020.1644b.","Price AJ","BMJ","1995","1995/12/16","PMC2551542","","10.1136/bmj.311.7020.1644b"
"8555837","A living will is not euthanasia","Luttrell S, Bielawska C.","BMJ. 1995 Dec 16;311(7020):1644. doi: 10.1136/bmj.311.7020.1644a.","Luttrell S","BMJ","1995","1995/12/16","PMC2551541","","10.1136/bmj.311.7020.1644a"
"8555836","Mobility after amputation of a lower limb","Kulkarni JR.","BMJ. 1995 Dec 16;311(7020):1643-4. doi: 10.1136/bmj.311.7020.1643c.","Kulkarni JR","BMJ","1995","1995/12/16","PMC2551539","","10.1136/bmj.311.7020.1643c"
"8555835","Problem based learning at medical school. Problem based learning has been used for years in general practice in London..","Savage R, Savage S.","BMJ. 1995 Dec 16;311(7020):1643. doi: 10.1136/bmj.311.7020.1643a.","Savage R","BMJ","1995","1995/12/16","PMC2551537","","10.1136/bmj.311.7020.1643a"
"8555834","Problem based learning at medical school ... but not all do","Morgan WK.","BMJ. 1995 Dec 16;311(7020):1643. doi: 10.1136/bmj.311.7020.1643.","Morgan WK","BMJ","1995","1995/12/16","PMC2551536","","10.1136/bmj.311.7020.1643"
"8555833","Problem based learning at medical school ... and has been introduced successfully in Manchester","O'Neill PA.","BMJ. 1995 Dec 16;311(7020):1643. doi: 10.1136/bmj.311.7020.1643b.","O'Neill PA","BMJ","1995","1995/12/16","PMC2551538","","10.1136/bmj.311.7020.1643b"
"8555832","Problem based learning at medical school. Some people think it's thrilling..","Farrow R.","BMJ. 1995 Dec 16;311(7020):1642-3. doi: 10.1136/bmj.311.7020.1642c.","Farrow R","BMJ","1995","1995/12/16","PMC2551535","","10.1136/bmj.311.7020.1642c"
"8555831","Transverse myelitis unlikely to be due to measles, mumps, and rubella vaccine","Fescharek R, Dass H.","BMJ. 1995 Dec 16;311(7020):1642. doi: 10.1136/bmj.311.7020.1642.","Fescharek R","BMJ","1995","1995/12/16","PMC2551532","","10.1136/bmj.311.7020.1642"
"8555830","Notification of tuberculosis is compatible with venereal diseases regulations","Metters JS.","BMJ. 1995 Dec 16;311(7020):1642. doi: 10.1136/bmj.311.7020.1642b.","Metters JS","BMJ","1995","1995/12/16","PMC2551534","","10.1136/bmj.311.7020.1642b"
"8555829","Treating mentally disordered prisoners. Solution to treating prisoners in hospital is financial","Murray K, Lock M, Akinkumni A, Weaver T, Renton A.","BMJ. 1995 Dec 16;311(7020):1641-2. doi: 10.1136/bmj.311.7020.1641c.","Murray K","BMJ","1995","1995/12/16","PMC2551531","","10.1136/bmj.311.7020.1641c"
"8555828","Treating mentally disordered prisoners. Mental Health Act Commission should visit prisons","Reeves RW.","BMJ. 1995 Dec 16;311(7020):1641. doi: 10.1136/bmj.311.7020.1641b.","Reeves RW","BMJ","1995","1995/12/16","PMC2551530","","10.1136/bmj.311.7020.1641b"
"8555827","Placebo effects. Placebos used not to be used in studies","Hart FD.","BMJ. 1995 Dec 16;311(7020):1641. doi: 10.1136/bmj.311.7020.1641.","Hart FD","BMJ","1995","1995/12/16","PMC2551528","","10.1136/bmj.311.7020.1641"
"8555826","Deciding which selective serotonin reuptake inhibitor to prescribe","Cleare AJ.","BMJ. 1995 Dec 16;311(7020):1641. doi: 10.1136/bmj.311.7020.1641a.","Cleare AJ","BMJ","1995","1995/12/16","PMC2551529","","10.1136/bmj.311.7020.1641a"
"8555825","Placebo effects. Concept of placebo should be discarded","Gotzsche PC.","BMJ. 1995 Dec 16;311(7020):1640-1. doi: 10.1136/bmj.311.7020.1640b.","Gotzsche PC","BMJ","1995","1995/12/16","PMC2551527","","10.1136/bmj.311.7020.1640b"
"8555824","Scare over oral contraceptives. Was Committee on Safety of Medicines' advice arrived at lawfully?","Watt AH.","BMJ. 1995 Dec 16;311(7020):1640. doi: 10.1136/bmj.311.7020.1640.","Watt AH","BMJ","1995","1995/12/16","PMC2551525","","10.1136/bmj.311.7020.1640"
"8555823","Placebo effects. Psychological, sociological, and general practice research may elucidate effects","Paterson C.","BMJ. 1995 Dec 16;311(7020):1640. doi: 10.1136/bmj.311.7020.1640a.","Paterson C","BMJ","1995","1995/12/16","PMC2551526","","10.1136/bmj.311.7020.1640a"
"8555822","Scare over oral contraceptives. Committee's action will undermine further research and development","Wynn V, Crook D, Godsland IF, Stevenson JC.","BMJ. 1995 Dec 16;311(7020):1639-40. doi: 10.1136/bmj.311.7020.1639c.","Wynn V","BMJ","1995","1995/12/16","PMC2551524","","10.1136/bmj.311.7020.1639c"
"8555821","Scare over oral contraceptives. Studies implicate only gestodene and desogestrel","Donnelly RJ.","BMJ. 1995 Dec 16;311(7020):1639. doi: 10.1136/bmj.311.7020.1639b.","Donnelly RJ","BMJ","1995","1995/12/16","PMC2551523","","10.1136/bmj.311.7020.1639b"
"8555820","Scare over oral contraceptives. Risk is highest during first months of use","Reijnen HB, Atsma WJ.","BMJ. 1995 Dec 16;311(7020):1639. doi: 10.1136/bmj.311.7020.1639a.","Reijnen HB","BMJ","1995","1995/12/16","PMC2551522","","10.1136/bmj.311.7020.1639a"
"8555819","Scare over oral contraceptives. Committee's action has compromised continuing studies","Davis MW, Lewis M, De Caestecker L, Mann R.","BMJ. 1995 Dec 16;311(7020):1639. doi: 10.1136/bmj.311.7020.1639.","Davis MW","BMJ","1995","1995/12/16","PMC2551521","","10.1136/bmj.311.7020.1639"
"8555818","Scare over oral contraceptives. If a woman has not had a thrombotic event in years of use she is unlikely to have one now","Guillebaud J.","BMJ. 1995 Dec 16;311(7020):1638-9. doi: 10.1136/bmj.311.7020.1638c.","Guillebaud J","BMJ","1995","1995/12/16","PMC2551520","","10.1136/bmj.311.7020.1638c"
"8555817","Scare over oral contraceptives. New group will review evidence for effective care in family planning","O'Brien P.","BMJ. 1995 Dec 16;311(7020):1638. doi: 10.1136/bmj.311.7020.1638a.","O'Brien P","BMJ","1995","1995/12/16","PMC2551518","","10.1136/bmj.311.7020.1638a"
"8555816","Scare over oral contraceptives. Main public health issue is failure to use contraception","Simpson HD.","BMJ. 1995 Dec 16;311(7020):1638. doi: 10.1136/bmj.311.7020.1638.","Simpson HD","BMJ","1995","1995/12/16","PMC2551517","","10.1136/bmj.311.7020.1638"
"8555815","Scare over oral contraceptives. Doctors should take warning seriously","Watson C.","BMJ. 1995 Dec 16;311(7020):1638. doi: 10.1136/bmj.311.7020.1638b.","Watson C","BMJ","1995","1995/12/16","PMC2551519","","10.1136/bmj.311.7020.1638b"
"8555814","Scare over oral contraceptives ... and south Wales","Davies AW, York JR, Jones SR.","BMJ. 1995 Dec 16;311(7020):1637-8. doi: 10.1136/bmj.311.7020.1637b.","Davies AW","BMJ","1995","1995/12/16","PMC2551516","","10.1136/bmj.311.7020.1637b"
"8555813","Scare over oral contraceptives. Effect on women in a general practice in Devon..","Seamark CJ.","BMJ. 1995 Dec 16;311(7020):1637. doi: 10.1136/bmj.311.7020.1637a.","Seamark CJ","BMJ","1995","1995/12/16","PMC2551515","","10.1136/bmj.311.7020.1637a"
"8555812","Scare over oral contraceptives. Effect on behaviour of women attending a family planning clinic","Armstrong JL, Reid M, Bigrigg A.","BMJ. 1995 Dec 16;311(7020):1637. doi: 10.1136/bmj.311.7020.1637.","Armstrong JL","BMJ","1995","1995/12/16","PMC2551514","","10.1136/bmj.311.7020.1637"
"8555811","ABC of atrial fibrillation. Drugs for atrial fibrillation","Lip GY, Watson RD, Singh SP.","BMJ. 1995 Dec 16;311(7020):1631-4. doi: 10.1136/bmj.311.7020.1631.","Lip GY","BMJ","1995","1995/12/16","PMC2551512","","10.1136/bmj.311.7020.1631"
"8555810","Guide to the Internet. Logging in, fetching files, reading news","Pallen M.","BMJ. 1995 Dec 16;311(7020):1626-30. doi: 10.1136/bmj.311.7020.1626.","Pallen M","BMJ","1995","1995/12/16","PMC2551511","","10.1136/bmj.311.7020.1626"
"8555809","Clinical trials and rare diseases: a way out of a conundrum","Lilford RJ, Thornton JG, Braunholtz D.","BMJ. 1995 Dec 16;311(7020):1621-5. doi: 10.1136/bmj.311.7020.1621.","Lilford RJ","BMJ","1995","1995/12/16","PMC2551510","","10.1136/bmj.311.7020.1621"
"8555808","Should doctors be more proactive as advocates for victims of violence?","Shepherd J, Morley R, Adshead G, Gillett G, Knight MA.","BMJ. 1995 Dec 16;311(7020):1617-21. doi: 10.1136/bmj.311.7020.1617a.","Shepherd J","BMJ","1995","1995/12/16","PMC2551505","","10.1136/bmj.311.7020.1617a"
"8555807","Dermatology","Lowitt MH, Lowitt NR.","BMJ. 1995 Dec 16;311(7020):1615-7. doi: 10.1136/bmj.311.7020.1615.","Lowitt MH","BMJ","1995","1995/12/16","PMC2551504","","10.1136/bmj.311.7020.1615"
"8555806","Magnetic resonance imaging of the knee: direct access for general practitioners","Watura R, Lloyd DC, Chawda S.","BMJ. 1995 Dec 16;311(7020):1614. doi: 10.1136/bmj.311.7020.1614.","Watura R","BMJ","1995","1995/12/16","PMC2551553","","10.1136/bmj.311.7020.1614"
"8555805","Health checks and coronary risk: further evidence from a randomised controlled trial","Hanlon P, McEwen J, Carey L, Gilmour H, Tannahill C, Tannahill A, Kelly M.","BMJ. 1995 Dec 16;311(7020):1609-13. doi: 10.1136/bmj.311.7020.1609.","Hanlon P","BMJ","1995","1995/12/16","PMC2551502","","10.1136/bmj.311.7020.1609"
"8555804","Cancers coinciding with childbearing: delayed diagnosis during pregnancy?","Lambe M, Ekbom A.","BMJ. 1995 Dec 16;311(7020):1607-8. doi: 10.1136/bmj.311.7020.1607.","Lambe M","BMJ","1995","1995/12/16","PMC2551500","","10.1136/bmj.311.7020.1607"
"8555803","Comparison of therapeutic effects and mortality data of levodopa and levodopa combined with selegiline in patients with early, mild Parkinson's disease. Parkinson's Disease Research Group of the United Kingdom","Lees AJ.","BMJ. 1995 Dec 16;311(7020):1602-7. doi: 10.1136/bmj.311.7020.1602.","Lees AJ","BMJ","1995","1995/12/16","PMC2551499","","10.1136/bmj.311.7020.1602"
"8555802","Improved survival in homozygous sickle cell disease: lessons from a cohort study","Lee A, Thomas P, Cupidore L, Serjeant B, Serjeant G.","BMJ. 1995 Dec 16;311(7020):1600-2. doi: 10.1136/bmj.311.7020.1600.","Lee A","BMJ","1995","1995/12/16","PMC2551498","","10.1136/bmj.311.7020.1600"
"8555801","Screening to prevent renal failure in insulin dependent diabetic patients: an economic evaluation","Kiberd BA, Jindal KK.","BMJ. 1995 Dec 16;311(7020):1595-9. doi: 10.1136/bmj.311.7020.1595.","Kiberd BA","BMJ","1995","1995/12/16","PMC2551496","","10.1136/bmj.311.7020.1595"
"8555800","Expert group finds no evidence for cot death theory","Warden J.","BMJ. 1995 Dec 16;311(7020):1593. doi: 10.1136/bmj.311.7020.1593.","Warden J","BMJ","1995","1995/12/16","","","10.1136/bmj.311.7020.1593"
"8555799","Israeli doctors and patients face conflict","Siegel-Itzkovich J.","BMJ. 1995 Dec 16;311(7020):1592-3. doi: 10.1136/bmj.311.7020.1592b.","Siegel-Itzkovich J","BMJ","1995","1995/12/16","","","10.1136/bmj.311.7020.1592b"
"8555798","Canadian bill could hurt confidentiality","Spurgeon D.","BMJ. 1995 Dec 16;311(7020):1592. doi: 10.1136/bmj.311.7020.1592a.","Spurgeon D","BMJ","1995","1995/12/16","","","10.1136/bmj.311.7020.1592a"
"8555797","Science throws light on HIV suppression","Boulton A.","BMJ. 1995 Dec 16;311(7020):1591. doi: 10.1136/bmj.311.7020.1591a.","Boulton A","BMJ","1995","1995/12/16","","","10.1136/bmj.311.7020.1591a"
"8555796","Third generation oral contraceptives--the controversy","Carnall D, Karcher H, Lie LG, Sheldon T, Spurgeon D, Josefson D, Zinn C.","BMJ. 1995 Dec 16;311(7020):1589-90. doi: 10.1136/bmj.311.7020.1589.","Carnall D","BMJ","1995","1995/12/16","PMC2551495","","10.1136/bmj.311.7020.1589"
"8555795","Cochlear implantation","Ramsden R, Graham J.","BMJ. 1995 Dec 16;311(7020):1588. doi: 10.1136/bmj.311.7020.1588.","Ramsden R","BMJ","1995","1995/12/16","PMC2551494","","10.1136/bmj.311.7020.1588"
"8555794","Developing Britain's police surgeon service","Moon G, Kelly K, Savage SF, Bradshaw Y.","BMJ. 1995 Dec 16;311(7020):1587. doi: 10.1136/bmj.311.7020.1587.","Moon G","BMJ","1995","1995/12/16","PMC2551493","","10.1136/bmj.311.7020.1587"
"8555793","Infertility and the NHS","Evans D.","BMJ. 1995 Dec 16;311(7020):1586-7. doi: 10.1136/bmj.311.7020.1586.","Evans D","BMJ","1995","1995/12/16","PMC2551492","","10.1136/bmj.311.7020.1586"
"8555792","Delayed childbearing","Gosden R, Rutherford A.","BMJ. 1995 Dec 16;311(7020):1585-6. doi: 10.1136/bmj.311.7020.1585.","Gosden R","BMJ","1995","1995/12/16","PMC2551491","","10.1136/bmj.311.7020.1585"
"8555791","The future of breast and ovarian cancer clinics","Campbell H, MacKay J, Porteous M.","BMJ. 1995 Dec 16;311(7020):1584-5. doi: 10.1136/bmj.311.7020.1584.","Campbell H","BMJ","1995","1995/12/16","PMC2551490","","10.1136/bmj.311.7020.1584"
"8555790","Selegiline in Parkinson's disease","Calne DB.","BMJ. 1995 Dec 16;311(7020):1583-4. doi: 10.1136/bmj.311.7020.1583.","Calne DB","BMJ","1995","1995/12/16","PMC2551489","","10.1136/bmj.311.7020.1583"
"8520433","Strengths of carotid endarterectomy were understated","Taylor PR, Panayiotopoulos YP, Edmondson RA, Sandison AJ.","BMJ. 1995 Dec 9;311(7019):1575. doi: 10.1136/bmj.311.7019.1575a.","Taylor PR","BMJ","1995","1995/12/09","PMC2548218","","10.1136/bmj.311.7019.1575a"
"8520432","Nurse triage may reduce workload in accident department","Rao GP, Hughes A.","BMJ. 1995 Dec 9;311(7019):1575. doi: 10.1136/bmj.311.7019.1575.","Rao GP","BMJ","1995","1995/12/09","PMC2548178","","10.1136/bmj.311.7019.1575"
"8520431","Patints prefer hospital follow up for cancer","Glynne-Jones R, Chait I, Thomas S, Trotman I.","BMJ. 1995 Dec 9;311(7019):1574-5. doi: 10.1136/bmj.311.7019.1574c.","Glynne-Jones R","BMJ","1995","1995/12/09","PMC2548201","","10.1136/bmj.311.7019.1574c"
"8520430","Rising emergency admissions","Weil J, Langman M.","BMJ. 1995 Dec 9;311(7019):1574. doi: 10.1136/bmj.311.7019.1574b.","Weil J","BMJ","1995","1995/12/09","PMC2548179","","10.1136/bmj.311.7019.1574b"
"8520429","Attitudes of consultant physicians to Calman proposals. Proposals do not refer to need for consultant provided service","Temple JG.","BMJ. 1995 Dec 9;311(7019):1574. doi: 10.1136/bmj.311.7019.1574.","Temple JG","BMJ","1995","1995/12/09","PMC2548180","","10.1136/bmj.311.7019.1574"
"8520428","Attitude of consultant physicians to Calman proposals. Present situation is detrimental to patient care","Williams O, Spiers P.","BMJ. 1995 Dec 9;311(7019):1574. doi: 10.1136/bmj.311.7019.1574a.","Williams O","BMJ","1995","1995/12/09","PMC2548190","","10.1136/bmj.311.7019.1574a"
"8520427","Summative assessment for general practitioner registrars. Proposals may damage one of finest examples of postgraduate medical education","Coppola W.","BMJ. 1995 Dec 9;311(7019):1573. doi: 10.1136/bmj.311.7019.1573b.","Coppola W","BMJ","1995","1995/12/09","PMC2548214","","10.1136/bmj.311.7019.1573b"
"8520426","Summative assessment for general practitioner registrars. Has been implemented experimentally in Yorkshire","Bahrami J.","BMJ. 1995 Dec 9;311(7019):1573. doi: 10.1136/bmj.311.7019.1573a.","Bahrami J","BMJ","1995","1995/12/09","PMC2548212","","10.1136/bmj.311.7019.1573a"
"8520425","Attitudes of consultant physicians to Calman proposals. Royal College of Physicians gave qualified support to proposals","London D.","BMJ. 1995 Dec 9;311(7019):1573. doi: 10.1136/bmj.311.7019.1573c.","London D","BMJ","1995","1995/12/09","PMC2548200","","10.1136/bmj.311.7019.1573c"
"8520424","Improving oral examinations. Interobserver agreement does not necessarily imply reliability","Campbell LM, Murray TS.","BMJ. 1995 Dec 9;311(7019):1572-3. doi: 10.1136/bmj.311.7019.1572c.","Campbell LM","BMJ","1995","1995/12/09","PMC2548202","","10.1136/bmj.311.7019.1572c"
"8520423","Medical insurance in Republic of Ireland","O'Donnell B.","BMJ. 1995 Dec 9;311(7019):1572. doi: 10.1136/bmj.311.7019.1572b.","O'Donnell B","BMJ","1995","1995/12/09","PMC2548176","","10.1136/bmj.311.7019.1572b"
"8520422","Local research ethics committees. Differences in application process cause problems","Black M, Leese B, Gosden T.","BMJ. 1995 Dec 9;311(7019):1572. doi: 10.1136/bmj.311.7019.1572a.","Black M","BMJ","1995","1995/12/09","PMC2548175","","10.1136/bmj.311.7019.1572a"
"8520421","Local research ethics committees. Committees should devise special forms for the social sciences","Oddens BJ, De Wied D.","BMJ. 1995 Dec 9;311(7019):1572. doi: 10.1136/bmj.311.7019.1572.","Oddens BJ","BMJ","1995","1995/12/09","PMC2548217","","10.1136/bmj.311.7019.1572"
"8520420","Local research ethics committees. Problems of students must not be ignored","Jenkins GC.","BMJ. 1995 Dec 9;311(7019):1571. doi: 10.1136/bmj.311.7019.1571a.","Jenkins GC","BMJ","1995","1995/12/09","PMC2548216","","10.1136/bmj.311.7019.1571a"
"8520419","Local research ethics committees. Central ethics committee might have to face hostile locals","Watling MI, Dewhurst JK.","BMJ. 1995 Dec 9;311(7019):1571. doi: 10.1136/bmj.311.7019.1571.","Watling MI","BMJ","1995","1995/12/09","PMC2548215","","10.1136/bmj.311.7019.1571"
"8520418","Local research ethics committees. Attitude of their members is the critical factor","Dudley H.","BMJ. 1995 Dec 9;311(7019):1571. doi: 10.1136/bmj.311.7019.1571b.","Dudley H","BMJ","1995","1995/12/09","PMC2548188","","10.1136/bmj.311.7019.1571b"
