PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"11791257","Patients and medical power. Issue of power is almost irrelevant for doctors practising patient centred medicine","Nestel D.","BMJ. 2001 Dec 8;323(7325):1369.","Nestel D","BMJ","2001","2002/01/16","","",""
"11791256","Patients and medical power. Patient power requires patient freedom","Calinas-Correia J.","BMJ. 2001 Dec 8;323(7325):1369.","Calinas-Correia J","BMJ","2001","2002/01/16","","",""
"11791255","Depressed mood during pregnancy and after childbirth. Treatment for depression is important confounding variable","Sheehan J, Crotty FM.","BMJ. 2001 Dec 8;323(7325):1367; author reply 1368.","Sheehan J","BMJ","2001","2002/01/16","","",""
"11791254","Depressed mood during pregnancy and after childbirth. Time points for assessing perinatal mood must be optimised","Lappin J.","BMJ. 2001 Dec 8;323(7325):1367; author reply 1368.","Lappin J","BMJ","2001","2002/01/16","PMC1121817","",""
"11791253","Depressed mood during pregnancy and after childbirth. Data do not support idea that depression is more common antenatally than postnatally","Oates MR, Lee A.","BMJ. 2001 Dec 8;323(7325):1367-8.","Oates MR","BMJ","2001","2002/01/16","PMC1120864","",""
"11778597","National service frameworks. National service framework for older people is worth a try","Jolley D, Read K.","BMJ. 2001 Dec 15;323(7326):1429.","Jolley D","BMJ","2001","2002/01/10","","",""
"11778596","Quality of care for people with dementia. Registries charting epidemiological trends and benchmark outcomes are required","Bowman C, Stokes G.","BMJ. 2001 Dec 15;323(7326):1428.","Bowman C","BMJ","2001","2002/01/10","","",""
"11778595","Quality of care for people with dementia. Dementia care mapping is inadequate tool for research","Edwards C, Fox C.","BMJ. 2001 Dec 15;323(7326):1427-8.","Edwards C","BMJ","2001","2002/01/10","","",""
"11778594","Getting consent for necropsies. Bereavement teams might ask for consent for necropsy","Holbrook M, Morgan G.","BMJ. 2001 Dec 15;323(7326):1426.","Holbrook M","BMJ","2001","2002/01/10","PMC1121670","",""
"11778593","Getting consent for necropsies. Most relatives give consent once reasons for necropsy are explained","Scheimberg I, Bates AW, Lee A.","BMJ. 2001 Dec 15;323(7326):1426.","Scheimberg I","BMJ","2001","2002/01/10","","",""
"11778592","Monitoring clinical trials. Latest data from START trial should be made available","Henk JM.","BMJ. 2001 Dec 15;323(7326):1425-6.","Henk JM","BMJ","2001","2002/01/10","","",""
"11778591","Monitoring clinical trials. Interim data are at least as important as interim analyses","Reidpath D.","BMJ. 2001 Dec 15;323(7326):1425.","Reidpath D","BMJ","2001","2002/01/10","","",""
"11778590","Monitoring clinical trials. Several points are contentious","Parry D.","BMJ. 2001 Dec 15;323(7326):1425.","Parry D","BMJ","2001","2002/01/10","","",""
"11778589","Monitoring clinical trials. Caution may be warranted in releasing interim trial data","Thornton H.","BMJ. 2001 Dec 15;323(7326):1424-5.","Thornton H","BMJ","2001","2002/01/10","","",""
"11778588","Monitoring clinical trials. Interim data should not be publicly available","Richards SM.","BMJ. 2001 Dec 15;323(7326):1424.","Richards SM","BMJ","2001","2002/01/10","","",""
"11776948","Patients and medical power. More debate about patient power in NHS is needed","Dingwall R.","BMJ. 2001 Dec 8;323(7325):1368. doi: 10.1136/bmj.323.7325.1368.","Dingwall R","BMJ","2001","2002/01/05","PMC1121818","","10.1136/bmj.323.7325.1368"
"11776947","Diagnosing myocardial infarction. Additional tools may help to identify patients at low risk","Palffy CE.","BMJ. 2001 Dec 8;323(7325):1366.","Palffy CE","BMJ","2001","2002/01/05","","",""
"11776946","Diagnosing myocardial infarction. Randomised controlled trial and economic evaluation of a chest pain unit are in progress","Goodacre S, Morris F, Campbell S, Quinney D, Capewell S.","BMJ. 2001 Dec 8;323(7325):1366.","Goodacre S","BMJ","2001","2002/01/05","PMC1121815","",""
"11776945","Risk of adverse birth outcomes near landfill sites. Local registers provide more accurate information","Boyd PA, Chamberlain PF.","BMJ. 2001 Dec 8;323(7325):1366.","Boyd PA","BMJ","2001","2002/01/05","","",""
"11776944","Risk of adverse birth outcomes near landfill sites. News stories were handled badly","Fisken RA.","BMJ. 2001 Dec 8;323(7325):1365-6.","Fisken RA","BMJ","2001","2002/01/05","","",""
"11776943","Risk of adverse birth outcomes near landfill sites. Risks from landfill sites can be presented in alternative ways","Heller D.","BMJ. 2001 Dec 8;323(7325):1365.","Heller D","BMJ","2001","2002/01/05","","",""
"11776942","Risk of adverse birth outcomes near landfill sites. Evidence suggests that it is probably safe for fetuses to develop near landfill sites","Irvine H, Burns H.","BMJ. 2001 Dec 8;323(7325):1365.","Irvine H","BMJ","2001","2002/01/05","PMC1121814","",""
"11764760","Vaginal delivery after caesarean section. Safety of single-layer suturing in caesarean sections must be proved","Johnson KC, Gaskin IM.","BMJ. 2001 Dec 1;323(7324):1307-8.","Johnson KC","BMJ","2001","2002/01/05","","",""
"11764759","Vaginal delivery after caesarean section. Study's focus on induction v spontaneous labour neglects spontaneous deliver","Daviss BA.","BMJ. 2001 Dec 1;323(7324):1307.","Daviss BA","BMJ","2001","2002/01/05","PMC1121760","",""
"11764758","Acupuncture for treatment for chronic neck pain. Reanalysis of data suggests that effect is not a placebo effect","Vickers A.","BMJ. 2001 Dec 1;323(7324):1306-7.","Vickers A","BMJ","2001","2002/01/05","PMC1121759","",""
"11764757","How best to organise acute hospital services? Radical thinking already exists in Kidderminster","McCloskey B.","BMJ. 2001 Dec 1;323(7324):1306.","McCloskey B","BMJ","2001","2002/01/05","","",""
"11764756","How best to organise acute hospital services? Kidderminster is ideal site for pilot trial","Taylor RT.","BMJ. 2001 Dec 1;323(7324):1306.","Taylor RT","BMJ","2001","2002/01/05","","",""
"11764755","How best to organise acute hospital services? Realtime teleneurology can help small hospitals","Patterson V.","BMJ. 2001 Dec 1;323(7324):1306.","Patterson V","BMJ","2001","2002/01/05","","",""
"11764754","How best to organise acute hospital services? Models of healthcare delivery need to be compared in trials","Harrison B, Ralphs D.","BMJ. 2001 Dec 1;323(7324):1305.","Harrison B","BMJ","2001","2002/01/05","PMC1121758","",""
"11764753","Referral of Dr. Peter Mansfield to the GMC. Referral constitutes abuse of power","Gardner G.","BMJ. 2001 Dec 1;323(7324):1305.","Gardner G","BMJ","2001","2002/01/05","","",""
"11764752","Referral of Dr. Peter Mansfield to the GMC. Doctors seem to have to march in step","Bardhan KD.","BMJ. 2001 Dec 1;323(7324):1304-5.","Bardhan KD","BMJ","2001","2002/01/05","","",""
"11764751","Referral of Dr. Peter Mansfield to the GMC. Should decision on vaccination be best for you or us?","Manning A.","BMJ. 2001 Dec 1;323(7324):1304.","Manning A","BMJ","2001","2002/01/05","","",""
"11764750","Referral of Dr. Peter Mansfield to the GMC. Health authority made right decision","Alexander M.","BMJ. 2001 Dec 1;323(7324):1304.","Alexander M","BMJ","2001","2002/01/05","","",""
"11764749","Referral of Dr. Peter Mansfield to the GMC. Health authority has no power","Whitmore R.","BMJ. 2001 Dec 1;323(7324):1304.","Whitmore R","BMJ","2001","2002/01/05","PMC1121757","",""
"11759700","HIV positive health worker wins injunction to preserve anonymity","Seymour J.","BMJ. 2001 Nov 24;323(7323):1207.","Seymour J","BMJ","2001","2002/01/05","PMC1173045","",""
"11758526","Harvesting organs from recently executed prisoners. Opportunities to offer support to members from the China Medical Association have been limited","Nathanson V.","BMJ. 2001 Nov 24;323(7323):1254.","Nathanson V","BMJ","2001","2002/01/05","","",""
"11758525","Harvesting organs from recently executed prisoners. Practice must be stopped","Hillman H.","BMJ. 2001 Nov 24;323(7323):1254.","Hillman H","BMJ","2001","2002/01/05","PMC1121712","",""
"11758524","Collaboration with the Campbell collaboration. EPPI centre reviews will aim to disseminate systematic reviews in education","Elbourne D, Oakley A, Gough D.","BMJ. 2001 Nov 24;323(7323):1253.","Elbourne D","BMJ","2001","2002/01/05","","",""
"11758523","Collaboration with the Campbell collaboration. The Campbell principles are applied in West Midlands through public health research forum","Middleton J, Reeves E, Lifford R, Howie F, Hyde C.","BMJ. 2001 Nov 24;323(7323):1252-3.","Middleton J","BMJ","2001","2002/01/05","PMC1121709","",""
"11758522","Cannabinoids in pain management. Spasticity is not the same as pain","Petro DJ.","BMJ. 2001 Nov 24;323(7323):1250; author reply 1250-1.","Petro DJ","BMJ","2001","2002/01/05","","",""
"11758521","Cannabinoids in pain management. Few well controlled trials of cannabis exist for systemic review","Iversen L.","BMJ. 2001 Nov 24;323(7323):1250; author reply 1250-1.","Iversen L","BMJ","2001","2002/01/05","","",""
"11758520","Cannabinoids in pain management. Cannabinoid receptor agonists will soon find their place in modern medicine","Grotenhermen F.","BMJ. 2001 Nov 24;323(7323):1250-1.","Grotenhermen F","BMJ","2001","2002/01/05","","",""
"11758519","Withdrawing life sustaining treatment and euthanasia debate. Neuromuscular blockade must be used with adequate sedation and analgesia","Waite A.","BMJ. 2001 Nov 24;323(7323):1249.","Waite A","BMJ","2001","2002/01/05","","",""
"11758518","Withdrawing life sustaining treatment and euthanasia debate. Role of paralysis during withdrawal of care needs clarifying, not polarising","Bell MD.","BMJ. 2001 Nov 24;323(7323):1249.","Bell MD","BMJ","2001","2002/01/05","","",""
"11758517","Withdrawing life sustaining treatment and euthanasia debate. Double effect is different from euthanasia","McIntosh N.","BMJ. 2001 Nov 24;323(7323):1248-9.","McIntosh N","BMJ","2001","2002/01/05","","",""
"11758516","Withdrawing life sustaining treatment and euthanasia debate. Doctrine of double effect should be discarded","Biegler P.","BMJ. 2001 Nov 24;323(7323):1248.","Biegler P","BMJ","2001","2002/01/05","","",""
"11758515","Withdrawing life sustaining treatment and euthanasia debate. Euthanasia may be ethical, but it is not legal","Woodcock T.","BMJ. 2001 Nov 24;323(7323):1248.","Woodcock T","BMJ","2001","2002/01/05","PMC1121705","",""
"11751369","In grandfather's room","Clarfield AM.","BMJ. 2001 Dec 22-29;323(7327):1496-7. doi: 10.1136/bmj.323.7327.1496.","Clarfield AM","BMJ","2001","2001/12/26","PMC1121918","","10.1136/bmj.323.7327.1496"
"11751368","Longevity of screenwriters who win an academy award: longitudinal study","Redelmeier DA, Singh SM.","BMJ. 2001 Dec 22-29;323(7327):1491-6. doi: 10.1136/bmj.323.7327.1491.","Redelmeier DA","BMJ","2001","2001/12/26","PMC61055","","10.1136/bmj.323.7327.1491"
"11751367","""Unwarranted survivals"" and ""anomalous deaths"" from coronary heart disease: prospective survey of general population","McConnachie A, Hunt K, Emslie C, Hart C, Watt G.","BMJ. 2001 Dec 22-29;323(7327):1487-91. doi: 10.1136/bmj.323.7327.1487.","McConnachie A","BMJ","2001","2001/12/26","PMC61054","","10.1136/bmj.323.7327.1487"
"11751366","An inexpensive and edible aid for the diagnosis of puberty in the male: multispecies evaluation of an alternative orchidometer","Bhalla P, Williams G.","BMJ. 2001 Dec 22-29;323(7327):1486. doi: 10.1136/bmj.323.7327.1486.","Bhalla P","BMJ","2001","2001/12/26","PMC61053","","10.1136/bmj.323.7327.1486"
"11751365","The World Health Organization and the prevention of road injuries: phone book analysis","Roberts I, Hosford T, Edwards P.","BMJ. 2001 Dec 22-29;323(7327):1485. doi: 10.1136/bmj.323.7327.1485.","Roberts I","BMJ","2001","2001/12/26","PMC61052","","10.1136/bmj.323.7327.1485"
"11751364","Dramaturgical study of meetings between general practitioners and representatives of pharmaceutical companies; Commentary: dramaturgical model gives valuable insight","Somerset M, Weiss M, Fahey T.","BMJ. 2001 Dec 22-29;323(7327):1481-4. doi: 10.1136/bmj.323.7327.1481.","Somerset M","BMJ","2001","2001/12/26","PMC61051","","10.1136/bmj.323.7327.1481"
"11751363","Christiaan Barnard: his first transplants and their impact on concepts of death","Hoffenberg R.","BMJ. 2001 Dec 22-29;323(7327):1478-80. doi: 10.1136/bmj.323.7327.1478.","Hoffenberg R","BMJ","2001","2001/12/26","PMC1121917","","10.1136/bmj.323.7327.1478"
"11751362","One of the oldest cases of schizophrenia in Gogol's Diary of a Madman","Altschuler EL.","BMJ. 2001 Dec 22-29;323(7327):1475-7. doi: 10.1136/bmj.323.7327.1475.","Altschuler EL","BMJ","2001","2001/12/26","PMC1121915","","10.1136/bmj.323.7327.1475"
"11751361","The twenty-krone piece","Treves F.","BMJ. 2001 Dec 22-29;323(7327):1474-5. doi: 10.1136/bmj.323.7327.1474.","Treves F","BMJ","2001","2001/12/26","PMC1121914","","10.1136/bmj.323.7327.1474"
"11751360","Postmortems on the kitchen table","Hollman A.","BMJ. 2001 Dec 22-29;323(7327):1472-3. doi: 10.1136/bmj.323.7327.1472.","Hollman A","BMJ","2001","2001/12/26","PMC1121913","","10.1136/bmj.323.7327.1472"
"11751359","Death and miasma in Victorian London: an obstinate belief","Halliday S.","BMJ. 2001 Dec 22-29;323(7327):1469-71. doi: 10.1136/bmj.323.7327.1469.","Halliday S","BMJ","2001","2001/12/26","PMC1121911","","10.1136/bmj.323.7327.1469"
"11751358","Casting and drawing lots: a time honoured way of dealing with uncertainty and ensuring fairness","Silverman WA, Chalmers I.","BMJ. 2001 Dec 22-29;323(7327):1467-8. doi: 10.1136/bmj.323.7327.1467.","Silverman WA","BMJ","2001","2001/12/26","PMC1121910","","10.1136/bmj.323.7327.1467"
"11751357","A practical guide to informed consent to treatment","Oxman AD, Chalmers I, Sackett DL.","BMJ. 2001 Dec 22-29;323(7327):1464-6. doi: 10.1136/bmj.323.7327.1464.","Oxman AD","BMJ","2001","2001/12/26","PMC1121908","","10.1136/bmj.323.7327.1464"
"11751356","Wanted---more answers than questions: literature review","David AS.","BMJ. 2001 Dec 22-29;323(7327):1462-3. doi: 10.1136/bmj.323.7327.1462.","David AS","BMJ","2001","2001/12/26","PMC61050","","10.1136/bmj.323.7327.1462"
"11751355","Amount of research interest in rare and common neurological conditions: bibliometric study","Al-Shahi R, Will RG, Warlow CP.","BMJ. 2001 Dec 22-29;323(7327):1461-2. doi: 10.1136/bmj.323.7327.1461.","Al-Shahi R","BMJ","2001","2001/12/26","PMC61049","","10.1136/bmj.323.7327.1461"
"11751354","The A to Z of authorship: analysis of influence of initial letter of surname on order of authorship","Chambers R, Boath E, Chambers S.","BMJ. 2001 Dec 22-29;323(7327):1460-1. doi: 10.1136/bmj.323.7327.1460.","Chambers R","BMJ","2001","2001/12/26","PMC61048","","10.1136/bmj.323.7327.1460"
"11751353","Confucius School of Medicine: the way to great learning","Lam CL.","BMJ. 2001 Dec 22-29;323(7327):1458-9. doi: 10.1136/bmj.323.7327.1458.","Lam CL","BMJ","2001","2001/12/26","PMC1121905","","10.1136/bmj.323.7327.1458"
"11751352","The Francois Rabelais school of medicine","Anderson J.","BMJ. 2001 Dec 22-29;323(7327):1456-7. doi: 10.1136/bmj.323.7327.1456.","Anderson J","BMJ","2001","2001/12/26","PMC1121903","","10.1136/bmj.323.7327.1456"
"11751351","The renaissance school of general medicine","Peile EB, Easton GP, Olney S.","BMJ. 2001 Dec 22-29;323(7327):1454-5. doi: 10.1136/bmj.323.7327.1454.","Peile EB","BMJ","2001","2001/12/26","PMC1121902","","10.1136/bmj.323.7327.1454"
"11751350","The suprascientific in clinical medicine: a challenge for professor know-all","Konotey-Ahulu FI.","BMJ. 2001 Dec 22-29;323(7327):1452-3. doi: 10.1136/bmj.323.7327.1452.","Konotey-Ahulu FI","BMJ","2001","2001/12/26","PMC1121901","","10.1136/bmj.323.7327.1452"
"11751349","Effects of remote, retroactive intercessory prayer on outcomes in patients with bloodstream infection: randomised controlled trial","Leibovici L.","BMJ. 2001 Dec 22-29;323(7327):1450-1. doi: 10.1136/bmj.323.7327.1450.","Leibovici L","BMJ","2001","2001/12/26","PMC61047","","10.1136/bmj.323.7327.1450"
"11751348","Effect of rosary prayer and yoga mantras on autonomic cardiovascular rhythms: comparative study","Bernardi L, Sleight P, Bandinelli G, Cencetti S, Fattorini L, Wdowczyc-Szulc J, Lagi A.","BMJ. 2001 Dec 22-29;323(7327):1446-9. doi: 10.1136/bmj.323.7327.1446.","Bernardi L","BMJ","2001","2001/12/26","PMC61046","","10.1136/bmj.323.7327.1446"
"11751347","The Hound of the Baskervilles effect: natural experiment on the influence of psychological stress on timing of death","Phillips DP, Liu GC, Kwok K, Jarvinen JR, Zhang W, Abramson IS.","BMJ. 2001 Dec 22-29;323(7327):1443-6. doi: 10.1136/bmj.323.7327.1443.","Phillips DP","BMJ","2001","2001/12/26","PMC61045","","10.1136/bmj.323.7327.1443"
"11751346","Death in Hollywood","Smith GD.","BMJ. 2001 Dec 22-29;323(7327):1441-2. doi: 10.1136/bmj.323.7327.1441.","Smith GD","BMJ","2001","2001/12/26","PMC1121899","","10.1136/bmj.323.7327.1441"
"11751345","Medical oaths and declarations","Sritharan K, Russell G, Fritz Z, Wong D, Rollin M, Dunning J, Morgan P, Sheehan C.","BMJ. 2001 Dec 22-29;323(7327):1440-1. doi: 10.1136/bmj.323.7327.1440.","Sritharan K","BMJ","2001","2001/12/26","PMC1121898","","10.1136/bmj.323.7327.1440"
"11751344","Alcohol intake: measure for measure","Ferner RE, Chambers J.","BMJ. 2001 Dec 22-29;323(7327):1439-40. doi: 10.1136/bmj.323.7327.1439.","Ferner RE","BMJ","2001","2001/12/26","PMC1121897","","10.1136/bmj.323.7327.1439"
"11751343","Income, health, and the National Lottery","Rodgers A.","BMJ. 2001 Dec 22-29;323(7327):1438-9. doi: 10.1136/bmj.323.7327.1438.","Rodgers A","BMJ","2001","2001/12/26","PMC1121896","","10.1136/bmj.323.7327.1438"
"11751342","Britain's gift: a ""Medline"" of synthesised evidence","Smith R, Chalmers I.","BMJ. 2001 Dec 22-29;323(7327):1437-8. doi: 10.1136/bmj.323.7327.1437.","Smith R","BMJ","2001","2001/12/26","PMC1121895","","10.1136/bmj.323.7327.1437"
"11744576","Don't GPs have to be good clinicians any more?","Fogarty A.","BMJ. 2001 Dec 15;323(7326):1429.","Fogarty A","BMJ","2001","2001/12/18","PMC1121874","",""
"11744575","National service frameworks. Framework's claim that GPs should devote more time to preventing coronary heart disease needs scrutiny","Rouse AM.","BMJ. 2001 Dec 15;323(7326):1429.","Rouse AM","BMJ","2001","2001/12/18","PMC1121873","",""
"11744574","Teenage pregnancy is not a public health problem","Lawlor D, Shaw M, Johns S.","BMJ. 2001 Dec 15;323(7326):1428-9.","Lawlor D","BMJ","2001","2001/12/18","PMC1121872","",""
"11744573","Quality of care for people with dementia. Change in attitude is needed","Scott J.","BMJ. 2001 Dec 15;323(7326):1427.","Scott J","BMJ","2001","2001/12/18","PMC1121871","",""
"11744572","Genetics mediate relation of birth weight to childhood IQ","Boomsma DI, van Beijsterveldt CE, Rietveld MJ, Bartels M, van Baal GC.","BMJ. 2001 Dec 15;323(7326):1426-7.","Boomsma DI","BMJ","2001","2001/12/18","PMC1121870","",""
"11744571","Getting consent for necropsies. Perhaps we should seek consent to show necropsies to students","Burton JL.","BMJ. 2001 Dec 15;323(7326):1426.","Burton JL","BMJ","2001","2001/12/18","PMC1121869","",""
"11744570","Monitoring clinical trials. Dissemination of decisions on interim analyses needs wider debate","Bird SM.","BMJ. 2001 Dec 15;323(7326):1424.","Bird SM","BMJ","2001","2001/12/18","PMC1121868","",""
"11744569","What are the effects of the fifth revision of the Declaration of Helsinki?","Tollman SM, Bastian H, Doll R, Hirsch LJ, Guess HA.","BMJ. 2001 Dec 15;323(7326):1417-23. doi: 10.1136/bmj.323.7326.1417.","Tollman SM","BMJ","2001","2001/12/18","PMC1121866","","10.1136/bmj.323.7326.1417"
"11744568","ABC of the upper gastrointestinal tract: Cancer of the stomach and pancreas","Bowles MJ, Benjamin IS.","BMJ. 2001 Dec 15;323(7326):1413-6. doi: 10.1136/bmj.323.7326.1413.","Bowles MJ","BMJ","2001","2001/12/18","PMC1121865","","10.1136/bmj.323.7326.1413"
"11744567","Science, medicine, and the future: Genetics and cardiovascular risk","Day IN, Wilson DI.","BMJ. 2001 Dec 15;323(7326):1409-12. doi: 10.1136/bmj.323.7326.1409.","Day IN","BMJ","2001","2001/12/18","PMC1121864","","10.1136/bmj.323.7326.1409"
"11744566","10-minute consultation: First episode psychosis","Lester H.","BMJ. 2001 Dec 15;323(7326):1408. doi: 10.1136/bmj.323.7326.1408.","Lester H","BMJ","2001","2001/12/18","PMC1121863","","10.1136/bmj.323.7326.1408"
"11744565","Randomised comparison of three methods of administering a screening questionnaire to elderly people: findings from the MRC trial of the assessment and management of older people in the community","Smeeth L, Fletcher AE, Stirling S, Nunes M, Breeze E, Ng E, Bulpitt CJ, Jones D.","BMJ. 2001 Dec 15;323(7326):1403-7. doi: 10.1136/bmj.323.7326.1403.","Smeeth L","BMJ","2001","2001/12/18","PMC60986","","10.1136/bmj.323.7326.1403"
"11744564","The impact of new drugs on management of glaucoma in Scotland: observational study","Bateman DN, Clark R, Azuara-Blanco A, Bain M, Forrest J.","BMJ. 2001 Dec 15;323(7326):1401-2. doi: 10.1136/bmj.323.7326.1401.","Bateman DN","BMJ","2001","2001/12/18","PMC60985","","10.1136/bmj.323.7326.1401"
"11744563","Effect of social class at birth on risk and presentation of schizophrenia: case-control study","Mulvany F, O'Callaghan E, Takei N, Byrne M, Fearon P, Larkin C.","BMJ. 2001 Dec 15;323(7326):1398-401. doi: 10.1136/bmj.323.7326.1398.","Mulvany F","BMJ","2001","2001/12/18","PMC60984","","10.1136/bmj.323.7326.1398"
"11744562","Effect of seeing tobacco use in films on trying smoking among adolescents: cross sectional study","Sargent JD, Beach ML, Dalton MA, Mott LA, Tickle JJ, Ahrens MB, Heatherton TF.","BMJ. 2001 Dec 15;323(7326):1394-7. doi: 10.1136/bmj.323.7326.1394.","Sargent JD","BMJ","2001","2001/12/18","PMC60983","","10.1136/bmj.323.7326.1394"
"11744561","Effects of iron supplementation and anthelmintic treatment on motor and language development of preschool children in Zanzibar: double blind, placebo controlled study","Stoltzfus RJ, Kvalsvig JD, Chwaya HM, Montresor A, Albonico M, Tielsch JM, Savioli L, Pollitt E.","BMJ. 2001 Dec 15;323(7326):1389-93. doi: 10.1136/bmj.323.7326.1389.","Stoltzfus RJ","BMJ","2001","2001/12/18","PMC60982","","10.1136/bmj.323.7326.1389"
"11744560","Doctor wins battle against GMC's decision to strike him off","Dyer C.","BMJ. 2001 Dec 15;323(7326):1388.","Dyer C","BMJ","2001","2001/12/18","PMC1121859","",""
"11744559","Rates of liver cirrhosis rise in England, fall in Europe","Vass A.","BMJ. 2001 Dec 15;323(7326):1388. doi: 10.1136/bmj.323.7326.1388.","Vass A","BMJ","2001","2001/12/18","PMC1121858","","10.1136/bmj.323.7326.1388"
"11744558","Blinding trachoma almost eliminated from Morocco","Ferriman A.","BMJ. 2001 Dec 15;323(7326):1387.","Ferriman A","BMJ","2001","2001/12/18","PMC1121857","",""
"11744557","Doctors sceptical that new policy will greatly increase choice","Ferriman A.","BMJ. 2001 Dec 15;323(7326):1385.","Ferriman A","BMJ","2001","2001/12/18","PMC1121856","",""
"11744556","Head of the Medical Council of India removed for corruption","Sharma R.","BMJ. 2001 Dec 15;323(7326):1385. doi: 10.1136/bmj.323.7326.1385.","Sharma R","BMJ","2001","2001/12/18","PMC1121855","","10.1136/bmj.323.7326.1385"
"11744554","Highest French court awards compensation for ""being born""","Dorozynski A.","BMJ. 2001 Dec 15;323(7326):1384.","Dorozynski A","BMJ","2001","2001/12/18","PMC1121853","",""
"11744553","""Existential"" suffering not a justification for euthanasia","Sheldon T.","BMJ. 2001 Dec 15;323(7326):1384. doi: 10.1136/bmj.323.7326.1384.","Sheldon T","BMJ","2001","2001/12/18","PMC1121852","","10.1136/bmj.323.7326.1384"
"11744552","Review of cancer services shows poor coordination in NHS","Mayor S.","BMJ. 2001 Dec 15;323(7326):1383. doi: 10.1136/bmj.323.7326.1383.","Mayor S","BMJ","2001","2001/12/18","PMC1121851","","10.1136/bmj.323.7326.1383"
"11744551","Hormone replacement therapy and the breast","Dixon JM.","BMJ. 2001 Dec 15;323(7326):1381-2. doi: 10.1136/bmj.323.7326.1381.","Dixon JM","BMJ","2001","2001/12/18","PMC1121850","","10.1136/bmj.323.7326.1381"
"11744550","Updating guidelines on asthma in adults","Delaney B.","BMJ. 2001 Dec 15;323(7326):1380-1. doi: 10.1136/bmj.323.7326.1380.","Delaney B","BMJ","2001","2001/12/18","PMC1121849","","10.1136/bmj.323.7326.1380"
"11744549","Funding medicines for people with multiple sclerosis","Taylor D.","BMJ. 2001 Dec 15;323(7326):1379-80. doi: 10.1136/bmj.323.7326.1379.","Taylor D","BMJ","2001","2001/12/18","PMC1121848","","10.1136/bmj.323.7326.1379"
"11744548","Smoking in teenagers and watching films showing smoking","Glantz SA.","BMJ. 2001 Dec 15;323(7326):1378-9. doi: 10.1136/bmj.323.7326.1378.","Glantz SA","BMJ","2001","2001/12/18","PMC1121847","","10.1136/bmj.323.7326.1378"
"11744547","Iron deficiency and impaired child development","Saloojee H, Pettifor JM.","BMJ. 2001 Dec 15;323(7326):1377-8. doi: 10.1136/bmj.323.7326.1377.","Saloojee H","BMJ","2001","2001/12/18","PMC1121846","","10.1136/bmj.323.7326.1377"
"11739232","Social exclusion must be considered in global terms","Miranda JJ, Farmer P.","BMJ. 2001 Dec 8;323(7325):1370.","Miranda JJ","BMJ","2001","2001/12/12","PMC1121822","",""
"11739231","Law of supply and demand applies in NHS","Heywood T.","BMJ. 2001 Dec 8;323(7325):1370. doi: 10.1136/bmj.323.7325.1370.","Heywood T","BMJ","2001","2001/12/12","PMC1121821","","10.1136/bmj.323.7325.1370"
