PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"24381235","Immigrants and overseas visitors are to be charged for using A&E in England","Kmietowicz Z.","BMJ. 2013 Dec 31;347:f7698. doi: 10.1136/bmj.f7698.","Kmietowicz Z","BMJ","2013","2014/01/02","","","10.1136/bmj.f7698"
"24379220","Spain is planning to introduce restrictions on abortion","García Rada A.","BMJ. 2013 Dec 30;347:f7695. doi: 10.1136/bmj.f7695.","García Rada A","BMJ","2013","2014/01/01","","","10.1136/bmj.f7695"
"24379214","Diagnosis, management, and prevention of rotavirus gastroenteritis in children","Parashar UD, Nelson EA, Kang G.","BMJ. 2013 Dec 30;347:f7204. doi: 10.1136/bmj.f7204.","Parashar UD","BMJ","2013","2014/01/01","PMC5776699","NIHMS923235","10.1136/bmj.f7204"
"24379212","Walking an extra 2000 steps a day reduces cardiovascular events in people at high risk of type 2 diabetes","Mayor S.","BMJ. 2013 Dec 30;347:f7678. doi: 10.1136/bmj.f7678.","Mayor S","BMJ","2013","2014/01/01","","","10.1136/bmj.f7678"
"24374280","Type 2 diabetes triples risk of early menopause, study shows","Mayor S.","BMJ. 2013 Dec 27;347:f7676. doi: 10.1136/bmj.f7676.","Mayor S","BMJ","2013","2013/12/31","","","10.1136/bmj.f7676"
"24368728","Patients with atrial fibrillation have nearly twice the risk of stroke in first 30 days of starting warfarin","Mayor S.","BMJ. 2013 Dec 24;347:f7674. doi: 10.1136/bmj.f7674.","Mayor S","BMJ","2013","2013/12/26","","","10.1136/bmj.f7674"
"24368423","Hypothyroidism is still prevalent in India despite promotion of iodised salt, study shows","Bagcchi S.","BMJ. 2013 Dec 24;347:f7693. doi: 10.1136/bmj.f7693.","Bagcchi S","BMJ","2013","2013/12/26","","","10.1136/bmj.f7693"
"24368341","New guidelines relax blood pressure goals","McCarthy M.","BMJ. 2013 Dec 24;347:f7621. doi: 10.1136/bmj.f7621.","McCarthy M","BMJ","2013","2013/12/26","","","10.1136/bmj.f7621"
"24366858","Importance of lumbar puncture in diagnosing subarachnoid haemorrhage","Uff CE, Harrison C.","BMJ. 2013 Dec 23;347:f7578. doi: 10.1136/bmj.f7578.","Uff CE","BMJ","2013","2013/12/25","","","10.1136/bmj.f7578"
"24366842","Postgraduate medical education and training in the UK","Tooke J.","BMJ. 2013 Dec 23;347:f7604. doi: 10.1136/bmj.f7604.","Tooke J","BMJ","2013","2013/12/25","","","10.1136/bmj.f7604"
"24366821","AbbVie considers harms to be commercially confidential information: sign a petition","Gøtzsche PC.","BMJ. 2013 Dec 23;347:f7569. doi: 10.1136/bmj.f7569.","Gøtzsche PC","BMJ","2013","2013/12/25","","","10.1136/bmj.f7569"
"24366776","Opening hours of general practices in England","Cowling TE, Harris MJ, Soljak MA, Majeed A.","BMJ. 2013 Dec 23;347:f7570. doi: 10.1136/bmj.f7570.","Cowling TE","BMJ","2013","2013/12/25","","","10.1136/bmj.f7570"
"24366715","Complete smoking ban in hospitals compromises compassionate care","Mearns B.","BMJ. 2013 Dec 23;347:f7574. doi: 10.1136/bmj.f7574.","Mearns B","BMJ","2013","2013/12/25","","","10.1136/bmj.f7574"
"24366677","Authors' reply to van Lent and Out","Jones CW, Platts-Mills TF.","BMJ. 2013 Dec 23;347:f7588. doi: 10.1136/bmj.f7588.","Jones CW","BMJ","2013","2013/12/25","","","10.1136/bmj.f7588"
"24366654","Working together to improve the credibility and transparency of clinical research","Mosconi P, Roberto A.","BMJ. 2013 Dec 23;347:f7590. doi: 10.1136/bmj.f7590.","Mosconi P","BMJ","2013","2013/12/25","","","10.1136/bmj.f7590"
"24366617","Add clinical indications to prescription instructions to avoid problems of polypharmacy","Masters NJ.","BMJ. 2013 Dec 23;347:f7496. doi: 10.1136/bmj.f7496.","Masters NJ","BMJ","2013","2013/12/25","","","10.1136/bmj.f7496"
"24366568","Editor's reply to Proctor","Godlee F.","BMJ. 2013 Dec 23;347:f7490. doi: 10.1136/bmj.f7490.","Godlee F","BMJ","2013","2013/12/25","","","10.1136/bmj.f7490"
"24366533","Problems of polypharmacy","Herxheimer A, McGettigan P.","BMJ. 2013 Dec 23;347:f7500. doi: 10.1136/bmj.f7500.","Herxheimer A","BMJ","2013","2013/12/25","","","10.1136/bmj.f7500"
"24366485","Risk of venous thromboembolism in pregnancy and risks from unnecessary investigations must both be minimised","Thachil J.","BMJ. 2013 Dec 23;347:f7498. doi: 10.1136/bmj.f7498.","Thachil J","BMJ","2013","2013/12/25","","","10.1136/bmj.f7498"
"24366409","Improving access to GPs will help reduce pressure on emergency departments, says NHS","O'Dowd A.","BMJ. 2013 Dec 23;347:f7642. doi: 10.1136/bmj.f7642.","O'Dowd A","BMJ","2013","2013/12/25","","","10.1136/bmj.f7642"
"24366375","Policy of banning tobacco funded research is ""antiscience""","Proctor CJ.","BMJ. 2013 Dec 23;347:f7489. doi: 10.1136/bmj.f7489.","Proctor CJ","BMJ","2013","2013/12/25","","","10.1136/bmj.f7489"
"24366342","Risk of missing a retinal tear in patients with vitreous detachment","Herbert EN.","BMJ. 2013 Dec 23;347:f7572. doi: 10.1136/bmj.f7572.","Herbert EN","BMJ","2013","2013/12/25","","","10.1136/bmj.f7572"
"24366284","Authors' reply to Nelson-Piercy and colleagues","Ellis S, Binder A.","BMJ. 2013 Dec 23;347:f7492. doi: 10.1136/bmj.f7492.","Ellis S","BMJ","2013","2013/12/25","","","10.1136/bmj.f7492"
"24366231","Investing in national primary care data is way forward in time of care.data","Hardelid P, Gilbert R.","BMJ. 2013 Dec 23;347:f7509. doi: 10.1136/bmj.f7509.","Hardelid P","BMJ","2013","2013/12/25","","","10.1136/bmj.f7509"
"24366203","Effect of funding source on publication bias is not so clear cut","van Lent M, Out HJ.","BMJ. 2013 Dec 23;347:f7582. doi: 10.1136/bmj.f7582.","van Lent M","BMJ","2013","2013/12/25","","","10.1136/bmj.f7582"
"24366172","Irrational testing for antiphospholipid antibodies","Nelson-Piercy C, Hunt BJ, Khamashta M, Chappell LC.","BMJ. 2013 Dec 23;347:f7491. doi: 10.1136/bmj.f7491.","Nelson-Piercy C","BMJ","2013","2013/12/25","","","10.1136/bmj.f7491"
"24365979","Video abstracts","Ladher N, Jarvies D.","BMJ. 2013 Dec 23;347:f7617. doi: 10.1136/bmj.f7617.","Ladher N","BMJ","2013","2013/12/25","","","10.1136/bmj.f7617"
"24365872","EU nations approve law to overhaul clinical trials","Watson R.","BMJ. 2013 Dec 23;347:f7682. doi: 10.1136/bmj.f7682.","Watson R","BMJ","2013","2013/12/25","","","10.1136/bmj.f7682"
"24365786","NHS chiefs attack health secretary for meddling in health service for political gain","Kmietowicz Z.","BMJ. 2013 Dec 23;347:f7683. doi: 10.1136/bmj.f7683.","Kmietowicz Z","BMJ","2013","2013/12/25","","","10.1136/bmj.f7683"
"24365752","Carcinoma in situ","Bundred N, Dixon JM.","BMJ. 2013 Dec 23;347:f3289. doi: 10.1136/bmj.f3289.","Bundred N","BMJ","2013","2013/12/25","","","10.1136/bmj.f3289"
"24365658","New York City votes to ban e-cigarettes from public places","McCarthy M.","BMJ. 2013 Dec 23;347:f7677. doi: 10.1136/bmj.f7677.","McCarthy M","BMJ","2013","2013/12/25","","","10.1136/bmj.f7677"
"24365636","Max Pemberton: Particularly happy in bed","Pemberton M.","BMJ. 2013 Dec 23;347:f7577. doi: 10.1136/bmj.f7577.","Pemberton M","BMJ","2013","2013/12/25","","","10.1136/bmj.f7577"
"24365540","Improving urgent and emergency care in England","Benger JR, Willett K.","BMJ. 2013 Dec 23;347:f7495. doi: 10.1136/bmj.f7495.","Benger JR","BMJ","2013","2013/12/25","","","10.1136/bmj.f7495"
"24363405","Forensic psychiatrist wins case against her employer","Dyer C.","BMJ. 2013 Dec 20;347:f7627. doi: 10.1136/bmj.f7627.","Dyer C","BMJ","2013","2013/12/24","","","10.1136/bmj.f7627"
"24361858","Many states are ill prepared for infectious disease threats, report finds","McCarthy M.","BMJ. 2013 Dec 20;347:f7652. doi: 10.1136/bmj.f7652.","McCarthy M","BMJ","2013","2013/12/24","","","10.1136/bmj.f7652"
"24361857","Rogue surgeon was allowed to continue operating for years because patients' interests were not put first, report says","Dyer C.","BMJ. 2013 Dec 20;347:f7648. doi: 10.1136/bmj.f7648.","Dyer C","BMJ","2013","2013/12/24","","","10.1136/bmj.f7648"
"24361856","Screening propaganda: the television shows that gave harms second billing","McCartney M.","BMJ. 2013 Dec 20;347:f7643. doi: 10.1136/bmj.f7643.","McCartney M","BMJ","2013","2013/12/24","","","10.1136/bmj.f7643"
"24361855","Clinical commissioners rebuke criticism of NHS","Parsons V.","BMJ. 2013 Dec 20;347:f7632. doi: 10.1136/bmj.f7632.","Parsons V","BMJ","2013","2013/12/24","","","10.1136/bmj.f7632"
"24361854","Air pollution as a carcinogen","Bhaskaran K, Armstrong B, Wilkinson P, Haines A.","BMJ. 2013 Dec 20;347:f7607. doi: 10.1136/bmj.f7607.","Bhaskaran K","BMJ","2013","2013/12/24","","","10.1136/bmj.f7607"
"24361721","BMA urges caution over MPs' request to collect data on patients addicted to prescription drugs","O'Dowd A.","BMJ. 2013 Dec 20;347:f7649. doi: 10.1136/bmj.f7649.","O'Dowd A","BMJ","2013","2013/12/24","","","10.1136/bmj.f7649"
"24361720","Investigate death of British doctor in Syria, say campaigners","Arie S.","BMJ. 2013 Dec 20;347:f7647. doi: 10.1136/bmj.f7647.","Arie S","BMJ","2013","2013/12/24","","","10.1136/bmj.f7647"
"24361719","Improved liaison psychiatry services could save the NHS millions, says report","Stone-Brown K.","BMJ. 2013 Dec 20;347:f7641. doi: 10.1136/bmj.f7641.","Stone-Brown K","BMJ","2013","2013/12/24","","","10.1136/bmj.f7641"
"24361718","Scotland and the public health politics of independence","Smith KE, Collin J.","BMJ. 2013 Dec 20;347:f7595. doi: 10.1136/bmj.f7595.","Smith KE","BMJ","2013","2013/12/24","","","10.1136/bmj.f7595"
"24361526","Promotion of electronic cigarettes: tobacco marketing reinvented?","de Andrade M, Hastings G, Angus K.","BMJ. 2013 Dec 21;347:f7473. doi: 10.1136/bmj.f7473.","de Andrade M","BMJ","2013","2013/12/24","","","10.1136/bmj.f7473"
"24357792","Liverpool care pathway was made a scapegoat, says palliative care consultant","Kmietowicz Z.","BMJ. 2013 Dec 19;347:f7559. doi: 10.1136/bmj.f7559.","Kmietowicz Z","BMJ","2013","2013/12/21","","","10.1136/bmj.f7559"
"24355614","Effect of socioeconomic disparities on incidence of dementia among biracial older adults: prospective study","Yaffe K, Falvey C, Harris TB, Newman A, Satterfield S, Koster A, Ayonayon H, Simonsick E; Health ABC Study.","Version 2. BMJ. 2013 Dec 19;347:f7051. doi: 10.1136/bmj.f7051.","Yaffe K","BMJ","2013","2013/12/21","PMC3898154","","10.1136/bmj.f7051"
"24355581","EU agrees rules to allow most e-cigarettes to be sold as consumer products","Kmietowicz Z.","BMJ. 2013 Dec 19;347:f7630. doi: 10.1136/bmj.f7630.","Kmietowicz Z","BMJ","2013","2013/12/21","","","10.1136/bmj.f7630"
"24355580","Deprivation is restored to funding formula for commissioning groups","Limb M.","BMJ. 2013 Dec 19;347:f7626. doi: 10.1136/bmj.f7626.","Limb M","BMJ","2013","2013/12/21","","","10.1136/bmj.f7626"
"24355579","Cancer incidence and mortality continue to fall in US, report finds","McCarthy M.","BMJ. 2013 Dec 19;347:f7623. doi: 10.1136/bmj.f7623.","McCarthy M","BMJ","2013","2013/12/21","","","10.1136/bmj.f7623"
"24355578","Bad medicine: restless legs syndrome","Spence D.","BMJ. 2013 Dec 19;347:f7615. doi: 10.1136/bmj.f7615.","Spence D","BMJ","2013","2013/12/21","","","10.1136/bmj.f7615"
"24355541","New and unproved medical devices","Kesselheim AS, Avorn J.","BMJ. 2013 Dec 19;347:f7413. doi: 10.1136/bmj.f7413.","Kesselheim AS","BMJ","2013","2013/12/21","","","10.1136/bmj.f7413"
"24355540","Eat more fibre","Baron RB.","BMJ. 2013 Dec 19;347:f7401. doi: 10.1136/bmj.f7401.","Baron RB","BMJ","2013","2013/12/21","","","10.1136/bmj.f7401"
"24355539","Hospital food can be improved only by legislation","Jenner K.","BMJ. 2013 Dec 19;347:f7300. doi: 10.1136/bmj.f7300.","Jenner K","BMJ","2013","2013/12/21","","","10.1136/bmj.f7300"
"24355538","Primary hip replacement prostheses and their evidence base: systematic review of literature","Kynaston-Pearson F, Ashmore AM, Malak TT, Rombach I, Taylor A, Beard D, Arden NK, Price A, Prieto-Alhambra D, Judge A, Carr AJ, Glyn-Jones S.","Version 2. BMJ. 2013 Dec 19;347:f6956. doi: 10.1136/bmj.f6956.","Kynaston-Pearson F","BMJ","2013","2013/12/21","PMC3898711","","10.1136/bmj.f6956"
"24355537","Dietary fibre intake and risk of cardiovascular disease: systematic review and meta-analysis","Threapleton DE, Greenwood DC, Evans CE, Cleghorn CL, Nykjaer C, Woodhead C, Cade JE, Gale CP, Burley VJ.","Version 2. BMJ. 2013 Dec 19;347:f6879. doi: 10.1136/bmj.f6879.","Threapleton DE","BMJ","2013","2013/12/21","PMC3898422","","10.1136/bmj.f6879"
"24355391","Two Staffordshire hospitals to remain open under rescue plan","Dyer C.","BMJ. 2013 Dec 19;347:f7619. doi: 10.1136/bmj.f7619.","Dyer C","BMJ","2013","2013/12/21","","","10.1136/bmj.f7619"
"24355390","Lack of funding could undermine UK antibiotic resistance strategy, say experts","O'Dowd A.","BMJ. 2013 Dec 19;347:f7618. doi: 10.1136/bmj.f7618.","O'Dowd A","BMJ","2013","2013/12/21","","","10.1136/bmj.f7618"
"24355389","Stop sitting on the fence: recommendations are essential to informed decision making","Sarela AI.","BMJ. 2013 Dec 19;347:f7600. doi: 10.1136/bmj.f7600.","Sarela AI","BMJ","2013","2013/12/21","","","10.1136/bmj.f7600"
"24355388","Volunteer doctors start a clinic for the marginalized of New York City","Davies E.","BMJ. 2013 Dec 19;347:f7586. doi: 10.1136/bmj.f7586.","Davies E","BMJ","2013","2013/12/21","","","10.1136/bmj.f7586"
"24355387","The robotic surgery monopoly is a poor deal","Trehan A, Dunn TJ.","BMJ. 2013 Dec 19;347:f7470. doi: 10.1136/bmj.f7470.","Trehan A","BMJ","2013","2013/12/21","","","10.1136/bmj.f7470"
"24355386","Drugs for neuropathic pain","Kalso E, Aldington DJ, Moore RA.","BMJ. 2013 Dec 19;347:f7339. doi: 10.1136/bmj.f7339.","Kalso E","BMJ","2013","2013/12/21","","","10.1136/bmj.f7339"
"24353156","Escalating criminal and civil violations: pharma has corporate integrity? Not really","Wolfe SM.","BMJ. 2013 Dec 18;347:f7507. doi: 10.1136/bmj.f7507.","Wolfe SM","BMJ","2013","2013/12/20","","","10.1136/bmj.f7507"
"24353115","Thousands of NHS staff made redundant have been rehired despite large payoffs","O'Dowd A.","BMJ. 2013 Dec 18;347:f7606. doi: 10.1136/bmj.f7606.","O'Dowd A","BMJ","2013","2013/12/20","","","10.1136/bmj.f7606"
"24353106","Care Bill could lead to ""backdoor"" reconfiguration of NHS services, says BMA","Dyer C.","BMJ. 2013 Dec 18;347:f7597. doi: 10.1136/bmj.f7597.","Dyer C","BMJ","2013","2013/12/20","","","10.1136/bmj.f7597"
"24353105","UK cancer death rates drop by more than a fifth over 20 years","Wise J.","BMJ. 2013 Dec 18;347:f7591. doi: 10.1136/bmj.f7591.","Wise J","BMJ","2013","2013/12/20","","","10.1136/bmj.f7591"
"24353104","Doctors need to take the lead on poverty's effects on health","Taylor-Robinson D, Harrison D, Whitehead M, Barr B.","BMJ. 2013 Dec 18;347:f7540. doi: 10.1136/bmj.f7540.","Taylor-Robinson D","BMJ","2013","2013/12/20","","","10.1136/bmj.f7540"
"24353103","Medical education companies got $170m in grants from 14 drug firms in 2010, study finds","Kmietowicz Z.","BMJ. 2013 Dec 18;347:f7534. doi: 10.1136/bmj.f7534.","Kmietowicz Z","BMJ","2013","2013/12/20","","","10.1136/bmj.f7534"
"24353102","Can India save its Parsi community with assisted reproduction?","D'Silva J.","BMJ. 2013 Dec 18;347:f7530. doi: 10.1136/bmj.f7530.","D'Silva J","BMJ","2013","2013/12/20","","","10.1136/bmj.f7530"
"24353101","The year of Francis","Delamothe T.","BMJ. 2013 Dec 18;347:f7502. doi: 10.1136/bmj.f7502.","Delamothe T","BMJ","2013","2013/12/20","","","10.1136/bmj.f7502"
"24353100","The Cochrane collaboration at 20","Smith R.","BMJ. 2013 Dec 18;347:f7383. doi: 10.1136/bmj.f7383.","Smith R","BMJ","2013","2013/12/20","","","10.1136/bmj.f7383"
"24353099","A prophet to modern medicine: Ernest Amory Codman","Hicks CW, Makary MA.","BMJ. 2013 Dec 18;347:f7368. doi: 10.1136/bmj.f7368.","Hicks CW","BMJ","2013","2013/12/20","","","10.1136/bmj.f7368"
"24352939","Prohibition on assisting a suicide is interference with rights of severely disabled people, UK Supreme Court is told","Dyer C.","BMJ. 2013 Dec 18;347:f7589. doi: 10.1136/bmj.f7589.","Dyer C","BMJ","2013","2013/12/20","","","10.1136/bmj.f7589"
"24344239","Breast infection","Dixon JM.","BMJ. 2013 Dec 16;347:f3291. doi: 10.1136/bmj.f3291.","Dixon JM","BMJ","2013","2013/12/18","","","10.1136/bmj.f3291"
"24344236","GP commissioners fund urgent care in bid to prevent winter crises","Kmietowicz Z.","BMJ. 2013 Dec 16;347:f7480. doi: 10.1136/bmj.f7480.","Kmietowicz Z","BMJ","2013","2013/12/18","","","10.1136/bmj.f7480"
"24343154","Founder of PIP breast implant company gets four year prison sentence","Benkimoun P.","BMJ. 2013 Dec 16;347:f7528. doi: 10.1136/bmj.f7528.","Benkimoun P","BMJ","2013","2013/12/18","","","10.1136/bmj.f7528"
"24343113","Lack of evidence for clinical and health policy decisions","Tunis SR.","BMJ. 2013 Dec 16;347:f7155. doi: 10.1136/bmj.f7155.","Tunis SR","BMJ","2013","2013/12/18","","","10.1136/bmj.f7155"
"24343058","Betel quid chewing is responsible for half of oral cancer cases in India, finds study","Travasso C.","BMJ. 2013 Dec 16;347:f7536. doi: 10.1136/bmj.f7536.","Travasso C","BMJ","2013","2013/12/18","","","10.1136/bmj.f7536"
"24343029","NHS medical director sets out detail of seven day working","Hawkes N.","BMJ. 2013 Dec 16;347:f7555. doi: 10.1136/bmj.f7555.","Hawkes N","BMJ","2013","2013/12/18","","","10.1136/bmj.f7555"
"24342970","New Zealand prostate cancer awareness programme is likely to increase unnecessary PSA testing, critics say","Brill D.","BMJ. 2013 Dec 16;347:f7537. doi: 10.1136/bmj.f7537.","Brill D","BMJ","2013","2013/12/18","","","10.1136/bmj.f7537"
"24342963","Authors' reply to Kolstad and colleagues","Hansell AL, Ghosh RE, Elliott P.","BMJ. 2013 Dec 16;347:f7464. doi: 10.1136/bmj.f7464.","Hansell AL","BMJ","2013","2013/12/18","","","10.1136/bmj.f7464"
"24342926","Test providers should anticipate incidental and secondary findings, says US bioethics commission","Roehr B.","BMJ. 2013 Dec 16;347:f7525. doi: 10.1136/bmj.f7525.","Roehr B","BMJ","2013","2013/12/18","","","10.1136/bmj.f7525"
"24342917","Doctors need clear guidance, support, and advice from the GMC on relationships with patients","Holman R.","BMJ. 2013 Dec 16;347:f7425. doi: 10.1136/bmj.f7425.","Holman R","BMJ","2013","2013/12/18","","","10.1136/bmj.f7425"
"24342876","Executive functioning affects health behaviour in older people too","McMinn D, Allan J, Daly M.","BMJ. 2013 Dec 16;347:f7440. doi: 10.1136/bmj.f7440.","McMinn D","BMJ","2013","2013/12/18","","","10.1136/bmj.f7440"
"24342873","Readmission rates","Drozda JP Jr.","BMJ. 2013 Dec 16;347:f7478. doi: 10.1136/bmj.f7478.","Drozda JP Jr","BMJ","2013","2013/12/18","","","10.1136/bmj.f7478"
"24342798","To boldly go ""brain training""","Caan W.","BMJ. 2013 Dec 16;347:f7441. doi: 10.1136/bmj.f7441.","Caan W","BMJ","2013","2013/12/18","","","10.1136/bmj.f7441"
"24342776","Fasten your seatbelts for integrated care","Hawkes N.","BMJ. 2013 Dec 16;347:f7487. doi: 10.1136/bmj.f7487.","Hawkes N","BMJ","2013","2013/12/18","","","10.1136/bmj.f7487"
"24342743","Authors' reply to McMinn and colleagues and Caan","Marteau TM, Hall PA.","BMJ. 2013 Dec 16;347:f7442. doi: 10.1136/bmj.f7442.","Marteau TM","BMJ","2013","2013/12/18","","","10.1136/bmj.f7442"
"24342737","Causes and patterns of readmissions in patients with common comorbidities: retrospective cohort study","Donzé J, Lipsitz S, Bates DW, Schnipper JL.","Version 2. BMJ. 2013 Dec 16;347:f7171. doi: 10.1136/bmj.f7171.","Donzé J","BMJ","2013","2013/12/18","PMC3898702","","10.1136/bmj.f7171"
"24342714","We must unite against health law that threatens medical neutrality in Turkey","Iacopino V, Nathanson V, Kloiber O, Sheather J, Heisler M, Dunevant D, Young E, Moreno A, Nee E, Haikerwal M, Mungherera M, Beger B, Fjeldsted K, Montgomery FU.","BMJ. 2013 Dec 16;347:f7472. doi: 10.1136/bmj.f7472.","Iacopino V","BMJ","2013","2013/12/18","","","10.1136/bmj.f7472"
"24342712","Doubling of spending on dementia research by 2025 is inadequate, say experts","Hawkes N.","BMJ. 2013 Dec 16;347:f7529. doi: 10.1136/bmj.f7529.","Hawkes N","BMJ","2013","2013/12/18","","","10.1136/bmj.f7529"
"24342630","Deciding authorship order","Brennan PM, Jubb A, Baillie JK, Partridge RW.","BMJ. 2013 Dec 16;347:f7182. doi: 10.1136/bmj.f7182.","Brennan PM","BMJ","2013","2013/12/18","","","10.1136/bmj.f7182"
"24342628","Overall health of Americans seems to be improving, report finds","McCarthy M.","BMJ. 2013 Dec 16;347:f7526. doi: 10.1136/bmj.f7526.","McCarthy M","BMJ","2013","2013/12/18","","","10.1136/bmj.f7526"
"24342541","Whether noise exposure causes stroke or hypertension is still not known","Kolstad HA, Stokholm ZA, Hansen AM, Christensen KL, Bonde JP.","BMJ. 2013 Dec 16;347:f7444. doi: 10.1136/bmj.f7444.","Kolstad HA","BMJ","2013","2013/12/18","","","10.1136/bmj.f7444"
"24342501","Good research is essential for service improvement","Marshall M, Allwood D.","BMJ. 2013 Dec 16;347:f7431. doi: 10.1136/bmj.f7431.","Marshall M","BMJ","2013","2013/12/18","","","10.1136/bmj.f7431"
"24342461","The real reasons for measuring patient reported outcomes","Vallance-Owen AJ.","BMJ. 2013 Dec 16;347:f7437. doi: 10.1136/bmj.f7437.","Vallance-Owen AJ","BMJ","2013","2013/12/18","","","10.1136/bmj.f7437"
"24342429","Calling ""time"" on the GMC's investigations into complaints against doctors","Lees CC.","BMJ. 2013 Dec 16;347:f7426. doi: 10.1136/bmj.f7426.","Lees CC","BMJ","2013","2013/12/18","","","10.1136/bmj.f7426"
"24342353","Prioritising ward rounds would improve junior doctors' experience and patient care","Price CE.","BMJ. 2013 Dec 16;347:f7427. doi: 10.1136/bmj.f7427.","Price CE","BMJ","2013","2013/12/18","","","10.1136/bmj.f7427"
"24342263","Reducing overdiagnosis and disease mongering in ADHD in Lombardy","Bonati M, Reale L.","BMJ. 2013 Dec 16;347:f7474. doi: 10.1136/bmj.f7474.","Bonati M","BMJ","2013","2013/12/18","","","10.1136/bmj.f7474"
"24342221","New advice on switching antiepileptic drugs might be a false economy","Holmes E, Plumpton C, Duerden M, Marson T, Hughes D.","BMJ. 2013 Dec 16;347:f7471. doi: 10.1136/bmj.f7471.","Holmes E","BMJ","2013","2013/12/18","","","10.1136/bmj.f7471"
"24342165","Another case suggesting that the GMC is not fit for purpose","Summerfield DA.","BMJ. 2013 Dec 16;347:f7420. doi: 10.1136/bmj.f7420.","Summerfield DA","BMJ","2013","2013/12/18","","","10.1136/bmj.f7420"
