PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"14467564","Micturition syncope. Report of 24 cases","LYLE CB Jr, MONROE JT Jr, FLINN DE, LAMB LE.","N Engl J Med. 1961 Nov 16;265:982-6. doi: 10.1056/NEJM196111162652004.","LYLE CB Jr","N Engl J Med","1961","1961/11/16","","","10.1056/NEJM196111162652004"
"13916434","Recurrent hypoglycemia and retroperitoneal fibrosarcoma","STAUFFER JM, GRANVILLE GE, LAW SW.","N Engl J Med. 1961 Nov 16;265:979-82. doi: 10.1056/NEJM196111162652003.","STAUFFER JM","N Engl J Med","1961","1961/11/16","","","10.1056/NEJM196111162652003"
"13898355","Comparison of rabies vaccines grown on duck embryo and on nervous tissue. An electroencephalographic study","GIBBS FA, GIBBS EL, CARPENTER PR, SPIES HW.","N Engl J Med. 1961 Nov 16;265:1002-3. doi: 10.1056/NEJM196111162652008.","GIBBS FA","N Engl J Med","1961","1961/11/16","","","10.1056/NEJM196111162652008"
"13888956","Congenital salicylate intoxication--report of a case","EARLE R Jr.","N Engl J Med. 1961 Nov 16;265:1003-4. doi: 10.1056/NEJM196111162652009.","EARLE R Jr","N Engl J Med","1961","1961/11/16","","","10.1056/NEJM196111162652009"
"13882716","Half a century of running. Clinical, physiologic and autopsy findings in the case of Clarence DeMar (""Mr. Marathon"")","CURRENS JH, WHITE PD.","N Engl J Med. 1961 Nov 16;265:988-93. doi: 10.1056/NEJM196111162652006.","CURRENS JH","N Engl J Med","1961","1961/11/16","","","10.1056/NEJM196111162652006"
"13876764","Pheochromocytoma with acute tubular necrosis. Report of a case","CARPENTER AA, KUNIN AS.","N Engl J Med. 1961 Nov 16;265:986-8. doi: 10.1056/NEJM196111162652005.","CARPENTER AA","N Engl J Med","1961","1961/11/16","","","10.1056/NEJM196111162652005"
"14493834","A study of the effect of vitamin C and of an antihistaminic drug on gingival hyperplasia occuring in patients receiving diphenylhydantoin sodium","ROSE JH Jr, BUFFALOE WJ, DUNHAM RM.","N Engl J Med. 1961 Nov 9;265:932-5. doi: 10.1056/NEJM196111092651904.","ROSE JH Jr","N Engl J Med","1961","1961/11/09","","","10.1056/NEJM196111092651904"
"14450213","Observations on mask pressure achieved with the Kreiselman infant resuscitator","HUSTEAD RF, AVERY ME.","N Engl J Med. 1961 Nov 9;265:939-41. doi: 10.1056/NEJM196111092651906.","HUSTEAD RF","N Engl J Med","1961","1961/11/09","","","10.1056/NEJM196111092651906"
"13921365","Parenchymal siderosis in patients with cirrhosis after portasystemic-shunt surgery","TISDALE WA.","N Engl J Med. 1961 Nov 9;265:928-32. doi: 10.1056/NEJM196111092651903.","TISDALE WA","N Engl J Med","1961","1961/11/09","","","10.1056/NEJM196111092651903"
"13892768","Artifactual hypoglycemia associated with leukemia","FIELD JB, WILLIAMS HE.","N Engl J Med. 1961 Nov 9;265:946-8. doi: 10.1056/NEJM196111092651908.","FIELD JB","N Engl J Med","1961","1961/11/09","","","10.1056/NEJM196111092651908"
"13892591","Renal tubular acidosis and renal potassium wasting acquired as a result of hypercalcemic nephropathy","FERRIS T, KASHGARIAN M, LEVITIN H, BRANDT I, EPSTEIN FH.","N Engl J Med. 1961 Nov 9;265:924-8. doi: 10.1056/NEJM196111092651902.","FERRIS T","N Engl J Med","1961","1961/11/09","","","10.1056/NEJM196111092651902"
"13878174","The treatment of hyperthyroidism","CHAPMAN EM.","N Engl J Med. 1961 Nov 9;265:948-51 concl. doi: 10.1056/NEJM196111092651909.","CHAPMAN EM","N Engl J Med","1961","1961/11/09","","","10.1056/NEJM196111092651909"
"13873321","Pulmonary alveolar proteinosis. Remission after therapy with trypsin and chymotrypsin","BRODSKY I, MAYOCK RL.","N Engl J Med. 1961 Nov 9;265:935-8. doi: 10.1056/NEJM196111092651905.","BRODSKY I","N Engl J Med","1961","1961/11/09","","","10.1056/NEJM196111092651905"
"13870750","Significance and nature of inclusion-bearing cells in the urine of patients with measles","BOLANDE RP.","N Engl J Med. 1961 Nov 9;265:919-23. doi: 10.1056/NEJM196111092651901.","BOLANDE RP","N Engl J Med","1961","1961/11/09","","","10.1056/NEJM196111092651901"
"14491362","Reversal of blood flow through the vertebral artery and its effect on cerebral circulation","REIVICH M, HOLLING HE, ROBERTS B, TOOLE JF.","N Engl J Med. 1961 Nov 2;265:878-85. doi: 10.1056/NEJM196111022651804.","REIVICH M","N Engl J Med","1961","1961/11/02","","","10.1056/NEJM196111022651804"
"14477844","Thrombotic disorders with increased levels of antiplasmin and antiplasminogen","NAEYE RL.","N Engl J Med. 1961 Nov 2;265:867-71. doi: 10.1056/NEJM196111022651801.","NAEYE RL","N Engl J Med","1961","1961/11/02","","","10.1056/NEJM196111022651801"
"14008091","Serial development of teeth in an ovarian teratoma. A thirteen-year x-ray record","WOLLIN E, OZONOFF MB.","N Engl J Med. 1961 Nov 2;265:897-8. doi: 10.1056/NEJM196111022651807.","WOLLIN E","N Engl J Med","1961","1961/11/02","","","10.1056/NEJM196111022651807"
"14006536","The ecology of medical care","WHITE KL, WILLIAMS TF, GREENBERG BG.","N Engl J Med. 1961 Nov 2;265:885-92. doi: 10.1056/NEJM196111022651805.","WHITE KL","N Engl J Med","1961","1961/11/02","","","10.1056/NEJM196111022651805"
"13911909","Hazards to health: management of head injuries","SHILLITO J Jr.","N Engl J Med. 1961 Nov 2;265:898-900. doi: 10.1056/NEJM196111022651808.","SHILLITO J Jr","N Engl J Med","1961","1961/11/02","","","10.1056/NEJM196111022651808"
"13865767","Calcification of the ear cartilage associated with the hypercalcemia of sarcoidosis. Report of a case","BATSON JM.","N Engl J Med. 1961 Nov 2;265:876-7. doi: 10.1056/NEJM196111022651803.","BATSON JM","N Engl J Med","1961","1961/11/02","","","10.1056/NEJM196111022651803"
"13859394","Copper metabolism in man","ADELSTEIN SJ, VALLEE BL.","N Engl J Med. 1961 Nov 2;265:892-7 contd. doi: 10.1056/NEJM196111022651806.","ADELSTEIN SJ","N Engl J Med","1961","1961/11/02","","","10.1056/NEJM196111022651806"
"14488063","Serologic and immunohistochemical study of human and experimental thyroiditis","PORTER DD, FENNELL RH Jr.","N Engl J Med. 1961 Oct 26;265:830-4. doi: 10.1056/NEJM196110262651704.","PORTER DD","N Engl J Med","1961","1961/10/26","","","10.1056/NEJM196110262651704"
"14449614","""Early"" versus ""late"" feeding of infants of diabetic mothers","HUBBELL JP Jr, DRORBAUGH JE, RUDOLPH AJ, AULD PA, CHERRY RB, SMITH CA.","N Engl J Med. 1961 Oct 26;265:835-7. doi: 10.1056/NEJM196110262651705.","HUBBELL JP Jr","N Engl J Med","1961","1961/10/26","","","10.1056/NEJM196110262651705"
"14038684","Progressive multifocal leukoencephalopathy","RICHARDSON EP Jr.","N Engl J Med. 1961 Oct 26;265:815-23. doi: 10.1056/NEJM196110262651701.","RICHARDSON EP Jr","N Engl J Med","1961","1961/10/26","","","10.1056/NEJM196110262651701"
"14036238","Evaluation of the Kveim reaction as a diagnostic test for sarcoidosis","HIRSCH JG, COHN ZA, MORSE SI, SCHAEDLER RW, SILTZBACH LE, ELLIS JT, CHASE MW.","N Engl J Med. 1961 Oct 26;265:827-30. doi: 10.1056/NEJM196110262651703.","HIRSCH JG","N Engl J Med","1961","1961/10/26","","","10.1056/NEJM196110262651703"
"13915002","Oral moniliasis complicating combined broad-spectrum-antibiotic and antifungal therapy","SOLOMON P.","N Engl J Med. 1961 Oct 26;265:847-8. doi: 10.1056/NEJM196110262651708.","SOLOMON P","N Engl J Med","1961","1961/10/26","","","10.1056/NEJM196110262651708"
"13913279","Chlorpropamide in patients on high insulin dosage","SINGER DL, STEWART RC, HURWITZ D.","N Engl J Med. 1961 Oct 26;265:823-6. doi: 10.1056/NEJM196110262651702.","SINGER DL","N Engl J Med","1961","1961/10/26","","","10.1056/NEJM196110262651702"
"13890271","Parkinson's syndrome","ENGLAND AC Jr, SCHWAB RS.","N Engl J Med. 1961 Oct 26;265:837-44 concl. doi: 10.1056/NEJM196110262651706.","ENGLAND AC Jr","N Engl J Med","1961","1961/10/26","","","10.1056/NEJM196110262651706"
"13878172","Current concepts in therapy: the treatment of hyperthyroidism","CHAPMAN EM.","N Engl J Med. 1961 Oct 26;265:844-7 contd. doi: 10.1056/NEJM196110262651707.","CHAPMAN EM","N Engl J Med","1961","1961/10/26","","","10.1056/NEJM196110262651707"
"14492856","Of men and mitochondria--intracellular and subcellular acid-base relations","ROBIN ED.","N Engl J Med. 1961 Oct 19;265:780-5. doi: 10.1056/NEJM196110192651605.","ROBIN ED","N Engl J Med","1961","1961/10/19","","","10.1056/NEJM196110192651605"
"14477135","Treatment of intractable heart failure in the presence of complete atrioventicular heart block by the use of the internal cardiac pacemaker. Report of two cases","MULLER OF, BELLET S.","N Engl J Med. 1961 Oct 19;265:768-72. doi: 10.1056/NEJM196110192651602.","MULLER OF","N Engl J Med","1961","1961/10/19","","","10.1056/NEJM196110192651602"
"14469758","Significance of selective vasculitis and the ""bone-marrow"" syndrome in Pseudomonas septicemia","MARGARETTEN W, NAKAI H, LANDING BH.","N Engl J Med. 1961 Oct 19;265:773-6. doi: 10.1056/NEJM196110192651603.","MARGARETTEN W","N Engl J Med","1961","1961/10/19","","","10.1056/NEJM196110192651603"
"14464883","Orchitis, parotitis and meningoencephalitis due to lymphocytic-choriomeningitis virus","LEWIS JM, UTZ JP.","N Engl J Med. 1961 Oct 19;265:776-80. doi: 10.1056/NEJM196110192651604.","LEWIS JM","N Engl J Med","1961","1961/10/19","","","10.1056/NEJM196110192651604"
"13901338","Diagnostic significance of hyperuricemia in arthritis","GRAYZEL AI, LIDDLE L, SEEGMILLER JE.","N Engl J Med. 1961 Oct 19;265:763-8. doi: 10.1056/NEJM196110192651601.","GRAYZEL AI","N Engl J Med","1961","1961/10/19","","","10.1056/NEJM196110192651601"
"13873633","Space-heater hazards","BROWN EW.","N Engl J Med. 1961 Oct 19;265:794-5. doi: 10.1056/NEJM196110192651608.","BROWN EW","N Engl J Med","1961","1961/10/19","","","10.1056/NEJM196110192651608"
"14476667","Preventive effects of isoniazid in the treatment of primary tuberculosis in children","MOUNT FW, FEREBEE SH.","N Engl J Med. 1961 Oct 12;265:713-21. doi: 10.1056/NEJM196110122651501.","MOUNT FW","N Engl J Med","1961","1961/10/12","","","10.1056/NEJM196110122651501"
"14471919","Salvage of a near-transmetacarpal amputation of the hand","MEAGHER SW.","N Engl J Med. 1961 Oct 12;265:741-2. doi: 10.1056/NEJM196110122651506.","MEAGHER SW","N Engl J Med","1961","1961/10/12","","","10.1056/NEJM196110122651506"
"14040163","Experience with portacaval shunt for portal hypertension","WANTZ GE, PAYNE MA.","N Engl J Med. 1961 Oct 12;265:721-8. doi: 10.1056/NEJM196110122651502.","WANTZ GE","N Engl J Med","1961","1961/10/12","","","10.1056/NEJM196110122651502"
"13918783","Alteration of blood on storage: measurement of adhesiveness of ""aging"" platelets and leukocytes and their removal by filtration","SWANK RL.","N Engl J Med. 1961 Oct 12;265:728-33. doi: 10.1056/NEJM196110122651503.","SWANK RL","N Engl J Med","1961","1961/10/12","","","10.1056/NEJM196110122651503"
"13878173","The treatment of hyperthyroidism","CHAPMAN EM.","N Engl J Med. 1961 Oct 12;265:744-5. doi: 10.1056/NEJM196110122651508.","CHAPMAN EM","N Engl J Med","1961","1961/10/12","","","10.1056/NEJM196110122651508"
"13867886","Restoration of kidney functions by splenorenal arterial anastomosis. Report of a case","BERKLEY KM.","N Engl J Med. 1961 Oct 12;265:734-5. doi: 10.1056/NEJM196110122651504.","BERKLEY KM","N Engl J Med","1961","1961/10/12","","","10.1056/NEJM196110122651504"
"14447546","Case records of the Massachusetts General Hospital. Case 72-1961","","N Engl J Med. 1961 Oct 5;265:700-4. doi: 10.1056/NEJM196110052651411.","","N Engl J Med","1961","1961/10/05","","","10.1056/NEJM196110052651411"
"14447545","Case records of the Massachusetts General Hospital. Case 71-1961","","N Engl J Med. 1961 Oct 5;265:696-700. doi: 10.1056/NEJM196110052651410.","","N Engl J Med","1961","1961/10/05","","","10.1056/NEJM196110052651410"
"13783833","A report of congenital heart disease in five members of one family","WEIL MH, ALLENSTEIN BJ.","N Engl J Med. 1961 Oct 5;265:661-7. doi: 10.1056/NEJM196110052651401.","WEIL MH","N Engl J Med","1961","1961/10/05","","","10.1056/NEJM196110052651401"
"13763702","Spontaneous atlantoaxial dislocation. A complication of rheumatoid disease","LOURIE H, STEWART WA.","N Engl J Med. 1961 Oct 5;265:677-81. doi: 10.1056/NEJM196110052651405.","LOURIE H","N Engl J Med","1961","1961/10/05","","","10.1056/NEJM196110052651405"
"13751941","Congenital pericardial defects. Report of a case","KAVANAGH-GRAY D, MUSGROVE E, STANWOOD D.","N Engl J Med. 1961 Oct 5;265:692-4. doi: 10.1056/NEJM196110052651408.","KAVANAGH-GRAY D","N Engl J Med","1961","1961/10/05","","","10.1056/NEJM196110052651408"
"13751696","Acute glomerulonephritis","KASSIRER JP, SCHWARTZ WB.","N Engl J Med. 1961 Oct 5;265:686-92. doi: 10.1056/NEJM196110052651407.","KASSIRER JP","N Engl J Med","1961","1961/10/05","","","10.1056/NEJM196110052651407"
"13750815","Bacteriuria and pyelonephritis of pregnancy. A prospective study of 616 pregnant women","KAITZ AL, HODDER EW.","N Engl J Med. 1961 Oct 5;265:667-72. doi: 10.1056/NEJM196110052651402.","KAITZ AL","N Engl J Med","1961","1961/10/05","","","10.1056/NEJM196110052651402"
"13706504","Combined systemic and topical therapy with metronidazole for vaginal trichomoniasis","GOLDFARB AF.","N Engl J Med. 1961 Oct 5;265:676-7. doi: 10.1056/NEJM196110052651404.","GOLDFARB AF","N Engl J Med","1961","1961/10/05","","","10.1056/NEJM196110052651404"
"13695602","Effects of chlorothiazide on the pancreas","CORNISH AL, McCLELLAN JT, JOHNSTON DH.","N Engl J Med. 1961 Oct 5;265:673-5. doi: 10.1056/NEJM196110052651403.","CORNISH AL","N Engl J Med","1961","1961/10/05","","","10.1056/NEJM196110052651403"
