PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"3683506","Improved survival after acute myocardial infarction","Goldstein MG.","N Engl J Med. 1987 Dec 24;317(26):1665-6. doi: 10.1056/NEJM198712243172612.","Goldstein MG","N Engl J Med","1987","1987/12/24","","","10.1056/NEJM198712243172612"
"3683505","Suppressive therapy with levothyroxine for solitary thyroid nodules","","N Engl J Med. 1987 Dec 24;317(26):1663-5. doi: 10.1056/NEJM198712243172611.","","N Engl J Med","1987","1987/12/24","","","10.1056/NEJM198712243172611"
"3683504","The great American roundup","Visotsky HM.","N Engl J Med. 1987 Dec 24;317(26):1662-3. doi: 10.1056/NEJM198712243172610.","Visotsky HM","N Engl J Med","1987","1987/12/24","","","10.1056/NEJM198712243172610"
"3683503","A fatal thrombotic disorder associated with an acquired inhibitor of protein C","Mitchell CA, Rowell JA, Hau L, Young JP, Salem HH.","N Engl J Med. 1987 Dec 24;317(26):1638-42. doi: 10.1056/NEJM198712243172606.","Mitchell CA","N Engl J Med","1987","1987/12/24","","","10.1056/NEJM198712243172606"
"3683502","Post-traumatic stress disorder in the general population. Findings of the epidemiologic catchment area survey","Helzer JE, Robins LN, McEvoy L.","N Engl J Med. 1987 Dec 24;317(26):1630-4. doi: 10.1056/NEJM198712243172604.","Helzer JE","N Engl J Med","1987","1987/12/24","","","10.1056/NEJM198712243172604"
"3479687","Chromosomal aberrations in a newborn whose mother received cytotoxic treatment during pregnancy","Schleuning M, Clemm C.","N Engl J Med. 1987 Dec 24;317(26):1666-7. doi: 10.1056/nejm198712243172614.","Schleuning M","N Engl J Med","1987","1987/12/24","","","10.1056/nejm198712243172614"
"3479686","Prognostic value of cellular DNA content in acute lymphoblastic leukemia of childhood","Look AT, Roberson PK, Murphy SB.","N Engl J Med. 1987 Dec 24;317(26):1666. doi: 10.1056/NEJM198712243172613.","Look AT","N Engl J Med","1987","1987/12/24","","","10.1056/NEJM198712243172613"
"3479685","Infection of the retina by human immunodeficiency virus type I","Pomerantz RJ, Kuritzkes DR, de la Monte SM, Rota TR, Baker AS, Albert D, Bor DH, Feldman EL, Schooley RT, Hirsch MS.","N Engl J Med. 1987 Dec 24;317(26):1643-7. doi: 10.1056/NEJM198712243172607.","Pomerantz RJ","N Engl J Med","1987","1987/12/24","","","10.1056/NEJM198712243172607"
"3317058","Improving the care of patients with chronic mental illness","Mechanic D, Aiken LH.","N Engl J Med. 1987 Dec 24;317(26):1634-8. doi: 10.1056/NEJM198712243172605.","Mechanic D","N Engl J Med","1987","1987/12/24","","","10.1056/NEJM198712243172605"
"3317057","Coated oral 5-aminosalicylic acid therapy for mildly to moderately active ulcerative colitis. A randomized study","Schroeder KW, Tremaine WJ, Ilstrup DM.","N Engl J Med. 1987 Dec 24;317(26):1625-9. doi: 10.1056/NEJM198712243172603.","Schroeder KW","N Engl J Med","1987","1987/12/24","","","10.1056/NEJM198712243172603"
"3317056","Allogeneic bone marrow transplantation after hyperfractionated total-body irradiation and cyclophosphamide in children with acute leukemia","Brochstein JA, Kernan NA, Groshen S, Cirrincione C, Shank B, Emanuel D, Laver J, O'Reilly RJ.","N Engl J Med. 1987 Dec 24;317(26):1618-24. doi: 10.1056/NEJM198712243172602.","Brochstein JA","N Engl J Med","1987","1987/12/24","","","10.1056/NEJM198712243172602"
"3120010","Improved response of an Rh-positive patient with aplastic anemia to donor platelet transfusions with intravenous anti-D rhesus antibodies","Siemons L, Colpin G, Muylle L, De Bock R, Peetermans ME.","N Engl J Med. 1987 Dec 24;317(26):1667-8. doi: 10.1056/NEJM198712243172615.","Siemons L","N Engl J Med","1987","1987/12/24","","","10.1056/NEJM198712243172615"
"3120009","t-PA and the principles of drug approval","Borer JS.","N Engl J Med. 1987 Dec 24;317(26):1659-61. doi: 10.1056/NEJM198712243172609.","Borer JS","N Engl J Med","1987","1987/12/24","","","10.1056/NEJM198712243172609"
"2960897","A randomized trial of intravenous tissue plasminogen activator for acute myocardial infarction with subsequent randomization to elective coronary angioplasty","Guerci AD, Gerstenblith G, Brinker JA, Chandra NC, Gottlieb SO, Bahr RD, Weiss JL, Shapiro EP, Flaherty JT, Bush DE, et al.","N Engl J Med. 1987 Dec 24;317(26):1613-8. doi: 10.1056/NEJM198712243172601.","Guerci AD","N Engl J Med","1987","1987/12/24","","","10.1056/NEJM198712243172601"
"2825017","Case records of the Massachusetts General Hospital. Weekly clinicopathological exercises. Case 52-1987. A 20-year-old woman with Cushing's disease and a pulmonary nodule","","N Engl J Med. 1987 Dec 24;317(26):1648-58. doi: 10.1056/NEJM198712243172608.","","N Engl J Med","1987","1987/12/24","","","10.1056/NEJM198712243172608"
"2446133","Aminoglycoside effects on voltage-sensitive calcium channels and neurotoxicity","Wagner JA, Snowman AM, Olivera BM, Snyder SH.","N Engl J Med. 1987 Dec 24;317(26):1669. doi: 10.1056/NEJM198712243172618.","Wagner JA","N Engl J Med","1987","1987/12/24","","","10.1056/NEJM198712243172618"
"3683501","The Behrhorst Foundation","","N Engl J Med. 1987 Dec 17;317(25):1606-7. doi: 10.1056/NEJM198712173172516.","","N Engl J Med","1987","1987/12/17","","","10.1056/NEJM198712173172516"
"3683500","Aluminum and dihydropteridine reductase in dialysis patients","","N Engl J Med. 1987 Dec 17;317(25):1604-6. doi: 10.1056/nejm198712173172515.","","N Engl J Med","1987","1987/12/17","","","10.1056/nejm198712173172515"
"3683499","Compensatory enlargement of human atherosclerotic coronary arteries","","N Engl J Med. 1987 Dec 17;317(25):1604. doi: 10.1056/NEJM198712173172514.","","N Engl J Med","1987","1987/12/17","","","10.1056/NEJM198712173172514"
"3683498","Incidence of ambulatory pulmonary embolism","Tuvia J, Pras M.","N Engl J Med. 1987 Dec 17;317(25):1603-4.","Tuvia J","N Engl J Med","1987","1987/12/17","","",""
"3683497","Butyl nitrite in the induction of Kaposi's sarcoma in AIDS","Mirvish SS, Haverkos HW.","N Engl J Med. 1987 Dec 17;317(25):1603. doi: 10.1056/NEJM198712173172513.","Mirvish SS","N Engl J Med","1987","1987/12/17","","","10.1056/NEJM198712173172513"
"3683496","Progressive nemaline (rod) myopathy associated with HIV infection","Dalakas MC, Pezeshkpour GH, Flaherty M.","N Engl J Med. 1987 Dec 17;317(25):1602-3. doi: 10.1056/NEJM198712173172511.","Dalakas MC","N Engl J Med","1987","1987/12/17","","","10.1056/NEJM198712173172511"
"3683495","Geographic variations in mortality from motor vehicle crashes","","N Engl J Med. 1987 Dec 17;317(25):1600-2. doi: 10.1056/NEJM198712173172510.","","N Engl J Med","1987","1987/12/17","","","10.1056/NEJM198712173172510"
"3683494","Powerful prions?","Fields BN.","N Engl J Med. 1987 Dec 17;317(25):1597-8. doi: 10.1056/NEJM198712173172508.","Fields BN","N Engl J Med","1987","1987/12/17","","","10.1056/NEJM198712173172508"
"3683493","Case records of the Massachusetts General Hospital. Weekly clinicopathological exercises. Case 51-1987. Progressive abdominal distention in a 51-year-old woman with polycythemia vera","","N Engl J Med. 1987 Dec 17;317(25):1587-96. doi: 10.1056/NEJM198712173172507.","","N Engl J Med","1987","1987/12/17","","","10.1056/NEJM198712173172507"
"3500414","Effects of recombinant human granulocyte-macrophage colony-stimulating factor in patients with myelodysplastic syndromes","Vadhan-Raj S, Keating M, LeMaistre A, Hittelman WN, McCredie K, Trujillo JM, Broxmeyer HE, Henney C, Gutterman JU.","N Engl J Med. 1987 Dec 17;317(25):1545-52. doi: 10.1056/NEJM198712173172501.","Vadhan-Raj S","N Engl J Med","1987","1987/12/17","","","10.1056/NEJM198712173172501"
"3479684","Paraneoplastic syndromes: a window on the biology of cancer","Abeloff MD.","N Engl J Med. 1987 Dec 17;317(25):1598-600. doi: 10.1056/NEJM198712173172509.","Abeloff MD","N Engl J Med","1987","1987/12/17","","","10.1056/NEJM198712173172509"
"3317055","Prions and neurodegenerative diseases","Prusiner SB.","N Engl J Med. 1987 Dec 17;317(25):1571-81. doi: 10.1056/NEJM198712173172505.","Prusiner SB","N Engl J Med","1987","1987/12/17","","","10.1056/NEJM198712173172505"
"3317054","High-dose corticosteroids in patients with the adult respiratory distress syndrome","Bernard GR, Luce JM, Sprung CL, Rinaldo JE, Tate RM, Sibbald WJ, Kariman K, Higgins S, Bradley R, Metz CA, et al.","N Engl J Med. 1987 Dec 17;317(25):1565-70. doi: 10.1056/NEJM198712173172504.","Bernard GR","N Engl J Med","1987","1987/12/17","","","10.1056/NEJM198712173172504"
"3317053","Failure of nocturnal hypoglycemia to cause fasting hyperglycemia in patients with insulin-dependent diabetes mellitus","Tordjman KM, Havlin CE, Levandoski LA, White NH, Santiago JV, Cryer PE.","N Engl J Med. 1987 Dec 17;317(25):1552-9. doi: 10.1056/NEJM198712173172502.","Tordjman KM","N Engl J Med","1987","1987/12/17","","","10.1056/NEJM198712173172502"
"3120008","Splenic reticuloendothelial function after splenectomy, spleen repair, and spleen autotransplantation","Traub A, Giebink GS, Smith C, Kuni CC, Brekke ML, Edlund D, Perry JF.","N Engl J Med. 1987 Dec 17;317(25):1559-64. doi: 10.1056/NEJM198712173172503.","Traub A","N Engl J Med","1987","1987/12/17","","","10.1056/NEJM198712173172503"
"2825016","Melanoma, growth factors, acanthosis nigricans, the sign of Leser-Trélat, and multiple acrochordons. A possible role for alpha-transforming growth factor in cutaneous paraneoplastic syndromes","Ellis DL, Kafka SP, Chow JC, Nanney LB, Inman WH, McCadden ME, King LE Jr.","N Engl J Med. 1987 Dec 17;317(25):1582-7. doi: 10.1056/NEJM198712173172506.","Ellis DL","N Engl J Med","1987","1987/12/17","","","10.1056/NEJM198712173172506"
"3683492","Ear-clicking ""tinnitus"" responding to carbamazepine","Mardini MK.","N Engl J Med. 1987 Dec 10;317(24):1542. doi: 10.1056/nejm198712103172418.","Mardini MK","N Engl J Med","1987","1987/12/10","","","10.1056/nejm198712103172418"
"3683491","Complement in the pathophysiology of human disease","Matzner Y.","N Engl J Med. 1987 Dec 10;317(24):1542. doi: 10.1056/nejm198712103172417.","Matzner Y","N Engl J Med","1987","1987/12/10","","","10.1056/nejm198712103172417"
"3683490","More on bone mineral screening for osteoporosis","Nordin BE, Need AG, Morris HA, Chatterton BE, Horowitz M.","N Engl J Med. 1987 Dec 10;317(24):1538-9. doi: 10.1056/NEJM198712103172412.","Nordin BE","N Engl J Med","1987","1987/12/10","","","10.1056/NEJM198712103172412"
"3683489","Thyroid function in premenstrual syndrome","Schmidt PJ, Khan RA, Rubinow DR.","N Engl J Med. 1987 Dec 10;317(24):1537-8. doi: 10.1056/NEJM198712103172411.","Schmidt PJ","N Engl J Med","1987","1987/12/10","","","10.1056/NEJM198712103172411"
"3683488","Treating the patient, not just the cancer","Tannock IF.","N Engl J Med. 1987 Dec 10;317(24):1534-5. doi: 10.1056/NEJM198712103172409.","Tannock IF","N Engl J Med","1987","1987/12/10","","","10.1056/NEJM198712103172409"
"3683487","Lung uptake of thallium as a prognostic indicator","O'Rourke RA.","N Engl J Med. 1987 Dec 10;317(24):1532-4. doi: 10.1056/NEJM198712103172408.","O'Rourke RA","N Engl J Med","1987","1987/12/10","","","10.1056/NEJM198712103172408"
"3683486","Altered cardiac repolarization in some victims of sudden infant death syndrome","Sadeh D, Shannon DC, Abboud S, Saul JP, Akselrod S, Cohen RJ.","N Engl J Med. 1987 Dec 10;317(24):1501-5. doi: 10.1056/NEJM198712103172404.","Sadeh D","N Engl J Med","1987","1987/12/10","","","10.1056/NEJM198712103172404"
"3683485","Improving the quality of life during chemotherapy for advanced breast cancer. A comparison of intermittent and continuous treatment strategies","Coates A, Gebski V, Bishop JF, Jeal PN, Woods RL, Snyder R, Tattersall MH, Byrne M, Harvey V, Gill G.","N Engl J Med. 1987 Dec 10;317(24):1490-5. doi: 10.1056/NEJM198712103172402.","Coates A","N Engl J Med","1987","1987/12/10","","","10.1056/NEJM198712103172402"
"3683484","Prognostic importance of thallium uptake by the lungs during exercise in coronary artery disease","Gill JB, Ruddy TD, Newell JB, Finkelstein DM, Strauss HW, Boucher CA.","N Engl J Med. 1987 Dec 10;317(24):1485-9. doi: 10.1056/nejm198712103172401.","Gill JB","N Engl J Med","1987","1987/12/10","","","10.1056/nejm198712103172401"
"3500413","Scanning electron microscopy with backscattered electron imaging to identify Pneumocystis carinii","Schraufnagel DE, Becker RP, Balaan M, Schmid A, Claypool W.","N Engl J Med. 1987 Dec 10;317(24):1541. doi: 10.1056/NEJM198712103172416.","Schraufnagel DE","N Engl J Med","1987","1987/12/10","","","10.1056/NEJM198712103172416"
"3500412","Normalization of antibody responsiveness in a patient with common variable hypogammaglobulinemia and HIV infection","Wright JJ, Birx DL, Wagner DK, Waldmann TA, Blaese RM, Fleisher TA.","N Engl J Med. 1987 Dec 10;317(24):1516-20. doi: 10.1056/NEJM198712103172406.","Wright JJ","N Engl J Med","1987","1987/12/10","","","10.1056/NEJM198712103172406"
"3317052","Central nervous system toxoplasmosis and hemolytic uremic syndrome","Bergin M, Menser MA, Procopis PG, Roy LP, Shaw PJ, Stevens MM.","N Engl J Med. 1987 Dec 10;317(24):1540-1.","Bergin M","N Engl J Med","1987","1987/12/10","","",""
"3317051","Central nervous system lymphomas versus toxoplasmosis in a patient with AIDS","Edwards KR, Pendlebury WW.","N Engl J Med. 1987 Dec 10;317(24):1540. doi: 10.1056/NEJM198712103172415.","Edwards KR","N Engl J Med","1987","1987/12/10","","","10.1056/NEJM198712103172415"
"3317050","Enterohemorrhagic Escherichia coli","Sack RB.","N Engl J Med. 1987 Dec 10;317(24):1535-7. doi: 10.1056/NEJM198712103172410.","Sack RB","N Engl J Med","1987","1987/12/10","","","10.1056/NEJM198712103172410"
"3317049","Case records of the Massachusetts General Hospital. Weekly clinicopathological exercises. Case 50-1987. A 43-year-old woman with hepatic failure after renal transplantation because of amyloidosis","","N Engl J Med. 1987 Dec 10;317(24):1520-31. doi: 10.1056/NEJM198712103172407.","","N Engl J Med","1987","1987/12/10","","","10.1056/NEJM198712103172407"
"3317048","Current medical and surgical therapy for cerebrovascular disease","Grotta JC.","N Engl J Med. 1987 Dec 10;317(24):1505-16. doi: 10.1056/NEJM198712103172405.","Grotta JC","N Engl J Med","1987","1987/12/10","","","10.1056/NEJM198712103172405"
"3317047","A severe outbreak of Escherichia coli O157:H7--associated hemorrhagic colitis in a nursing home","Carter AO, Borczyk AA, Carlson JA, Harvey B, Hockin JC, Karmali MA, Krishnan C, Korn DA, Lior H.","N Engl J Med. 1987 Dec 10;317(24):1496-500. doi: 10.1056/NEJM198712103172403.","Carter AO","N Engl J Med","1987","1987/12/10","","","10.1056/NEJM198712103172403"
"2891034","Incidence of recreational use of 3,4-methylenedimethoxymethamphetamine (MDMA, ""ecstasy"") on an undergraduate campus","Peroutka SJ.","N Engl J Med. 1987 Dec 10;317(24):1542-3. doi: 10.1056/NEJM198712103172419.","Peroutka SJ","N Engl J Med","1987","1987/12/10","","","10.1056/NEJM198712103172419"
"2825015","Young children as a probable source of maternal and congenital cytomegalovirus infection","Logan S, Ades T.","N Engl J Med. 1987 Dec 10;317(24):1539-40. doi: 10.1056/NEJM198712103172413.","Logan S","N Engl J Med","1987","1987/12/10","","","10.1056/NEJM198712103172413"
"3683483","Potentiation by light of lithium-induced retinal injury in rats","Remé C, Federspiel E, Pfeilschifter J, Wirz-Justice A.","N Engl J Med. 1987 Dec 3;317(23):1478.","Remé C","N Engl J Med","1987","1987/12/03","","",""
"3683482","Prevention of predictable Raynaud's phenomenon by sublingual nifedipine","Miller FW, Love LA.","N Engl J Med. 1987 Dec 3;317(23):1476.","Miller FW","N Engl J Med","1987","1987/12/03","","",""
"3683481","Neurosyphilis and HIV infection","","N Engl J Med. 1987 Dec 3;317(23):1473-5. doi: 10.1056/NEJM198712033172310.","","N Engl J Med","1987","1987/12/03","","","10.1056/NEJM198712033172310"
"3683480","Treatment decisions in the mentally impaired. Limiting but not abandoning treatment","Loewy EH.","N Engl J Med. 1987 Dec 3;317(23):1465-9. doi: 10.1056/NEJM198712033172308.","Loewy EH","N Engl J Med","1987","1987/12/03","","","10.1056/NEJM198712033172308"
"3683479","Case records of the Massachusetts General Hospital. Weekly clinicopathological exercises. Case 49-1987. A 48-year-old woman with a history of nephrolithiasis, ureteral narrowing, and an adnexal mass","","N Engl J Med. 1987 Dec 3;317(23):1456-64. doi: 10.1056/NEJM198712033172307.","","N Engl J Med","1987","1987/12/03","","","10.1056/NEJM198712033172307"
"3683478","Effectiveness of adenoidectomy and tympanostomy tubes in the treatment of chronic otitis media with effusion","Gates GA, Avery CA, Prihoda TJ, Cooper JC Jr.","N Engl J Med. 1987 Dec 3;317(23):1444-51. doi: 10.1056/NEJM198712033172305.","Gates GA","N Engl J Med","1987","1987/12/03","","","10.1056/NEJM198712033172305"
"3500411","On diaphragm pacing","Glenn WW.","N Engl J Med. 1987 Dec 3;317(23):1477-8. doi: 10.1056/NEJM198712033172313.","Glenn WW","N Engl J Med","1987","1987/12/03","","","10.1056/NEJM198712033172313"
"3317046","Dr. Ira Kirschenbaum","Smolkin MT.","N Engl J Med. 1987 Dec 3;317(23):1480. doi: 10.1056/NEJM198712033172318.","Smolkin MT","N Engl J Med","1987","1987/12/03","","","10.1056/NEJM198712033172318"
"3317045","AIDS and the Index Medicus","Berger SA.","N Engl J Med. 1987 Dec 3;317(23):1479-80. doi: 10.1056/NEJM198712033172316.","Berger SA","N Engl J Med","1987","1987/12/03","","","10.1056/NEJM198712033172316"
"3317044","HLA matching and corneal transplantation","Stark WJ, Stulting RD, Thoft R.","N Engl J Med. 1987 Dec 3;317(23):1476-7. doi: 10.1056/NEJM198712033172311.","Stark WJ","N Engl J Med","1987","1987/12/03","","","10.1056/NEJM198712033172311"
"3317043","Current concepts. B lymphocytes. Normal development and function","Cooper MD.","N Engl J Med. 1987 Dec 3;317(23):1452-6. doi: 10.1056/NEJM198712033172306.","Cooper MD","N Engl J Med","1987","1987/12/03","","","10.1056/NEJM198712033172306"
"3317042","Long-term treatment of alcoholic liver disease with propylthiouracil","Orrego H, Blake JE, Blendis LM, Compton KV, Israel Y.","N Engl J Med. 1987 Dec 3;317(23):1421-7. doi: 10.1056/NEJM198712033172301.","Orrego H","N Engl J Med","1987","1987/12/03","","","10.1056/NEJM198712033172301"
"3120007","Insurance for long-term care","","N Engl J Med. 1987 Dec 3;317(23):1478-9. doi: 10.1056/NEJM198712033172314.","","N Engl J Med","1987","1987/12/03","","","10.1056/NEJM198712033172314"
"3120006","Coping with AIDS. The special problems of New York City","Weinberg DS, Murray HW.","N Engl J Med. 1987 Dec 3;317(23):1469-73. doi: 10.1056/NEJM198712033172309.","Weinberg DS","N Engl J Med","1987","1987/12/03","","","10.1056/NEJM198712033172309"
"2891033","Expression of opioid peptides in tumors","Bostwick DG, Null WE, Holmes D, Weber E, Barchas JD, Bensch KG.","N Engl J Med. 1987 Dec 3;317(23):1439-43. doi: 10.1056/NEJM198712033172304.","Bostwick DG","N Engl J Med","1987","1987/12/03","","","10.1056/NEJM198712033172304"
"2825014","Latent herpes simplex virus in human trigeminal ganglia. Detection of an immediate early gene ""anti-sense"" transcript by in situ hybridization","Croen KD, Ostrove JM, Dragovic LJ, Smialek JE, Straus SE.","N Engl J Med. 1987 Dec 3;317(23):1427-32. doi: 10.1056/NEJM198712033172302.","Croen KD","N Engl J Med","1987","1987/12/03","","","10.1056/NEJM198712033172302"
"2446132","Immediate adjuvant chemotherapy versus observation with treatment at relapse in pathological stage II testicular cancer","Williams SD, Stablein DM, Einhorn LH, Muggia FM, Weiss RB, Donohue JP, Paulson DF, Brunner KW, Jacobs EM, Spaulding JT, et al.","N Engl J Med. 1987 Dec 3;317(23):1433-8. doi: 10.1056/NEJM198712033172303.","Williams SD","N Engl J Med","1987","1987/12/03","","","10.1056/NEJM198712033172303"
"3683477","Ethics by committee?","","N Engl J Med. 1987 Nov 26;317(22):1418-9. doi: 10.1056/NEJM198711263172216.","","N Engl J Med","1987","1987/11/26","","","10.1056/NEJM198711263172216"
"3683476","Medical-specialties matching program, 1988-1989","Mann NS, Wallace TI, Hyder SA.","N Engl J Med. 1987 Nov 26;317(22):1416-7.","Mann NS","N Engl J Med","1987","1987/11/26","","",""
"3683475","Campylobacter pylori and antral gastritis in children","Doube A.","N Engl J Med. 1987 Nov 26;317(22):1416. doi: 10.1056/NEJM198711263172214.","Doube A","N Engl J Med","1987","1987/11/26","","","10.1056/NEJM198711263172214"
"3683474","Dopamine in dopamine-beta-hydroxylase deficiency","Biaggioni I, Hollister AS, Robertson D.","N Engl J Med. 1987 Nov 26;317(22):1415-6. doi: 10.1056/NEJM198711263172212.","Biaggioni I","N Engl J Med","1987","1987/11/26","","","10.1056/NEJM198711263172212"
"3683473","Generic drugs","","N Engl J Med. 1987 Nov 26;317(22):1411-3. doi: 10.1056/NEJM198711263172210.","","N Engl J Med","1987","1987/11/26","","","10.1056/NEJM198711263172210"
"3683472","When the patient is a physician","Marzuk PM.","N Engl J Med. 1987 Nov 26;317(22):1409-11. doi: 10.1056/NEJM198711263172209.","Marzuk PM","N Engl J Med","1987","1987/11/26","","","10.1056/NEJM198711263172209"
"3683471","Case records of the Massachusetts General Hospital. Weekly clinicopathological exercises. Case 48-1987. A 27-year-old man with a pulmonary mass of 3 1/2 years' duration","","N Engl J Med. 1987 Nov 26;317(22):1399-406. doi: 10.1056/NEJM198711263172207.","","N Engl J Med","1987","1987/11/26","","","10.1056/NEJM198711263172207"
"3683470","Impaired forearm vasodilator reserve in patients with microvascular angina. Evidence of a generalized disorder of vascular function?","Sax FL, Cannon RO 3rd, Hanson C, Epstein SE.","N Engl J Med. 1987 Nov 26;317(22):1366-70. doi: 10.1056/NEJM198711263172202.","Sax FL","N Engl J Med","1987","1987/11/26","","","10.1056/NEJM198711263172202"
"3683469","Fibrin and fibrinogen-related antigens in patients with stable and unstable coronary artery disease","Kruskal JB, Commerford PJ, Franks JJ, Kirsch RE.","N Engl J Med. 1987 Nov 26;317(22):1361-5. doi: 10.1056/NEJM198711263172201.","Kruskal JB","N Engl J Med","1987","1987/11/26","","","10.1056/NEJM198711263172201"
"3500410","Congenital adrenal hyperplasia","Miller WL.","N Engl J Med. 1987 Nov 26;317(22):1413-5. doi: 10.1056/NEJM198711263172211.","Miller WL","N Engl J Med","1987","1987/11/26","","","10.1056/NEJM198711263172211"
