PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
25517712,Glucocorticoids and mepolizumab in eosinophilic asthma,"Lindsay JT, Heaney L.",N Engl J Med. 2014 Dec 18;371(25):2433. doi: 10.1056/NEJMc1412892.,Lindsay JT,N Engl J Med,2014,12/18/2014,,,10.1056/NEJMc1412892
25517711,Glucocorticoids and mepolizumab in eosinophilic asthma,"Bel EH, Ortega HG, Pavord ID.",N Engl J Med. 2014 Dec 18;371(25):2434. doi: 10.1056/NEJMc1412892.,Bel EH,N Engl J Med,2014,12/18/2014,,,10.1056/NEJMc1412892
25517710,Cytisine--a tobacco treatment hiding in plain sight,Rigotti NA.,N Engl J Med. 2014 Dec 18;371(25):2429-30. doi: 10.1056/NEJMe1412313.,Rigotti NA,N Engl J Med,2014,12/18/2014,,,10.1056/NEJMe1412313
25517709,Case records of the Massachusetts General Hospital. Case 39-2014. A 9-year-old girl with Crohn’s disease and pulmonary nodules,"Nelson BA, Kaplan JL, El Saleeby CM, Lu MT, Mark EJ.",N Engl J Med. 2014 Dec 18;371(25):2418-27. doi: 10.1056/NEJMcpc1410938.,Nelson BA,N Engl J Med,2014,12/18/2014,,,10.1056/NEJMcpc1410938
25517708,Images in clinical medicine. Saber tibia in Paget's disease of bone,"Gonçalves MJ, Romão VC.",N Engl J Med. 2014 Dec 18;371(25):2417. doi: 10.1056/NEJMicm1403255.,Gonçalves MJ,N Engl J Med,2014,12/18/2014,,,10.1056/NEJMicm1403255
25517707,Clinical practice. Acute pericarditis,LeWinter MM.,N Engl J Med. 2014 Dec 18;371(25):2410-6. doi: 10.1056/NEJMcp1404070.,LeWinter MM,N Engl J Med,2014,12/18/2014,,,10.1056/NEJMcp1404070
25517706,Cytisine versus nicotine for smoking cessation,"Walker N, Howe C, Glover M, McRobbie H, Barnes J, Nosa V, Parag V, Bassett B, Bullen C.",N Engl J Med. 2014 Dec 18;371(25):2353-62. doi: 10.1056/NEJMoa1407764.,Walker N,N Engl J Med,2014,12/18/2014,,,10.1056/NEJMoa1407764
25517705,Medicaid payments and access to care,Rosenbaum S.,N Engl J Med. 2014 Dec 18;371(25):2345-7. doi: 10.1056/NEJMp1412488.,Rosenbaum S,N Engl J Med,2014,12/18/2014,,,10.1056/NEJMp1412488
25517575,License to serve--U.S. trainees and the Ebola epidemic,Rosenbaum L.,N Engl J Med. 2015 Feb 5;372(6):504-6. doi: 10.1056/NEJMp1415192. Epub 2014 Dec 17.,Rosenbaum L,N Engl J Med,2015,12/18/2014,,,10.1056/NEJMp1415192
25517574,Foreseeable risks? Informed consent for studies within the standard of care,"Sacks CA, Warren CE.",N Engl J Med. 2015 Jan 22;372(4):306-7. doi: 10.1056/NEJMp1415113. Epub 2014 Dec 17.,Sacks CA,N Engl J Med,2015,12/18/2014,,,10.1056/NEJMp1415113
25517349,Interventional thrombectomy for major stroke--a step in the right direction,Hacke W.,N Engl J Med. 2015 Jan 1;372(1):76-7. doi: 10.1056/NEJMe1413346. Epub 2014 Dec 17.,Hacke W,N Engl J Med,2015,12/18/2014,,,10.1056/NEJMe1413346
25517348,A randomized trial of intraarterial treatment for acute ischemic stroke,"Berkhemer OA, Fransen PS, Beumer D, van den Berg LA, Lingsma HF, Yoo AJ, Schonewille WJ, Vos JA, Nederkoorn PJ, Wermer MJ, van Walderveen MA, Staals J, Hofmeijer J, van Oostayen JA, Lycklama à Nijeholt GJ, Boiten J, Brouwer PA, Emmer BJ, de Bruijn SF, van Dijk LC, Kappelle LJ, Lo RH, van Dijk EJ, de Vries J, de Kort PL, van Rooij WJ, van den Berg JS, van Hasselt BA, Aerden LA, Dallinga RJ, Visser MC, Bot JC, Vroomen PC, Eshghi O, Schreuder TH, Heijboer RJ, Keizer K, Tielbeek AV, den Hertog HM, Gerrits DG, van den Berg-Vos RM, Karas GB, Steyerberg EW, Flach HZ, Marquering HA, Sprengers ME, Jenniskens SF, Beenen LF, van den Berg R, Koudstaal PJ, van Zwam WH, Roos YB, van der Lugt A, van Oostenbrugge RJ, Majoie CB, Dippel DW; MR CLEAN Investigators.",N Engl J Med. 2015 Jan 1;372(1):11-20. doi: 10.1056/NEJMoa1411587. Epub 2014 Dec 17.,Berkhemer OA,N Engl J Med,2015,12/18/2014,,,10.1056/NEJMoa1411587
25495491,Perfecting breast-cancer treatment--incremental gains and musculoskeletal pains,Hershman DL.,N Engl J Med. 2015 Jan 29;372(5):477-8. doi: 10.1056/NEJMe1413164. Epub 2014 Dec 11.,Hershman DL,N Engl J Med,2015,12/16/2014,,,10.1056/NEJMe1413164
25495490,Adjuvant ovarian suppression in premenopausal breast cancer,"Francis PA, Regan MM, Fleming GF, Láng I, Ciruelos E, Bellet M, Bonnefoi HR, Climent MA, Da Prada GA, Burstein HJ, Martino S, Davidson NE, Geyer CE Jr, Walley BA, Coleman R, Kerbrat P, Buchholz S, Ingle JN, Winer EP, Rabaglio-Poretti M, Maibach R, Ruepp B, Giobbie-Hurder A, Price KN, Colleoni M, Viale G, Coates AS, Goldhirsch A, Gelber RD; SOFT Investigators; International Breast Cancer Study Group.",N Engl J Med. 2015 Jan 29;372(5):436-46. doi: 10.1056/NEJMoa1412379. Epub 2014 Dec 11.,Francis PA,N Engl J Med,2015,12/16/2014,PMC4341825,NIHMS665385,10.1056/NEJMoa1412379
25494286,Images in clinical medicine. Esophageal duplication cyst,"Abu-Zaid A, Azzam A.",N Engl J Med. 2014 Dec 11;371(24):e36. doi: 10.1056/NEJMicm1313198.,Abu-Zaid A,N Engl J Med,2014,12/11/2014,,,10.1056/NEJMicm1313198
25494285,Dependent coverage and use of preventive care under the Affordable Care Act,"Han X, Yabroff KR, Robbins AS, Zheng Z, Jemal A.",N Engl J Med. 2014 Dec 11;371(24):2341-2. doi: 10.1056/NEJMc1406586.,Han X,N Engl J Med,2014,12/11/2014,PMC4283212,NIHMS650189,10.1056/NEJMc1406586
25494284,Influenza vaccination of pregnant women and protection of their infants,"Horner I, Nanan R, Liu A.",N Engl J Med. 2014 Dec 11;371(24):2340. doi: 10.1056/NEJMc1412050.,Horner I,N Engl J Med,2014,12/11/2014,,,10.1056/NEJMc1412050
25494283,Influenza vaccination of pregnant women and protection of their infants,"Madhi SA, Nunes MC, Cutland CL.",N Engl J Med. 2014 Dec 11;371(24):2340. doi: 10.1056/NEJMc1412050.,Madhi SA,N Engl J Med,2014,12/11/2014,,,10.1056/NEJMc1412050
25494282,Prehospital ticagrelor in ST-segment elevation myocardial infarction,"Montone RA, Hoole SP, West NE.",N Engl J Med. 2014 Dec 11;371(24):2338-9. doi: 10.1056/NEJMc1412729.,Montone RA,N Engl J Med,2014,12/11/2014,,,10.1056/NEJMc1412729
25494281,Prehospital ticagrelor in ST-segment elevation myocardial infarction,"Toggweiler S, Sabti Z, Cuculi F.",N Engl J Med. 2014 Dec 11;371(24):2338. doi: 10.1056/NEJMc1412729.,Toggweiler S,N Engl J Med,2014,12/11/2014,,,10.1056/NEJMc1412729
25494280,Prehospital ticagrelor in ST-segment elevation myocardial infarction,"Parodi G, Alexopoulos D.",N Engl J Med. 2014 Dec 11;371(24):2337-8. doi: 10.1056/NEJMc1412729.,Parodi G,N Engl J Med,2014,12/11/2014,,,10.1056/NEJMc1412729
25494279,Prehospital ticagrelor in ST-segment elevation myocardial infarction,"Montalescot G, van 't Hof AW.",N Engl J Med. 2014 Dec 11;371(24):2339. doi: 10.1056/NEJMc1412729.,Montalescot G,N Engl J Med,2014,12/11/2014,,,10.1056/NEJMc1412729
25494278,Neprilysin inhibition for heart failure,Timmis A.,N Engl J Med. 2014 Dec 11;371(24):2336. doi: 10.1056/NEJMc1412654.,Timmis A,N Engl J Med,2014,12/11/2014,,,10.1056/NEJMc1412654
25494277,Neprilysin inhibition for heart failure,"Hough A, Rosenstein R.",N Engl J Med. 2014 Dec 11;371(24):2335-6. doi: 10.1056/NEJMc1412654.,Hough A,N Engl J Med,2014,12/11/2014,,,10.1056/NEJMc1412654
25494276,Neprilysin inhibition for heart failure,"Galli A, Lombardi F.",N Engl J Med. 2014 Dec 11;371(24):2335. doi: 10.1056/NEJMc1412654.,Galli A,N Engl J Med,2014,12/11/2014,,,10.1056/NEJMc1412654
25494275,Neprilysin inhibition for heart failure,"McMurray JJ, Packer M, Solomon SD.",N Engl J Med. 2014 Dec 11;371(24):2336-7. doi: 10.1056/NEJMc1412654.,McMurray JJ,N Engl J Med,2014,12/11/2014,,,10.1056/NEJMc1412654
25494274,Muscling in on depression,Harkin A.,N Engl J Med. 2014 Dec 11;371(24):2333-4. doi: 10.1056/NEJMcibr1411568.,Harkin A,N Engl J Med,2014,12/11/2014,,,10.1056/NEJMcibr1411568
25494273,How to achieve health equity,Chin MH.,N Engl J Med. 2014 Dec 11;371(24):2331-2. doi: 10.1056/NEJMe1412264.,Chin MH,N Engl J Med,2014,12/11/2014,PMC5052675,NIHMS818296,10.1056/NEJMe1412264
25494272,"Case records of the Massachusetts General Hospital. Case 38-2014. An 87-year-old man with sore throat, hoarseness, fatigue, and dyspnea","Iyasere CA, Simmons LH, Fintelmann FJ, Dighe AS.",N Engl J Med. 2014 Dec 11;371(24):2321-7. doi: 10.1056/NEJMcpc1410935.,Iyasere CA,N Engl J Med,2014,12/11/2014,,,10.1056/NEJMcpc1410935
25494271,Images in clinical medicine. Palpitations after dinner,"Kurokohchi K, Imataki O.",N Engl J Med. 2014 Dec 11;371(24):2320. doi: 10.1056/NEJMicm1400585.,Kurokohchi K,N Engl J Med,2014,12/11/2014,,,10.1056/NEJMicm1400585
25494270,Lactic acidosis,"Kraut JA, Madias NE.",N Engl J Med. 2014 Dec 11;371(24):2309-19. doi: 10.1056/NEJMra1309483.,Kraut JA,N Engl J Med,2014,12/11/2014,,,10.1056/NEJMra1309483
25494269,Quality and equity of care in U.S. hospitals,"Trivedi AN, Nsa W, Hausmann LR, Lee JS, Ma A, Bratzler DW, Mor MK, Baus K, Larbi F, Fine MJ.",N Engl J Med. 2014 Dec 11;371(24):2298-308. doi: 10.1056/NEJMsa1405003.,Trivedi AN,N Engl J Med,2014,12/11/2014,,,10.1056/NEJMsa1405003
25494268,Racial and ethnic disparities among enrollees in Medicare Advantage plans,"Ayanian JZ, Landon BE, Newhouse JP, Zaslavsky AM.",N Engl J Med. 2014 Dec 11;371(24):2288-97. doi: 10.1056/NEJMsa1407273.,Ayanian JZ,N Engl J Med,2014,12/11/2014,PMC4381536,NIHMS650191,10.1056/NEJMsa1407273
25494267,The disease of the little paper,Koven S.,N Engl J Med. 2014 Dec 11;371(24):2251-3. doi: 10.1056/NEJMp1411685.,Koven S,N Engl J Med,2014,12/11/2014,,,10.1056/NEJMp1411685
25494266,Integrating oral and general health care,"Donoff B, McDonough JE, Riedy CA.",N Engl J Med. 2014 Dec 11;371(24):2247-9. doi: 10.1056/NEJMp1410824.,Donoff B,N Engl J Med,2014,12/11/2014,,,10.1056/NEJMp1410824
25494265,"Antitrust enforcement in health care--controlling costs, improving quality",Ramirez E.,N Engl J Med. 2014 Dec 11;371(24):2245-7. doi: 10.1056/NEJMp1408009.,Ramirez E,N Engl J Med,2014,12/11/2014,,,10.1056/NEJMp1408009
25493978,A clinical trial of progesterone for severe traumatic brain injury,"Skolnick BE, Maas AI, Narayan RK, van der Hoop RG, MacAllister T, Ward JD, Nelson NR, Stocchetti N; SYNAPSE Trial Investigators.",N Engl J Med. 2014 Dec 25;371(26):2467-76. doi: 10.1056/NEJMoa1411090. Epub 2014 Dec 10.,Skolnick BE,N Engl J Med,2014,12/11/2014,,,10.1056/NEJMoa1411090
25493977,Unraveling Obamacare--can Congress and the Supreme Court undo health care reform?,Oberlander J.,N Engl J Med. 2014 Dec 25;371(26):2445-7. doi: 10.1056/NEJMp1413992. Epub 2014 Dec 10.,Oberlander J,N Engl J Med,2014,12/11/2014,,,10.1056/NEJMp1413992
25493976,Predicting the fallout from King v. Burwell--exchanges and the ACA,"Bagley N, Jones DK, Jost TS.",N Engl J Med. 2015 Jan 8;372(2):101-4. doi: 10.1056/NEJMp1414191. Epub 2014 Dec 10.,Bagley N,N Engl J Med,2015,12/11/2014,,,10.1056/NEJMp1414191
25493975,Progesterone for traumatic brain injury--resisting the sirens' song,Schwamm LH.,N Engl J Med. 2014 Dec 25;371(26):2522-3. doi: 10.1056/NEJMe1412951. Epub 2014 Dec 10.,Schwamm LH,N Engl J Med,2014,12/11/2014,,,10.1056/NEJMe1412951
25493974,Very early administration of progesterone for acute traumatic brain injury,"Wright DW, Yeatts SD, Silbergleit R, Palesch YY, Hertzberg VS, Frankel M, Goldstein FC, Caveney AF, Howlett-Smith H, Bengelink EM, Manley GT, Merck LH, Janis LS, Barsan WG; NETT Investigators.",N Engl J Med. 2014 Dec 25;371(26):2457-66. doi: 10.1056/NEJMoa1404304. Epub 2014 Dec 10.,Wright DW,N Engl J Med,2014,12/11/2014,PMC4303469,NIHMS653108,10.1056/NEJMoa1404304
25482425,Factor XI antisense oligonucleotide for prevention of venous thrombosis,"Büller HR, Bethune C, Bhanot S, Gailani D, Monia BP, Raskob GE, Segers A, Verhamme P, Weitz JI; FXI-ASO TKA Investigators.",N Engl J Med. 2015 Jan 15;372(3):232-40. doi: 10.1056/NEJMoa1405760. Epub 2014 Dec 7.,Büller HR,N Engl J Med,2015,12/9/2014,PMC4367537,NIHMS670480,10.1056/NEJMoa1405760
25482334,Making (anti)sense of factor XI in thrombosis,Flaumenhaft R.,N Engl J Med. 2015 Jan 15;372(3):277-8. doi: 10.1056/NEJMe1413874. Epub 2014 Dec 7.,Flaumenhaft R,N Engl J Med,2015,12/9/2014,,,10.1056/NEJMe1413874
25482239,PD-1 blockade with nivolumab in relapsed or refractory Hodgkin's lymphoma,"Ansell SM, Lesokhin AM, Borrello I, Halwani A, Scott EC, Gutierrez M, Schuster SJ, Millenson MM, Cattry D, Freeman GJ, Rodig SJ, Chapuy B, Ligon AH, Zhu L, Grosso JF, Kim SY, Timmerman JM, Shipp MA, Armand P.",N Engl J Med. 2015 Jan 22;372(4):311-9. doi: 10.1056/NEJMoa1411087. Epub 2014 Dec 6.,Ansell SM,N Engl J Med,2015,12/9/2014,PMC4348009,NIHMS665322,10.1056/NEJMoa1411087
25482238,Release the hounds! Activating the T-cell response to cancer,"Sznol M, Longo DL.",N Engl J Med. 2015 Jan 22;372(4):374-5. doi: 10.1056/NEJMe1413488. Epub 2014 Dec 6.,Sznol M,N Engl J Med,2015,12/9/2014,,,10.1056/NEJMe1413488
25482145,"Carfilzomib, lenalidomide, and dexamethasone for relapsed multiple myeloma","Stewart AK, Rajkumar SV, Dimopoulos MA, Masszi T, Špička I, Oriol A, Hájek R, Rosiñol L, Siegel DS, Mihaylov GG, Goranova-Marinova V, Rajnics P, Suvorov A, Niesvizky R, Jakubowiak AJ, San-Miguel JF, Ludwig H, Wang M, Maisnar V, Minarik J, Bensinger WI, Mateos MV, Ben-Yehuda D, Kukreti V, Zojwalla N, Tonda ME, Yang X, Xing B, Moreau P, Palumbo A; ASPIRE Investigators.",N Engl J Med. 2015 Jan 8;372(2):142-52. doi: 10.1056/NEJMoa1411321. Epub 2014 Dec 6.,Stewart AK,N Engl J Med,2015,12/9/2014,,,10.1056/NEJMoa1411321
25470715,Images in clinical medicine. Muscular dystrophy,"Servais L, Aubert G.",N Engl J Med. 2014 Dec 4;371(23):e35. doi: 10.1056/NEJMicm1007790.,Servais L,N Engl J Med,2014,12/4/2014,,,10.1056/NEJMicm1007790
25470713,Oral arsenic and retinoic acid for non-high-risk acute promyelocytic leukemia,"Zhu HH, Huang XJ.",N Engl J Med. 2014 Dec 4;371(23):2239-41. doi: 10.1056/NEJMc1412035.,Zhu HH,N Engl J Med,2014,12/4/2014,,,10.1056/NEJMc1412035
25470712,"Case 28-2014: A man with a rash, headache, fever, nausea, and photophobia",Bush LM.,N Engl J Med. 2014 Dec 4;371(23):2238-9. doi: 10.1056/NEJMc1412237.,Bush LM,N Engl J Med,2014,12/4/2014,,,10.1056/NEJMc1412237
25470711,"Case 28-2014: A man with a rash, headache, fever, nausea, and photophobia",Gaffin N.,N Engl J Med. 2014 Dec 4;371(23):2238. doi: 10.1056/NEJMc1412237.,Gaffin N,N Engl J Med,2014,12/4/2014,,,10.1056/NEJMc1412237
25470710,"Case 28-2014: A man with a rash, headache, fever, nausea, and photophobia",Pukkila-Worley R.,N Engl J Med. 2014 Dec 4;371(23):2239. doi: 10.1056/NEJMc1412237.,Pukkila-Worley R,N Engl J Med,2014,12/4/2014,,,10.1056/NEJMc1412237
25470709,"Ectopic fat in insulin resistance, dyslipidemia, and cardiometabolic disease","Stefan N, Schick F, Häring HU.",N Engl J Med. 2014 Dec 4;371(23):2236-7. doi: 10.1056/NEJMc1412427.,Stefan N,N Engl J Med,2014,12/4/2014,,,10.1056/NEJMc1412427
